PEP_ID;BBCH;YEAR;DAY
8277;97;2007;303
8283;97;2007;329
8277;11;2008;57
8277;97;2008;275
8283;97;2008;332
8283;11;2009;85
8277;11;2009;90
8283;60;2009;96
8277;97;2009;286
8283;97;2009;324
8273;11;2010;86
8273;11;2011;77
8273;60;2011;96
8273;95;2011;289
8273;11;2012;85
8273;95;2012;323
8273;11;2013;91
8273;95;2013;335
