PEP_ID;BBCH;YEAR;DAY
20138;60;1926;125
20155;60;1926;140
20153;60;1926;144
20149;60;1926;146
20537;60;1926;148
20536;60;1926;151
20151;60;1926;152
20546;60;1926;156
20539;60;1926;161
20529;60;1926;166
20156;60;1926;166
20535;60;1927;132
20155;60;1927;135
20532;60;1927;136
20533;60;1927;142
20529;60;1927;152
20546;60;1927;152
20537;60;1927;156
20156;60;1927;169
20149;60;1927;171
