PEP_ID;BBCH;YEAR;DAY
6892;60;2000;129
7026;60;2000;130
6906;60;2000;131
6887;60;2000;131
6891;60;2000;132
6890;60;2000;132
6933;60;2000;133
6919;60;2000;133
6876;60;2000;135
6885;60;2000;135
6912;60;2000;136
6927;60;2000;136
6897;60;2000;136
6894;60;2000;136
6947;60;2000;137
6900;60;2000;138
6945;60;2000;139
6899;60;2000;139
6944;60;2000;139
6923;60;2000;140
6926;60;2000;141
6934;60;2000;141
6925;60;2000;141
6946;60;2000;142
6928;60;2000;143
6909;60;2000;144
6924;60;2000;144
6931;60;2000;145
6943;60;2000;146
6938;60;2000;146
6888;60;2000;146
6922;60;2000;147
6929;60;2000;148
6889;60;2000;149
6949;60;2000;149
6880;60;2000;150
6904;60;2000;151
6902;60;2000;151
6917;60;2000;152
6913;60;2000;157
6907;60;2000;162
6941;60;2000;166
6922;60;2001;127
6885;60;2001;128
6891;60;2001;130
6928;60;2001;131
7026;60;2001;132
6945;60;2001;135
6934;60;2001;135
6897;60;2001;135
6933;60;2001;136
6919;60;2001;137
6900;60;2001;137
6927;60;2001;137
6912;60;2001;138
6880;60;2001;139
6944;60;2001;139
6894;60;2001;140
6892;60;2001;140
6925;60;2001;140
6876;60;2001;140
6909;60;2001;141
6887;60;2001;141
6924;60;2001;141
6923;60;2001;141
6904;60;2001;142
6931;60;2001;142
6888;60;2001;143
6889;60;2001;144
6943;60;2001;145
6926;60;2001;146
6938;60;2001;147
6949;60;2001;148
6929;60;2001;149
6917;60;2001;150
6946;60;2001;152
6913;60;2001;153
6902;60;2001;154
6939;60;2001;167
6941;60;2001;167
6922;60;2002;126
6906;60;2002;128
6924;60;2002;128
7026;60;2002;129
6892;60;2002;130
6891;60;2002;132
6897;60;2002;134
6880;60;2002;135
6945;60;2002;135
6894;60;2002;135
6944;60;2002;135
6876;60;2002;136
6912;60;2002;136
6885;60;2002;137
6925;60;2002;138
6946;60;2002;138
6927;60;2002;139
6919;60;2002;140
6909;60;2002;140
6900;60;2002;140
6887;60;2002;140
6895;60;2002;140
6888;60;2002;141
6933;60;2002;141
6926;60;2002;142
6928;60;2002;143
6931;60;2002;143
6923;60;2002;143
6943;60;2002;144
6934;60;2002;145
6904;60;2002;145
6889;60;2002;145
6947;60;2002;146
6949;60;2002;147
6929;60;2002;148
6902;60;2002;152
6890;60;2002;152
6938;60;2002;152
6915;60;2002;154
6913;60;2002;154
6939;60;2002;167
6941;60;2002;169
6892;60;2003;130
6944;60;2003;130
