"","species","doy","year","source","photoperiod_sensitive"
"2416","Pastinaca_sativa",172.5273224,1976,"fitter_2002",FALSE
"2417","Plantago_lanceolata",116.6803279,1976,"fitter_2002",TRUE
"2418","Ranunculus_ficaria",65.81967213,1976,"fitter_2002",FALSE
"2419","Ribes_nigrum",122.6639344,1976,"fitter_2002",TRUE
"2420","Ribes_rubrum",105.7103825,1976,"fitter_2002",TRUE
"2421","Rumex_acetosella",128.647541,1976,"fitter_2002",TRUE
"2422","Silene_dioica",99.72677596,1976,"fitter_2002",FALSE
"2423","Silene_latifolia",128.647541,1976,"fitter_2002",TRUE
"2424","Solidago_canadensis",192.4726776,1976,"fitter_2002",TRUE
"2425","Sonchus_oleraceus",134.6311475,1976,"fitter_2002",TRUE
"2426","Trifolium_pratense",135.6284153,1976,"fitter_2002",TRUE
"2427","Trifolium_repens",129.6448087,1976,"fitter_2002",TRUE
"2428","Ulmus_glabra",58.83879781,1976,"fitter_2002",TRUE
"2429","Viola_odorata",64.82240437,1976,"fitter_2002",TRUE
"2430","Arabidopsis_thaliana",64,1977,"fitter_2002",TRUE
"2431","Calluna_vulgaris",193,1977,"fitter_2002",TRUE
"2432","Chenopodium_album",201,1977,"fitter_2002",TRUE
"2433","Deschampsia_cespitosa",162,1977,"fitter_2002",TRUE
"2434","Deschampsia_flexuosa",142,1977,"fitter_2002",TRUE
"2435","Epilobium_parviflorum",191,1977,"fitter_2002",TRUE
"2436","Geum_urbanum",152,1977,"fitter_2002",FALSE
"2437","Lactuca_serriola",215,1977,"fitter_2002",TRUE
"2438","Lunaria_annua",90,1977,"fitter_2002",TRUE
"2439","Papaver_somniferum",187,1977,"fitter_2002",TRUE
"2440","Plantago_lanceolata",93,1977,"fitter_2002",TRUE
"2441","Poa_trivialis",145,1977,"fitter_2002",FALSE
"2442","Ranunculus_ficaria",44,1977,"fitter_2002",FALSE
"2443","Rubus_idaeus",155,1977,"fitter_2002",TRUE
"2444","Rumex_acetosella",140,1977,"fitter_2002",TRUE
"2445","Silene_dioica",89,1977,"fitter_2002",FALSE
"2446","Solidago_canadensis",225,1977,"fitter_2002",TRUE
"2447","Sonchus_oleraceus",90,1977,"fitter_2002",TRUE
"2448","Trifolium_pratense",144,1977,"fitter_2002",TRUE
"2449","Trifolium_repens",116,1977,"fitter_2002",TRUE
"2450","Viola_odorata",74,1977,"fitter_2002",TRUE
"2451","Anagallis_arvensis",161,1978,"fitter_2002",TRUE
"2452","Antirrhinum_majus",164,1978,"fitter_2002",TRUE
"2453","Arabidopsis_thaliana",103,1978,"fitter_2002",TRUE
"2454","Briza_media",146,1978,"fitter_2002",FALSE
"2455","Calluna_vulgaris",201,1978,"fitter_2002",TRUE
"2456","Chenopodium_album",188,1978,"fitter_2002",TRUE
"2457","Cichorium_intybus",205,1978,"fitter_2002",TRUE
"2458","Deschampsia_cespitosa",159,1978,"fitter_2002",TRUE
"2459","Deschampsia_flexuosa",159,1978,"fitter_2002",TRUE
"2460","Digitalis_purpurea",157,1978,"fitter_2002",TRUE
"2461","Epilobium_parviflorum",196,1978,"fitter_2002",TRUE
"2462","Geum_urbanum",155,1978,"fitter_2002",FALSE
"2463","Lunaria_annua",90,1978,"fitter_2002",TRUE
"2464","Myosotis_scorpioides",159,1978,"fitter_2002",FALSE
"2465","Papaver_somniferum",168,1978,"fitter_2002",TRUE
"2466","Plantago_lanceolata",108,1978,"fitter_2002",TRUE
"2467","Poa_trivialis",142,1978,"fitter_2002",FALSE
"2468","Pyrus_communis",117,1978,"fitter_2002",FALSE
"2469","Ranunculus_ficaria",56,1978,"fitter_2002",FALSE
"2470","Rubus_idaeus",149,1978,"fitter_2002",TRUE
"2471","Scrophularia_vernalis",113,1978,"fitter_2002",FALSE
"2472","Silene_latifolia",144,1978,"fitter_2002",TRUE
"2473","Sinapis_alba",146,1978,"fitter_2002",TRUE
"2474","Sonchus_oleraceus",153,1978,"fitter_2002",TRUE
"2475","Trifolium_repens",149,1978,"fitter_2002",TRUE
"2476","Viola_odorata",76,1978,"fitter_2002",TRUE
"2477","Anagallis_arvensis",178,1979,"fitter_2002",TRUE
"2478","Arabidopsis_thaliana",103,1979,"fitter_2002",TRUE
"2479","Arctium_lappa",202,1979,"fitter_2002",TRUE
"2480","Aster_novi-belgii",222,1979,"fitter_2002",TRUE
"2481","Briza_media",152,1979,"fitter_2002",FALSE
"2482","Calluna_vulgaris",191,1979,"fitter_2002",TRUE
"2483","Chenopodium_album",201,1979,"fitter_2002",TRUE
"2484","Cichorium_intybus",189,1979,"fitter_2002",TRUE
"2485","Deschampsia_cespitosa",159,1979,"fitter_2002",TRUE
"2486","Deschampsia_flexuosa",166,1979,"fitter_2002",TRUE
"2487","Digitalis_purpurea",173,1979,"fitter_2002",TRUE
"2488","Geum_urbanum",139,1979,"fitter_2002",FALSE
"2489","Lactuca_serriola",213,1979,"fitter_2002",TRUE
"2490","Lunaria_annua",116,1979,"fitter_2002",TRUE
"2491","Myosotis_scorpioides",171,1979,"fitter_2002",FALSE
"2492","Pastinaca_sativa",180,1979,"fitter_2002",FALSE
"2493","Plantago_lanceolata",132,1979,"fitter_2002",TRUE
"2494","Poa_trivialis",147,1979,"fitter_2002",FALSE
"2495","Ranunculus_ficaria",83,1979,"fitter_2002",FALSE
"2496","Ribes_nigrum",105,1979,"fitter_2002",TRUE
"2497","Ribes_rubrum",118,1979,"fitter_2002",TRUE
"2498","Rubus_idaeus",160,1979,"fitter_2002",TRUE
"2499","Rumex_acetosella",141,1979,"fitter_2002",TRUE
"2500","Silene_dioica",138,1979,"fitter_2002",FALSE
"2501","Silene_latifolia",147,1979,"fitter_2002",TRUE
"2502","Sinapis_alba",155,1979,"fitter_2002",TRUE
"2503","Solidago_canadensis",219,1979,"fitter_2002",TRUE
"2504","Sonchus_oleraceus",171,1979,"fitter_2002",TRUE
"2505","Trifolium_pratense",145,1979,"fitter_2002",TRUE
"2506","Trifolium_repens",149,1979,"fitter_2002",TRUE
"2507","Ulmus_glabra",105,1979,"fitter_2002",TRUE
"2508","Viola_odorata",103,1979,"fitter_2002",TRUE
"2509","Anagallis_arvensis",169.5355191,1980,"fitter_2002",TRUE
"2510","Antirrhinum_majus",143.6065574,1980,"fitter_2002",TRUE
"2511","Arabidopsis_thaliana",65.81967213,1980,"fitter_2002",TRUE
"2512","Arctium_lappa",223.3879781,1980,"fitter_2002",TRUE
"2513","Briza_media",144.6038251,1980,"fitter_2002",FALSE
"2514","Calluna_vulgaris",172.5273224,1980,"fitter_2002",TRUE
"2515","Chenopodium_album",182.5,1980,"fitter_2002",TRUE
"2516","Deschampsia_cespitosa",158.5655738,1980,"fitter_2002",TRUE
"2517","Deschampsia_flexuosa",137.6229508,1980,"fitter_2002",TRUE
"2518","Digitalis_purpurea",156.5710383,1980,"fitter_2002",TRUE
"2519","Geum_urbanum",142.6092896,1980,"fitter_2002",FALSE
"2520","Lactuca_serriola",203.442623,1980,"fitter_2002",TRUE
"2521","Lunaria_annua",107.704918,1980,"fitter_2002",TRUE
"2522","Papaver_somniferum",184.4945355,1980,"fitter_2002",TRUE
"2523","Plantago_lanceolata",111.6939891,1980,"fitter_2002",TRUE
"2524","Poa_trivialis",138.6202186,1980,"fitter_2002",FALSE
"2525","Pyrus_communis",104.7131148,1980,"fitter_2002",FALSE
"2526","Ranunculus_ficaria",53.85245902,1980,"fitter_2002",FALSE
"2527","Ribes_rubrum",108.7021858,1980,"fitter_2002",TRUE
"2528","Rubus_idaeus",156.5710383,1980,"fitter_2002",TRUE
"2529","Rumex_acetosella",138.6202186,1980,"fitter_2002",TRUE
"2530","Scrophularia_vernalis",106.7076503,1980,"fitter_2002",FALSE
"2531","Silene_dioica",136.6256831,1980,"fitter_2002",FALSE
"2532","Silene_latifolia",134.6311475,1980,"fitter_2002",TRUE
"2533","Sinapis_alba",137.6229508,1980,"fitter_2002",TRUE
"2534","Solidago_canadensis",198.4562842,1980,"fitter_2002",TRUE
"2535","Sonchus_oleraceus",141.6120219,1980,"fitter_2002",TRUE
"2536","Trifolium_pratense",137.6229508,1980,"fitter_2002",TRUE
"2537","Trifolium_repens",133.6338798,1980,"fitter_2002",TRUE
"2538","Ulmus_glabra",74.79508197,1980,"fitter_2002",TRUE
"2539","Viola_odorata",68.81147541,1980,"fitter_2002",TRUE
"2540","Anagallis_arvensis",178,1981,"fitter_2002",TRUE
"2541","Antirrhinum_majus",146,1981,"fitter_2002",TRUE
"2542","Arabidopsis_thaliana",79,1981,"fitter_2002",TRUE
"2543","Aster_novi-belgii",224,1981,"fitter_2002",TRUE
"2544","Briza_media",140,1981,"fitter_2002",FALSE
"2545","Calluna_vulgaris",183,1981,"fitter_2002",TRUE
"2546","Chenopodium_album",206,1981,"fitter_2002",TRUE
"2547","Deschampsia_cespitosa",161,1981,"fitter_2002",TRUE
"2548","Deschampsia_flexuosa",142,1981,"fitter_2002",TRUE
"2549","Digitalis_purpurea",161,1981,"fitter_2002",TRUE
"2550","Epilobium_parviflorum",191,1981,"fitter_2002",TRUE
"2551","Geum_urbanum",135,1981,"fitter_2002",FALSE
"2552","Lactuca_serriola",216,1981,"fitter_2002",TRUE
"2553","Lunaria_annua",106,1981,"fitter_2002",TRUE
"2554","Pastinaca_sativa",173,1981,"fitter_2002",FALSE
"2555","Plantago_lanceolata",112,1981,"fitter_2002",TRUE
"2556","Poa_trivialis",133,1981,"fitter_2002",FALSE
"2557","Pyrus_communis",93,1981,"fitter_2002",FALSE
"2558","Ranunculus_ficaria",60,1981,"fitter_2002",FALSE
"2559","Ribes_rubrum",112,1981,"fitter_2002",TRUE
"2560","Rubus_idaeus",143,1981,"fitter_2002",TRUE
"2561","Rumex_acetosella",140,1981,"fitter_2002",TRUE
"2562","Silene_dioica",108,1981,"fitter_2002",FALSE
"2563","Sinapis_alba",148,1981,"fitter_2002",TRUE
"2564","Solidago_canadensis",210,1981,"fitter_2002",TRUE
"2565","Sonchus_oleraceus",128,1981,"fitter_2002",TRUE
"2566","Trifolium_pratense",136,1981,"fitter_2002",TRUE
"2567","Trifolium_repens",131,1981,"fitter_2002",TRUE
"2568","Ulmus_glabra",72,1981,"fitter_2002",TRUE
"2569","Viola_odorata",64,1981,"fitter_2002",TRUE
"2570","Anagallis_arvensis",135,1982,"fitter_2002",TRUE
"2571","Antirrhinum_majus",154,1982,"fitter_2002",TRUE
"2572","Arabidopsis_thaliana",51,1982,"fitter_2002",TRUE
"2573","Aster_novi-belgii",229,1982,"fitter_2002",TRUE
"2574","Briza_media",144,1982,"fitter_2002",FALSE
"2575","Calluna_vulgaris",180,1982,"fitter_2002",TRUE
"2576","Chenopodium_album",169,1982,"fitter_2002",TRUE
"2577","Cichorium_intybus",171,1982,"fitter_2002",TRUE
"2578","Deschampsia_cespitosa",163,1982,"fitter_2002",TRUE
"2579","Deschampsia_flexuosa",141,1982,"fitter_2002",TRUE
"2580","Digitalis_purpurea",153,1982,"fitter_2002",TRUE
"2581","Epilobium_parviflorum",206,1982,"fitter_2002",TRUE
"2582","Geum_urbanum",142,1982,"fitter_2002",FALSE
"2583","Lactuca_serriola",208,1982,"fitter_2002",TRUE
"2584","Lunaria_annua",99,1982,"fitter_2002",TRUE
"2585","Myosotis_scorpioides",156,1982,"fitter_2002",FALSE
"2586","Pastinaca_sativa",150,1982,"fitter_2002",FALSE
"2587","Plantago_lanceolata",106,1982,"fitter_2002",TRUE
"2588","Poa_trivialis",138,1982,"fitter_2002",FALSE
"2589","Pyrus_communis",107,1982,"fitter_2002",FALSE
"2590","Ranunculus_ficaria",52,1982,"fitter_2002",FALSE
"2591","Ribes_nigrum",113,1982,"fitter_2002",TRUE
"2592","Ribes_rubrum",100,1982,"fitter_2002",TRUE
"2593","Rubus_idaeus",140,1982,"fitter_2002",TRUE
"2594","Rumex_acetosella",140,1982,"fitter_2002",TRUE
"2595","Scrophularia_vernalis",106,1982,"fitter_2002",FALSE
"2596","Silene_dioica",126,1982,"fitter_2002",FALSE
"2597","Silene_latifolia",142,1982,"fitter_2002",TRUE
"2598","Sinapis_alba",109,1982,"fitter_2002",TRUE
"2599","Solidago_canadensis",209,1982,"fitter_2002",TRUE
"2600","Sonchus_oleraceus",143,1982,"fitter_2002",TRUE
"2601","Trifolium_pratense",136,1982,"fitter_2002",TRUE
"2602","Trifolium_repens",138,1982,"fitter_2002",TRUE
"2603","Ulmus_glabra",92,1982,"fitter_2002",TRUE
"2604","Viola_odorata",65,1982,"fitter_2002",TRUE
"2605","Antirrhinum_majus",159,1983,"fitter_2002",TRUE
"2606","Arabidopsis_thaliana",81,1983,"fitter_2002",TRUE
"2607","Arctium_lappa",204,1983,"fitter_2002",TRUE
"2608","Aster_novi-belgii",216,1983,"fitter_2002",TRUE
"2609","Briza_media",156,1983,"fitter_2002",FALSE
"2610","Calluna_vulgaris",186,1983,"fitter_2002",TRUE
"2611","Chenopodium_album",188,1983,"fitter_2002",TRUE
"2612","Cichorium_intybus",204,1983,"fitter_2002",TRUE
"2613","Deschampsia_cespitosa",184,1983,"fitter_2002",TRUE
"2614","Deschampsia_flexuosa",137,1983,"fitter_2002",TRUE
"2615","Digitalis_purpurea",150,1983,"fitter_2002",TRUE
"2616","Geum_urbanum",147,1983,"fitter_2002",FALSE
"2617","Lactuca_serriola",199,1983,"fitter_2002",TRUE
"2618","Lunaria_annua",115,1983,"fitter_2002",TRUE
"2619","Papaver_somniferum",180,1983,"fitter_2002",TRUE
"2620","Plantago_lanceolata",126,1983,"fitter_2002",TRUE
"2621","Poa_trivialis",137,1983,"fitter_2002",FALSE
"2622","Ranunculus_ficaria",30,1983,"fitter_2002",FALSE
"2623","Ribes_rubrum",119,1983,"fitter_2002",TRUE
"2624","Rubus_idaeus",153,1983,"fitter_2002",TRUE
"2625","Rumex_acetosella",132,1983,"fitter_2002",TRUE
"2626","Silene_dioica",122,1983,"fitter_2002",FALSE
"2627","Silene_latifolia",138,1983,"fitter_2002",TRUE
"2628","Sinapis_alba",146,1983,"fitter_2002",TRUE
"2629","Solidago_canadensis",203,1983,"fitter_2002",TRUE
"2630","Sonchus_oleraceus",149,1983,"fitter_2002",TRUE
"2631","Trifolium_pratense",145,1983,"fitter_2002",TRUE
"2632","Trifolium_repens",137,1983,"fitter_2002",TRUE
"2633","Ulmus_glabra",78,1983,"fitter_2002",TRUE
"2634","Viola_odorata",30,1983,"fitter_2002",TRUE
"2635","Anagallis_arvensis",167.5409836,1984,"fitter_2002",TRUE
"2636","Antirrhinum_majus",121.6666667,1984,"fitter_2002",TRUE
"2637","Arabidopsis_thaliana",91.74863388,1984,"fitter_2002",TRUE
"2638","Aster_novi-belgii",211.420765,1984,"fitter_2002",TRUE
"2639","Briza_media",143.6065574,1984,"fitter_2002",FALSE
"2640","Calluna_vulgaris",199.4535519,1984,"fitter_2002",TRUE
"2641","Chenopodium_album",188.4836066,1984,"fitter_2002",TRUE
"2642","Deschampsia_cespitosa",174.5218579,1984,"fitter_2002",TRUE
"2643","Deschampsia_flexuosa",149.5901639,1984,"fitter_2002",TRUE
"2644","Digitalis_purpurea",165.5464481,1984,"fitter_2002",TRUE
"2645","Epilobium_parviflorum",192.4726776,1984,"fitter_2002",TRUE
"2646","Geum_urbanum",137.6229508,1984,"fitter_2002",FALSE
"2647","Lactuca_serriola",211.420765,1984,"fitter_2002",TRUE
"2648","Lunaria_annua",115.6830601,1984,"fitter_2002",TRUE
"2649","Myosotis_scorpioides",165.5464481,1984,"fitter_2002",FALSE
"2650","Papaver_somniferum",165.5464481,1984,"fitter_2002",TRUE
"2651","Plantago_lanceolata",118.6748634,1984,"fitter_2002",TRUE
"2652","Poa_trivialis",151.5846995,1984,"fitter_2002",FALSE
"2653","Pyrus_communis",115.6830601,1984,"fitter_2002",FALSE
"2654","Ranunculus_ficaria",70.80601093,1984,"fitter_2002",FALSE
"2655","Ribes_rubrum",116.6803279,1984,"fitter_2002",TRUE
"2656","Rubus_idaeus",160.5601093,1984,"fitter_2002",TRUE
"2657","Scrophularia_vernalis",116.6803279,1984,"fitter_2002",FALSE
"2658","Silene_dioica",118.6748634,1984,"fitter_2002",FALSE
"2659","Silene_latifolia",135.6284153,1984,"fitter_2002",TRUE
"2660","Sinapis_alba",145.6010929,1984,"fitter_2002",TRUE
"2661","Solidago_canadensis",214.4125683,1984,"fitter_2002",TRUE
"2662","Sonchus_oleraceus",128.647541,1984,"fitter_2002",TRUE
"2663","Trifolium_pratense",137.6229508,1984,"fitter_2002",TRUE
"2664","Trifolium_repens",155.5737705,1984,"fitter_2002",TRUE
"2665","Ulmus_glabra",97.73224044,1984,"fitter_2002",TRUE
"2666","Viola_odorata",81.77595628,1984,"fitter_2002",TRUE
"2667","Anagallis_arvensis",167,1985,"fitter_2002",TRUE
"2668","Antirrhinum_majus",154,1985,"fitter_2002",TRUE
"2669","Arabidopsis_thaliana",101,1985,"fitter_2002",TRUE
"2670","Arctium_lappa",221,1985,"fitter_2002",TRUE
"2671","Aster_novi-belgii",212,1985,"fitter_2002",TRUE
"2672","Briza_media",152,1985,"fitter_2002",FALSE
"2673","Calluna_vulgaris",207,1985,"fitter_2002",TRUE
"2674","Chenopodium_album",186,1985,"fitter_2002",TRUE
"2675","Deschampsia_cespitosa",159,1985,"fitter_2002",TRUE
"2676","Deschampsia_flexuosa",144,1985,"fitter_2002",TRUE
"2677","Digitalis_purpurea",164,1985,"fitter_2002",TRUE
"2678","Epilobium_parviflorum",192,1985,"fitter_2002",TRUE
"2679","Geum_urbanum",146,1985,"fitter_2002",FALSE
"2680","Lactuca_serriola",212,1985,"fitter_2002",TRUE
"2681","Lunaria_annua",104,1985,"fitter_2002",TRUE
"2682","Myosotis_scorpioides",166,1985,"fitter_2002",FALSE
"2683","Papaver_somniferum",186,1985,"fitter_2002",TRUE
"2684","Pastinaca_sativa",188,1985,"fitter_2002",FALSE
"2685","Plantago_lanceolata",130,1985,"fitter_2002",TRUE
"2686","Poa_trivialis",137,1985,"fitter_2002",FALSE
"2687","Pyrus_communis",104,1985,"fitter_2002",FALSE
"2688","Ranunculus_ficaria",60,1985,"fitter_2002",FALSE
"2689","Ribes_nigrum",115,1985,"fitter_2002",TRUE
"2690","Ribes_rubrum",120,1985,"fitter_2002",TRUE
"2691","Rubus_idaeus",144,1985,"fitter_2002",TRUE
"2692","Silene_dioica",130,1985,"fitter_2002",FALSE
"2693","Silene_latifolia",146,1985,"fitter_2002",TRUE
"2694","Sinapis_alba",145,1985,"fitter_2002",TRUE
"2695","Solidago_canadensis",211,1985,"fitter_2002",TRUE
"2696","Sonchus_oleraceus",165,1985,"fitter_2002",TRUE
"2697","Trifolium_repens",142,1985,"fitter_2002",TRUE
"2698","Viola_odorata",88,1985,"fitter_2002",TRUE
"2699","Antirrhinum_majus",168,1986,"fitter_2002",TRUE
"2700","Arctium_lappa",217,1986,"fitter_2002",TRUE
"2701","Aster_novi-belgii",202,1986,"fitter_2002",TRUE
"2702","Briza_media",160,1986,"fitter_2002",FALSE
"2703","Calluna_vulgaris",204,1986,"fitter_2002",TRUE
"2704","Chenopodium_album",179,1986,"fitter_2002",TRUE
"2705","Deschampsia_cespitosa",163,1986,"fitter_2002",TRUE
"2706","Deschampsia_flexuosa",152,1986,"fitter_2002",TRUE
"2707","Digitalis_purpurea",167,1986,"fitter_2002",TRUE
"2708","Epilobium_parviflorum",178,1986,"fitter_2002",TRUE
"2709","Lactuca_serriola",217,1986,"fitter_2002",TRUE
"2710","Lunaria_annua",120,1986,"fitter_2002",TRUE
"2711","Papaver_somniferum",194,1986,"fitter_2002",TRUE
"2712","Pastinaca_sativa",182,1986,"fitter_2002",FALSE
"2713","Plantago_lanceolata",134,1986,"fitter_2002",TRUE
"2714","Poa_trivialis",145,1986,"fitter_2002",FALSE
"2715","Ranunculus_ficaria",81,1986,"fitter_2002",FALSE
"2716","Ribes_nigrum",128,1986,"fitter_2002",TRUE
"2717","Ribes_rubrum",124,1986,"fitter_2002",TRUE
"2718","Rubus_idaeus",162,1986,"fitter_2002",TRUE
"2719","Rumex_acetosella",144,1986,"fitter_2002",TRUE
"2720","Scrophularia_vernalis",118,1986,"fitter_2002",FALSE
"2721","Silene_dioica",147,1986,"fitter_2002",FALSE
"2722","Silene_latifolia",148,1986,"fitter_2002",TRUE
"2723","Sinapis_alba",151,1986,"fitter_2002",TRUE
"2724","Solidago_canadensis",213,1986,"fitter_2002",TRUE
"2725","Sonchus_oleraceus",158,1986,"fitter_2002",TRUE
"2726","Trifolium_repens",141,1986,"fitter_2002",TRUE
"2727","Ulmus_glabra",115,1986,"fitter_2002",TRUE
"2728","Viola_odorata",90,1986,"fitter_2002",TRUE
"2729","Anagallis_arvensis",167,1987,"fitter_2002",TRUE
"2730","Antirrhinum_majus",150,1987,"fitter_2002",TRUE
"2731","Arabidopsis_thaliana",100,1987,"fitter_2002",TRUE
"2732","Arctium_lappa",226,1987,"fitter_2002",TRUE
"2733","Aster_novi-belgii",217,1987,"fitter_2002",TRUE
"2734","Briza_media",143,1987,"fitter_2002",FALSE
"2735","Calluna_vulgaris",193,1987,"fitter_2002",TRUE
"2736","Chenopodium_album",189,1987,"fitter_2002",TRUE
"2737","Deschampsia_cespitosa",170,1987,"fitter_2002",TRUE
"2738","Deschampsia_flexuosa",144,1987,"fitter_2002",TRUE
"2739","Digitalis_purpurea",162,1987,"fitter_2002",TRUE
"2740","Geum_urbanum",139,1987,"fitter_2002",FALSE
"2741","Lactuca_serriola",213,1987,"fitter_2002",TRUE
"2742","Lunaria_annua",98,1987,"fitter_2002",TRUE
"2743","Myosotis_scorpioides",158,1987,"fitter_2002",FALSE
"2744","Papaver_somniferum",189,1987,"fitter_2002",TRUE
"2745","Plantago_lanceolata",125,1987,"fitter_2002",TRUE
"2746","Poa_trivialis",146,1987,"fitter_2002",FALSE
"2747","Pyrus_communis",108,1987,"fitter_2002",FALSE
"2748","Ranunculus_ficaria",57,1987,"fitter_2002",FALSE
"2749","Ribes_nigrum",129,1987,"fitter_2002",TRUE
"2750","Rubus_idaeus",150,1987,"fitter_2002",TRUE
"2751","Rumex_acetosella",140,1987,"fitter_2002",TRUE
"2752","Silene_dioica",126,1987,"fitter_2002",FALSE
"2753","Silene_latifolia",128,1987,"fitter_2002",TRUE
"2754","Sinapis_alba",129,1987,"fitter_2002",TRUE
"2755","Solidago_canadensis",193,1987,"fitter_2002",TRUE
"2756","Sonchus_oleraceus",145,1987,"fitter_2002",TRUE
"2757","Trifolium_pratense",128,1987,"fitter_2002",TRUE
"2758","Trifolium_repens",148,1987,"fitter_2002",TRUE
"2759","Ulmus_glabra",94,1987,"fitter_2002",TRUE
"2760","Viola_odorata",88,1987,"fitter_2002",TRUE
"2761","Anagallis_arvensis",135.6284153,1988,"fitter_2002",TRUE
"2762","Antirrhinum_majus",161.557377,1988,"fitter_2002",TRUE
"2763","Arabidopsis_thaliana",85.76502732,1988,"fitter_2002",TRUE
"2764","Aster_novi-belgii",214.4125683,1988,"fitter_2002",TRUE
"2765","Briza_media",148.5928962,1988,"fitter_2002",FALSE
"2766","Calluna_vulgaris",184.4945355,1988,"fitter_2002",TRUE
"2767","Chenopodium_album",193.4699454,1988,"fitter_2002",TRUE
"2768","Cichorium_intybus",184.4945355,1988,"fitter_2002",TRUE
"2769","Deschampsia_cespitosa",176.5163934,1988,"fitter_2002",TRUE
"2770","Deschampsia_flexuosa",155.5737705,1988,"fitter_2002",TRUE
"2771","Digitalis_purpurea",163.5519126,1988,"fitter_2002",TRUE
"2772","Epilobium_parviflorum",182.5,1988,"fitter_2002",TRUE
"2773","Geum_urbanum",135.6284153,1988,"fitter_2002",FALSE
"2774","Lunaria_annua",106.7076503,1988,"fitter_2002",TRUE
"2775","Myosotis_scorpioides",168.5382514,1988,"fitter_2002",FALSE
"2776","Papaver_somniferum",188.4836066,1988,"fitter_2002",TRUE
"2777","Pastinaca_sativa",173.5245902,1988,"fitter_2002",FALSE
"2778","Plantago_lanceolata",114.6857923,1988,"fitter_2002",TRUE
"2779","Poa_trivialis",133.6338798,1988,"fitter_2002",FALSE
"2780","Pyrus_communis",114.6857923,1988,"fitter_2002",FALSE
"2781","Ranunculus_ficaria",42.88251366,1988,"fitter_2002",FALSE
"2782","Ribes_nigrum",135.6284153,1988,"fitter_2002",TRUE
"2783","Ribes_rubrum",107.704918,1988,"fitter_2002",TRUE
"2784","Rubus_idaeus",140.6147541,1988,"fitter_2002",TRUE
"2785","Rumex_acetosella",127.6502732,1988,"fitter_2002",TRUE
"2786","Scrophularia_vernalis",103.715847,1988,"fitter_2002",FALSE
"2787","Silene_dioica",114.6857923,1988,"fitter_2002",FALSE
"2788","Silene_latifolia",131.6393443,1988,"fitter_2002",TRUE
"2789","Sinapis_alba",108.7021858,1988,"fitter_2002",TRUE
"2790","Solidago_canadensis",201.4480874,1988,"fitter_2002",TRUE
"2791","Sonchus_oleraceus",113.6885246,1988,"fitter_2002",TRUE
"2792","Trifolium_repens",148.5928962,1988,"fitter_2002",TRUE
"2793","Ulmus_glabra",77.78688525,1988,"fitter_2002",TRUE
"2794","Viola_odorata",57.84153005,1988,"fitter_2002",TRUE
"2795","Anagallis_arvensis",147,1989,"fitter_2002",TRUE
"2796","Antirrhinum_majus",159,1989,"fitter_2002",TRUE
"2797","Arabidopsis_thaliana",54,1989,"fitter_2002",TRUE
"2798","Arctium_lappa",189,1989,"fitter_2002",TRUE
"2799","Aster_novi-belgii",201,1989,"fitter_2002",TRUE
"2800","Briza_media",142,1989,"fitter_2002",FALSE
"2801","Calluna_vulgaris",172,1989,"fitter_2002",TRUE
"2802","Cichorium_intybus",195,1989,"fitter_2002",TRUE
"2803","Deschampsia_cespitosa",166,1989,"fitter_2002",TRUE
"2804","Deschampsia_flexuosa",139,1989,"fitter_2002",TRUE
"2805","Digitalis_purpurea",148,1989,"fitter_2002",TRUE
"2806","Epilobium_parviflorum",189,1989,"fitter_2002",TRUE
"2807","Lactuca_serriola",189,1989,"fitter_2002",TRUE
"2808","Lunaria_annua",81,1989,"fitter_2002",TRUE
"2809","Myosotis_scorpioides",171,1989,"fitter_2002",FALSE
"2810","Pastinaca_sativa",149,1989,"fitter_2002",FALSE
"2811","Plantago_lanceolata",112,1989,"fitter_2002",TRUE
"2812","Poa_trivialis",138,1989,"fitter_2002",FALSE
"2813","Pyrus_communis",93,1989,"fitter_2002",FALSE
"2814","Ribes_nigrum",104,1989,"fitter_2002",TRUE
"2815","Ribes_rubrum",111,1989,"fitter_2002",TRUE
"2816","Rubus_idaeus",140,1989,"fitter_2002",TRUE
"2817","Rumex_acetosella",130,1989,"fitter_2002",TRUE
"2818","Scrophularia_vernalis",78,1989,"fitter_2002",FALSE
"2819","Silene_dioica",89,1989,"fitter_2002",FALSE
"2820","Silene_latifolia",126,1989,"fitter_2002",TRUE
"2821","Sinapis_alba",112,1989,"fitter_2002",TRUE
"2822","Solidago_canadensis",193,1989,"fitter_2002",TRUE
"2823","Sonchus_oleraceus",118,1989,"fitter_2002",TRUE
"2824","Trifolium_repens",138,1989,"fitter_2002",TRUE
"2825","Ulmus_glabra",65,1989,"fitter_2002",TRUE
"2826","Viola_odorata",36,1989,"fitter_2002",TRUE
"2827","Anagallis_arvensis",125,1990,"fitter_2002",TRUE
"2828","Arabidopsis_thaliana",70,1990,"fitter_2002",TRUE
"2829","Briza_media",145,1990,"fitter_2002",FALSE
"2830","Calluna_vulgaris",177,1990,"fitter_2002",TRUE
"2831","Chenopodium_album",201,1990,"fitter_2002",TRUE
"2832","Cichorium_intybus",197,1990,"fitter_2002",TRUE
"2833","Deschampsia_cespitosa",159,1990,"fitter_2002",TRUE
"2834","Deschampsia_flexuosa",137,1990,"fitter_2002",TRUE
"2835","Digitalis_purpurea",137,1990,"fitter_2002",TRUE
