"","species","doy","year","source","photoperiod_sensitive"
"1142","Anagallis_arvensis",168,1987,"uknc",TRUE
"1143","Solidago_canadensis",194,1987,"uknc",TRUE
"1144","Silene_latifolia",129,1987,"uknc",TRUE
"1145","Lactuca_serriola",214,1987,"uknc",TRUE
"1146","Silene_dioica",127,1987,"uknc",FALSE
"1147","Sinapis_alba",130,1987,"uknc",TRUE
"1148","Arctium_lappa",227,1987,"uknc",TRUE
"1149","Sonchus_oleraceus",146,1987,"uknc",TRUE
"1150","Arrhenatherum_elatius",151,1987,"uknc",FALSE
"1151","Chenopodium_album",190,1987,"uknc",TRUE
"1152","Arabidopsis_thaliana",101,1987,"uknc",TRUE
"1153","Antirrhinum_majus",151,1987,"uknc",TRUE
"1154","Calluna_vulgaris",194,1987,"uknc",TRUE
"1155","Poa_pratensis",126,1987,"uknc",TRUE
"1156","Plantago_lanceolata",126,1987,"uknc",TRUE
"1157","Cynosurus_cristatus",156,1987,"uknc",FALSE
"1158","Deschampsia_flexuosa",145,1987,"uknc",TRUE
"1159","Myosotis_scorpioides",159,1987,"uknc",FALSE
"1160","Briza_media",144,1987,"uknc",FALSE
"1161","Poa_nemoralis",141,1987,"uknc",FALSE
"1162","Trifolium_pratense",129,1987,"uknc",TRUE
"1163","Deschampsia_cespitosa",171,1987,"uknc",TRUE
"1164","Viola_odorata",89,1987,"uknc",TRUE
"1165","Festuca_pratensis",155,1987,"uknc",FALSE
"1166","Festuca_rubra",127,1987,"uknc",FALSE
"1167","Festuca_arundinacea",145,1987,"uknc",TRUE
"1168","Poa_trivialis",147,1987,"uknc",FALSE
"1169","Papaver_somniferum",190,1987,"uknc",TRUE
"1170","Ribes_nigrum",130,1987,"uknc",TRUE
"1171","Alopecurus_pratensis",96.73497268,1988,"uknc",TRUE
"1172","Rubus_idaeus",140.6147541,1988,"uknc",TRUE
"1173","Cichorium_intybus",184.4945355,1988,"uknc",TRUE
"1174","Rumex_acetosella",127.6502732,1988,"uknc",TRUE
"1175","Phleum_pratense",176.5163934,1988,"uknc",TRUE
"1176","Lunaria_annua",106.7076503,1988,"uknc",TRUE
"1177","Ribes_rubrum",107.704918,1988,"uknc",TRUE
"1178","Brachypodium_pinnatum",148.5928962,1988,"uknc",FALSE
"1179","Geum_urbanum",135.6284153,1988,"uknc",FALSE
"1180","Digitalis_purpurea",163.5519126,1988,"uknc",TRUE
"1181","Ulmus_glabra",77.78688525,1988,"uknc",TRUE
"1182","Trifolium_repens",148.5928962,1988,"uknc",TRUE
"1183","Scrophularia_vernalis",103.715847,1988,"uknc",FALSE
"1184","Silene_latifolia",131.6393443,1988,"uknc",TRUE
"1185","Pastinaca_sativa",173.5245902,1988,"uknc",FALSE
"1186","Solidago_canadensis",201.4480874,1988,"uknc",TRUE
"1187","Silene_dioica",114.6857923,1988,"uknc",FALSE
"1188","Sinapis_alba",108.7021858,1988,"uknc",TRUE
"1189","Sonchus_oleraceus",113.6885246,1988,"uknc",TRUE
"1190","Chenopodium_album",193.4699454,1988,"uknc",TRUE
"1191","Antirrhinum_majus",161.557377,1988,"uknc",TRUE
"1192","Arabidopsis_thaliana",85.76502732,1988,"uknc",TRUE
"1193","Aster_novi-belgii",214.4125683,1988,"uknc",TRUE
"1194","Arrhenatherum_elatius",150.5874317,1988,"uknc",FALSE
"1195","Calluna_vulgaris",184.4945355,1988,"uknc",TRUE
"1196","Avena_sativa",161.557377,1988,"uknc",TRUE
"1197","Poa_pratensis",96.73497268,1988,"uknc",TRUE
"1198","Plantago_lanceolata",114.6857923,1988,"uknc",TRUE
"1199","Cynosurus_cristatus",142.6092896,1988,"uknc",FALSE
"1200","Deschampsia_flexuosa",155.5737705,1988,"uknc",TRUE
"1201","Epilobium_parviflorum",182.5,1988,"uknc",TRUE
"1202","Myosotis_scorpioides",168.5382514,1988,"uknc",FALSE
"1203","Briza_media",148.5928962,1988,"uknc",FALSE
"1204","Poa_nemoralis",135.6284153,1988,"uknc",FALSE
"1205","Deschampsia_cespitosa",176.5163934,1988,"uknc",TRUE
"1206","Viola_odorata",57.84153005,1988,"uknc",TRUE
"1207","Festuca_pratensis",162.5546448,1988,"uknc",FALSE
"1208","Festuca_rubra",116.6803279,1988,"uknc",FALSE
"1209","Festuca_arundinacea",120.6693989,1988,"uknc",TRUE
"1210","Poa_trivialis",133.6338798,1988,"uknc",FALSE
"1211","Papaver_somniferum",188.4836066,1988,"uknc",TRUE
"1212","Ribes_nigrum",135.6284153,1988,"uknc",TRUE
"1213","Syringa_vulgaris",126,1989,"uknc",FALSE
"1214","Alopecurus_pratensis",92,1989,"uknc",TRUE
"1215","Rubus_idaeus",141,1989,"uknc",TRUE
"1216","Cichorium_intybus",196,1989,"uknc",TRUE
"1217","Ilex_aquifolium",140,1989,"uknc",FALSE
"1218","Rumex_acetosella",131,1989,"uknc",TRUE
"1219","Phleum_pratense",170,1989,"uknc",TRUE
"1220","Lunaria_annua",82,1989,"uknc",TRUE
"1221","Ribes_rubrum",112,1989,"uknc",TRUE
"1222","Brachypodium_pinnatum",173,1989,"uknc",FALSE
"1223","Ulmus_glabra",66,1989,"uknc",TRUE
"1224","Trifolium_repens",139,1989,"uknc",TRUE
"1225","Scrophularia_vernalis",79,1989,"uknc",FALSE
"1226","Silene_latifolia",127,1989,"uknc",TRUE
"1227","Pastinaca_sativa",150,1989,"uknc",FALSE
"1228","Solidago_canadensis",194,1989,"uknc",TRUE
"1229","Lactuca_serriola",190,1989,"uknc",TRUE
"1230","Silene_dioica",90,1989,"uknc",FALSE
"1231","Sinapis_alba",113,1989,"uknc",TRUE
"1232","Arctium_lappa",190,1989,"uknc",TRUE
"1233","Sonchus_oleraceus",119,1989,"uknc",TRUE
"1234","Antirrhinum_majus",160,1989,"uknc",TRUE
"1235","Arabidopsis_thaliana",54,1989,"uknc",TRUE
"1236","Aster_novi-belgii",202,1989,"uknc",TRUE
"1237","Arrhenatherum_elatius",150,1989,"uknc",FALSE
"1238","Calluna_vulgaris",173,1989,"uknc",TRUE
"1239","Poa_pratensis",116,1989,"uknc",TRUE
"1240","Plantago_lanceolata",113,1989,"uknc",TRUE
"1241","Cynosurus_cristatus",143,1989,"uknc",FALSE
"1242","Deschampsia_flexuosa",140,1989,"uknc",TRUE
"1243","Epilobium_parviflorum",190,1989,"uknc",TRUE
"1244","Myosotis_scorpioides",172,1989,"uknc",FALSE
"1245","Briza_media",143,1989,"uknc",FALSE
"1246","Poa_nemoralis",130,1989,"uknc",FALSE
"1247","Deschampsia_cespitosa",167,1989,"uknc",TRUE
"1248","Viola_odorata",36,1989,"uknc",TRUE
"1249","Festuca_pratensis",148,1989,"uknc",FALSE
"1250","Festuca_arundinacea",121,1989,"uknc",TRUE
"1251","Poa_trivialis",139,1989,"uknc",FALSE
"1252","Ribes_nigrum",105,1989,"uknc",TRUE
"1253","Dactylis_glomerata",40,1989,"uknc",TRUE
"1254","Syringa_vulgaris",126,1990,"uknc",FALSE
"1255","Aster_novi-belgii",271,1990,"uknc",TRUE
"1256","Rubus_idaeus",124,1990,"uknc",TRUE
"1257","Alopecurus_pratensis",86,1990,"uknc",TRUE
"1258","Ilex_aquifolium",127,1990,"uknc",FALSE
"1259","Cichorium_intybus",198,1990,"uknc",TRUE
"1260","Phleum_pratense",162,1990,"uknc",TRUE
"1261","Lunaria_annua",95,1990,"uknc",TRUE
"1262","Ribes_rubrum",98,1990,"uknc",TRUE
"1263","Geum_urbanum",122,1990,"uknc",FALSE
"1264","Trifolium_repens",139,1990,"uknc",TRUE
"1265","Scrophularia_vernalis",99,1990,"uknc",FALSE
"1266","Solidago_canadensis",198,1990,"uknc",TRUE
"1267","Lactuca_serriola",198,1990,"uknc",TRUE
"1268","Silene_dioica",85,1990,"uknc",FALSE
"1269","Sonchus_oleraceus",116,1990,"uknc",TRUE
"1270","Chenopodium_album",202,1990,"uknc",TRUE
"1271","Sinapis_alba",101,1990,"uknc",TRUE
"1272","Arabidopsis_thaliana",71,1990,"uknc",TRUE
"1273","Arrhenatherum_elatius",120,1990,"uknc",FALSE
"1274","Calluna_vulgaris",178,1990,"uknc",TRUE
"1275","Poa_pratensis",93,1990,"uknc",TRUE
"1276","Plantago_lanceolata",90,1990,"uknc",TRUE
"1277","Cynosurus_cristatus",145,1990,"uknc",FALSE
"1278","Deschampsia_flexuosa",138,1990,"uknc",TRUE
"1279","Briza_media",146,1990,"uknc",FALSE
"1280","Poa_nemoralis",130,1990,"uknc",FALSE
"1281","Deschampsia_cespitosa",160,1990,"uknc",TRUE
"1282","Viola_odorata",48,1990,"uknc",TRUE
"1283","Festuca_pratensis",169,1990,"uknc",FALSE
"1284","Festuca_rubra",127,1990,"uknc",FALSE
"1285","Festuca_arundinacea",118,1990,"uknc",TRUE
"1286","Poa_trivialis",133,1990,"uknc",FALSE
"1287","Papaver_somniferum",151,1990,"uknc",TRUE
"1288","Ribes_nigrum",93,1990,"uknc",TRUE
"1289","Aster_novi-belgii",263,1991,"uknc",TRUE
"1290","Holcus_lanatus",167,1991,"uknc",FALSE
"1291","Rubus_idaeus",148,1991,"uknc",TRUE
"1292","Ilex_aquifolium",143,1991,"uknc",FALSE
"1293","Cichorium_intybus",199,1991,"uknc",TRUE
"1294","Phleum_pratense",188,1991,"uknc",TRUE
"1295","Lunaria_annua",86,1991,"uknc",TRUE
"1296","Ribes_rubrum",104,1991,"uknc",TRUE
"1297","Geum_urbanum",137,1991,"uknc",FALSE
"1298","Ulmus_glabra",79,1991,"uknc",TRUE
"1299","Scrophularia_vernalis",101,1991,"uknc",FALSE
"1300","Solidago_canadensis",215,1991,"uknc",TRUE
"1301","Lactuca_serriola",203,1991,"uknc",TRUE
"1302","Silene_dioica",126,1991,"uknc",FALSE
"1303","Chenopodium_album",194,1991,"uknc",TRUE
"1304","Sinapis_alba",127,1991,"uknc",TRUE
"1305","Arrhenatherum_elatius",154,1991,"uknc",FALSE
"1306","Poa_pratensis",127,1991,"uknc",TRUE
"1307","Plantago_lanceolata",132,1991,"uknc",TRUE
"1308","Deschampsia_flexuosa",152,1991,"uknc",TRUE
"1309","Briza_media",147,1991,"uknc",FALSE
"1310","Poa_nemoralis",145,1991,"uknc",FALSE
"1311","Trifolium_pratense",141,1991,"uknc",TRUE
"1312","Festuca_pratensis",159,1991,"uknc",FALSE
"1313","Festuca_rubra",119,1991,"uknc",FALSE
"1314","Festuca_arundinacea",133,1991,"uknc",TRUE
"1315","Viola_odorata",78,1991,"uknc",TRUE
"1316","Poa_trivialis",147,1991,"uknc",FALSE
"1317","Papaver_somniferum",174,1991,"uknc",TRUE
"1318","Ribes_nigrum",105,1991,"uknc",TRUE
"1319","Syringa_vulgaris",130.6420765,1992,"uknc",FALSE
"1320","Silene_dioica",174.5218579,1992,"uknc",FALSE
"1321","Plantago_lanceolata",141.6120219,1992,"uknc",TRUE
"1322","Dactylis_glomerata",158.5655738,1992,"uknc",TRUE
"1323","Alopecurus_pratensis",110.6967213,1992,"uknc",TRUE
"1324","Rubus_idaeus",153.579235,1992,"uknc",TRUE
"1325","Phleum_pratense",158.5655738,1992,"uknc",TRUE
"1326","Lunaria_annua",99.72677596,1992,"uknc",TRUE
"1327","Ribes_rubrum",108.7021858,1992,"uknc",TRUE
"1328","Geum_urbanum",135.6284153,1992,"uknc",FALSE
"1329","Scrophularia_vernalis",93.7431694,1992,"uknc",FALSE
"1330","Solidago_canadensis",189.4808743,1992,"uknc",TRUE
"1331","Pastinaca_sativa",174.5218579,1992,"uknc",FALSE
"1332","Lactuca_serriola",189.4808743,1992,"uknc",TRUE
"1333","Arctium_lappa",186.489071,1992,"uknc",TRUE
"1334","Sonchus_oleraceus",120.6693989,1992,"uknc",TRUE
"1335","Sinapis_alba",137.6229508,1992,"uknc",TRUE
"1336","Arrhenatherum_elatius",126.6530055,1992,"uknc",FALSE
"1337","Calluna_vulgaris",209.4262295,1992,"uknc",TRUE
"1338","Avena_sativa",183.4972678,1992,"uknc",TRUE
"1339","Poa_pratensis",110.6967213,1992,"uknc",TRUE
"1340","Cynosurus_cristatus",144.6038251,1992,"uknc",FALSE
"1341","Deschampsia_flexuosa",136.6256831,1992,"uknc",TRUE
"1342","Epilobium_parviflorum",181.5027322,1992,"uknc",TRUE
"1343","Myosotis_scorpioides",158.5655738,1992,"uknc",FALSE
"1344","Poa_nemoralis",130.6420765,1992,"uknc",FALSE
"1345","Festuca_pratensis",158.5655738,1992,"uknc",FALSE
"1346","Festuca_rubra",135.6284153,1992,"uknc",FALSE
"1347","Festuca_arundinacea",110.6967213,1992,"uknc",TRUE
"1348","Poa_trivialis",139.6174863,1992,"uknc",FALSE
"1349","Papaver_somniferum",154.5765027,1992,"uknc",TRUE
"1350","Syringa_vulgaris",123,1993,"uknc",FALSE
"1351","Trifolium_repens",156,1993,"uknc",TRUE
"1352","Plantago_lanceolata",108,1993,"uknc",TRUE
"1353","Trifolium_pratense",156,1993,"uknc",TRUE
"1354","Holcus_lanatus",179,1993,"uknc",FALSE
"1355","Dactylis_glomerata",179,1993,"uknc",TRUE
"1356","Alopecurus_pratensis",99,1993,"uknc",TRUE
"1357","Rubus_idaeus",145,1993,"uknc",TRUE
"1358","Silene_dioica",149,1993,"uknc",FALSE
"1359","Ilex_aquifolium",130,1993,"uknc",FALSE
"1360","Ribes_rubrum",103,1993,"uknc",TRUE
"1361","Brachypodium_pinnatum",169,1993,"uknc",FALSE
"1362","Geum_urbanum",103,1993,"uknc",FALSE
"1363","Ulmus_glabra",77,1993,"uknc",TRUE
"1364","Scrophularia_vernalis",89,1993,"uknc",FALSE
"1365","Pastinaca_sativa",169,1993,"uknc",FALSE
"1366","Solidago_canadensis",201,1993,"uknc",TRUE
"1367","Arctium_lappa",208,1993,"uknc",TRUE
"1368","Sinapis_alba",116,1993,"uknc",TRUE
"1369","Avena_sativa",161,1993,"uknc",TRUE
"1370","Antirrhinum_majus",143,1993,"uknc",TRUE
"1371","Arabidopsis_thaliana",75,1993,"uknc",TRUE
"1372","Aster_novi-belgii",210,1993,"uknc",TRUE
"1373","Arrhenatherum_elatius",145,1993,"uknc",FALSE
"1374","Calluna_vulgaris",184,1993,"uknc",TRUE
"1375","Briza_media",157,1993,"uknc",FALSE
"1376","Poa_pratensis",126,1993,"uknc",TRUE
"1377","Cynosurus_cristatus",146,1993,"uknc",FALSE
"1378","Deschampsia_flexuosa",134,1993,"uknc",TRUE
"1379","Epilobium_parviflorum",193,1993,"uknc",TRUE
"1380","Poa_nemoralis",143,1993,"uknc",FALSE
"1381","Festuca_rubra",134,1993,"uknc",FALSE
"1382","Festuca_arundinacea",121,1993,"uknc",TRUE
"1383","Poa_trivialis",143,1993,"uknc",FALSE
"1384","Ribes_nigrum",115,1993,"uknc",TRUE
"1385","Syringa_vulgaris",123,1994,"uknc",FALSE
"1386","Alopecurus_pratensis",93,1994,"uknc",TRUE
"1387","Rubus_idaeus",154,1994,"uknc",TRUE
"1388","Chenopodium_album",156,1994,"uknc",TRUE
"1389","Trifolium_pratense",152,1994,"uknc",TRUE
"1390","Plantago_lanceolata",120,1994,"uknc",TRUE
"1391","Ilex_aquifolium",131,1994,"uknc",FALSE
"1392","Cichorium_intybus",169,1994,"uknc",TRUE
"1393","Phleum_pratense",122,1994,"uknc",TRUE
"1394","Ribes_rubrum",89,1994,"uknc",TRUE
"1395","Brachypodium_pinnatum",162,1994,"uknc",FALSE
"1396","Ulmus_glabra",77,1994,"uknc",TRUE
"1397","Anagallis_arvensis",163,1994,"uknc",TRUE
"1398","Pastinaca_sativa",163,1994,"uknc",FALSE
"1399","Solidago_canadensis",202,1994,"uknc",TRUE
"1400","Arctium_lappa",220,1994,"uknc",TRUE
"1401","Sonchus_oleraceus",131,1994,"uknc",TRUE
"1402","Sinapis_alba",118,1994,"uknc",TRUE
"1403","Antirrhinum_majus",163,1994,"uknc",TRUE
"1404","Arabidopsis_thaliana",70,1994,"uknc",TRUE
"1405","Arrhenatherum_elatius",118,1994,"uknc",FALSE
"1406","Calluna_vulgaris",205,1994,"uknc",TRUE
"1407","Avena_sativa",187,1994,"uknc",TRUE
"1408","Poa_pratensis",103,1994,"uknc",TRUE
"1409","Epilobium_parviflorum",191,1994,"uknc",TRUE
"1410","Deschampsia_flexuosa",149,1994,"uknc",TRUE
"1411","Briza_media",148,1994,"uknc",FALSE
"1412","Poa_nemoralis",145,1994,"uknc",FALSE
"1413","Festuca_pratensis",168,1994,"uknc",FALSE
"1414","Festuca_rubra",129,1994,"uknc",FALSE
"1415","Festuca_arundinacea",114,1994,"uknc",TRUE
"1416","Poa_trivialis",132,1994,"uknc",FALSE
"1417","Papaver_somniferum",163,1994,"uknc",TRUE
"1418","Ribes_nigrum",108,1994,"uknc",TRUE
"1419","Aster_novi-belgii",266,1995,"uknc",TRUE
"1420","Alopecurus_pratensis",96,1995,"uknc",TRUE
"1421","Rubus_idaeus",144,1995,"uknc",TRUE
"1422","Anagallis_arvensis",201,1995,"uknc",TRUE
"1423","Plantago_lanceolata",128,1995,"uknc",TRUE
"1424","Ribes_rubrum",98,1995,"uknc",TRUE
"1425","Scrophularia_vernalis",121,1995,"uknc",FALSE
"1426","Arctium_lappa",219,1995,"uknc",TRUE
"1427","Sonchus_oleraceus",128,1995,"uknc",TRUE
"1428","Arrhenatherum_elatius",133,1995,"uknc",FALSE
"1429","Calluna_vulgaris",197,1995,"uknc",TRUE
"1430","Avena_sativa",159,1995,"uknc",TRUE
"1431","Poa_pratensis",122,1995,"uknc",TRUE
"1432","Cynosurus_cristatus",156,1995,"uknc",FALSE
"1433","Epilobium_parviflorum",200,1995,"uknc",TRUE
"1434","Deschampsia_flexuosa",142,1995,"uknc",TRUE
"1435","Myosotis_scorpioides",175,1995,"uknc",FALSE
"1436","Briza_media",147,1995,"uknc",FALSE
"1437","Poa_nemoralis",129,1995,"uknc",FALSE
"1438","Deschampsia_cespitosa",170,1995,"uknc",TRUE
"1439","Festuca_rubra",120,1995,"uknc",FALSE
"1440","Festuca_arundinacea",119,1995,"uknc",TRUE
"1441","Poa_trivialis",128,1995,"uknc",FALSE
"1442","Papaver_somniferum",179,1995,"uknc",TRUE
"1443","Syringa_vulgaris",143.6065574,1996,"uknc",FALSE
"1444","Lunaria_annua",114.6857923,1996,"uknc",TRUE
"1445","Trifolium_repens",161.557377,1996,"uknc",TRUE
"1446","Rumex_acetosella",160.5601093,1996,"uknc",TRUE
"1447","Rubus_idaeus",159.5628415,1996,"uknc",TRUE
"1448","Arabidopsis_thaliana",142.6092896,1996,"uknc",TRUE
"1449","Anagallis_arvensis",190.4781421,1996,"uknc",TRUE
"1450","Trifolium_pratense",161.557377,1996,"uknc",TRUE
"1451","Phleum_pratense",170.5327869,1996,"uknc",TRUE
"1452","Ribes_rubrum",112.6912568,1996,"uknc",TRUE
"1453","Ulmus_glabra",106.7076503,1996,"uknc",TRUE
"1454","Scrophularia_vernalis",124.6584699,1996,"uknc",FALSE
"1455","Pastinaca_sativa",188.4836066,1996,"uknc",FALSE
"1456","Arctium_lappa",208.4289617,1996,"uknc",TRUE
"1457","Sonchus_oleraceus",161.557377,1996,"uknc",TRUE
"1458","Antirrhinum_majus",129.6448087,1996,"uknc",TRUE
"1459","Arrhenatherum_elatius",130.6420765,1996,"uknc",FALSE
"1460","Avena_sativa",175.5191257,1996,"uknc",TRUE
"1461","Poa_pratensis",125.6557377,1996,"uknc",TRUE
"1462","Cynosurus_cristatus",156.5710383,1996,"uknc",FALSE
"1463","Silene_dioica",198.4562842,1996,"uknc",FALSE
"1464","Briza_media",140.6147541,1996,"uknc",FALSE
"1465","Poa_nemoralis",143.6065574,1996,"uknc",FALSE
"1466","Festuca_pratensis",170.5327869,1996,"uknc",FALSE
"1467","Festuca_rubra",129.6448087,1996,"uknc",FALSE
"1468","Festuca_arundinacea",148.5928962,1996,"uknc",TRUE
"1469","Poa_trivialis",144.6038251,1996,"uknc",FALSE
"1470","Ribes_nigrum",124.6584699,1996,"uknc",TRUE
"1471","Plantago_lanceolata",145.6010929,1996,"uknc",TRUE
"1472","Cichorium_intybus",181.5027322,1996,"uknc",TRUE
"1473","Syringa_vulgaris",128,1997,"uknc",FALSE
"1474","Rubus_idaeus",155,1997,"uknc",TRUE
"1475","Alopecurus_pratensis",97,1997,"uknc",TRUE
"1476","Cichorium_intybus",168,1997,"uknc",TRUE
"1477","Ilex_aquifolium",114,1997,"uknc",FALSE
"1478","Ribes_rubrum",88,1997,"uknc",TRUE
"1479","Brachypodium_pinnatum",167,1997,"uknc",FALSE
"1480","Ulmus_glabra",82,1997,"uknc",TRUE
"1481","Trifolium_repens",133,1997,"uknc",TRUE
"1482","Scrophularia_vernalis",73,1997,"uknc",FALSE
"1483","Anagallis_arvensis",160,1997,"uknc",TRUE
"1484","Solidago_canadensis",200,1997,"uknc",TRUE
"1485","Lactuca_serriola",198,1997,"uknc",TRUE
"1486","Antirrhinum_majus",148,1997,"uknc",TRUE
"1487","Aster_novi-belgii",200,1997,"uknc",TRUE
"1488","Arrhenatherum_elatius",112,1997,"uknc",FALSE
"1489","Calluna_vulgaris",197,1997,"uknc",TRUE
"1490","Poa_pratensis",112,1997,"uknc",TRUE
"1491","Cynosurus_cristatus",153,1997,"uknc",FALSE
"1492","Deschampsia_flexuosa",146,1997,"uknc",TRUE
"1493","Epilobium_parviflorum",191,1997,"uknc",TRUE
"1494","Briza_media",143,1997,"uknc",FALSE
"1495","Poa_nemoralis",134,1997,"uknc",FALSE
"1496","Deschampsia_cespitosa",154,1997,"uknc",TRUE
"1497","Festuca_pratensis",161,1997,"uknc",FALSE
"1498","Festuca_arundinacea",140,1997,"uknc",TRUE
"1499","Papaver_somniferum",167,1997,"uknc",TRUE
"1500","Ribes_nigrum",104,1997,"uknc",TRUE
"1501","Digitalis_purpurea",182,1997,"uknc",TRUE
"1502","Plantago_lanceolata",122,1997,"uknc",TRUE
"1503","Rubus_idaeus",146,1998,"uknc",TRUE
"1504","Alopecurus_pratensis",92,1998,"uknc",TRUE
"1505","Anagallis_arvensis",182,1998,"uknc",TRUE
"1506","Cichorium_intybus",192,1998,"uknc",TRUE
"1507","Phleum_pratense",164,1998,"uknc",TRUE
"1508","Lunaria_annua",96,1998,"uknc",TRUE
"1509","Ribes_rubrum",88,1998,"uknc",TRUE
"1510","Brachypodium_pinnatum",174,1998,"uknc",FALSE
"1511","Scrophularia_vernalis",97,1998,"uknc",FALSE
"1512","Pastinaca_sativa",176,1998,"uknc",FALSE
"1513","Arctium_lappa",221,1998,"uknc",TRUE
"1514","Arrhenatherum_elatius",120,1998,"uknc",FALSE
"1515","Avena_sativa",168,1998,"uknc",TRUE
"1516","Poa_pratensis",112,1998,"uknc",TRUE
"1517","Deschampsia_flexuosa",151,1998,"uknc",TRUE
"1518","Silene_dioica",142,1998,"uknc",FALSE
"1519","Briza_media",155,1998,"uknc",FALSE
"1520","Poa_nemoralis",135,1998,"uknc",FALSE
"1521","Lactuca_serriola",145,1998,"uknc",TRUE
"1522","Festuca_pratensis",150,1998,"uknc",FALSE
"1523","Festuca_arundinacea",142,1998,"uknc",TRUE
"1524","Poa_trivialis",137,1998,"uknc",FALSE
"1525","Papaver_somniferum",173,1998,"uknc",TRUE
"1526","Ribes_nigrum",116,1998,"uknc",TRUE
"1527","Geum_urbanum",143,1998,"uknc",FALSE
"1528","Ulmus_glabra",56,1998,"uknc",TRUE
"1529","Ilex_aquifolium",136,1999,"uknc",FALSE
"1530","Cichorium_intybus",182,1999,"uknc",TRUE
"1531","Ribes_rubrum",99,1999,"uknc",TRUE
"1532","Brachypodium_pinnatum",182,1999,"uknc",FALSE
"1533","Geum_urbanum",129,1999,"uknc",FALSE
"1534","Digitalis_purpurea",151,1999,"uknc",TRUE
"1535","Anagallis_arvensis",141,1999,"uknc",TRUE
"1536","Solidago_canadensis",200,1999,"uknc",TRUE
"1537","Lactuca_serriola",200,1999,"uknc",TRUE
"1538","Sonchus_oleraceus",96,1999,"uknc",TRUE
"1539","Arctium_lappa",208,1999,"uknc",TRUE
"1540","Aster_novi-belgii",200,1999,"uknc",TRUE
"1541","Arrhenatherum_elatius",113,1999,"uknc",FALSE
"1542","Calluna_vulgaris",188,1999,"uknc",TRUE
"1543","Avena_sativa",178,1999,"uknc",TRUE
"1544","Poa_pratensis",114,1999,"uknc",TRUE
"1545","Plantago_lanceolata",109,1999,"uknc",TRUE
"1546","Deschampsia_flexuosa",142,1999,"uknc",TRUE
"1547","Epilobium_parviflorum",172,1999,"uknc",TRUE
"1548","Myosotis_scorpioides",143,1999,"uknc",FALSE
"1549","Ulmus_glabra",59,1999,"uknc",TRUE
"1550","Trifolium_pratense",151,1999,"uknc",TRUE
"1551","Briza_media",139,1999,"uknc",FALSE
"1552","Deschampsia_cespitosa",203,1999,"uknc",TRUE
"1553","Festuca_pratensis",145,1999,"uknc",FALSE
"1554","Festuca_arundinacea",130,1999,"uknc",TRUE
"1555","Trifolium_repens",147,1999,"uknc",TRUE
"1556","Rumex_acetosella",142,1999,"uknc",TRUE
"1557","Papaver_somniferum",159,1999,"uknc",TRUE
"1558","Ribes_nigrum",106,1999,"uknc",TRUE
"1559","Arabidopsis_thaliana",119.6721311,2000,"uknc",TRUE
"1560","Ilex_aquifolium",127.6502732,2000,"uknc",FALSE
"1561","Lactuca_serriola",155.5737705,2000,"uknc",TRUE
"1562","Plantago_lanceolata",122.6639344,2000,"uknc",TRUE
"1563","Briza_media",140.6147541,2000,"uknc",FALSE
"1564","Ribes_rubrum",121.6666667,2000,"uknc",TRUE
"1565","Brachypodium_pinnatum",173.5245902,2000,"uknc",FALSE
"1566","Poa_trivialis",140.6147541,2000,"uknc",FALSE
"1567","Poa_nemoralis",153.579235,2000,"uknc",FALSE
"1568","Scrophularia_vernalis",96.73497268,2000,"uknc",FALSE
"1569","Festuca_arundinacea",129.6448087,2000,"uknc",TRUE
"1570","Poa_pratensis",116.6803279,2000,"uknc",TRUE
"1571","Deschampsia_cespitosa",183.4972678,2000,"uknc",TRUE
"1572","Papaver_somniferum",171.5300546,2000,"uknc",TRUE
"1573","Festuca_pratensis",171.5300546,2000,"uknc",FALSE
"1574","Sonchus_oleraceus",112.6912568,2000,"uknc",TRUE
"1575","Ribes_nigrum",130.6420765,2000,"uknc",TRUE
"1576","Rumex_acetosella",136.6256831,2000,"uknc",TRUE
"1577","Sinapis_alba",146.5983607,2000,"uknc",TRUE
"1578","Anagallis_arvensis",146.5983607,2000,"uknc",TRUE
"1579","Deschampsia_flexuosa",142.6092896,2000,"uknc",TRUE
"1580","Arrhenatherum_elatius",130.6420765,2000,"uknc",FALSE
"1581","Plantago_lanceolata",127,2001,"uknc",TRUE
"1582","Chenopodium_album",167,2001,"uknc",TRUE
"1583","Ulmus_glabra",55,2001,"uknc",TRUE
"1584","Ilex_aquifolium",143,2001,"uknc",FALSE
"1585","Anagallis_arvensis",287,2001,"uknc",TRUE
"1586","Myosotis_scorpioides",118,2001,"uknc",FALSE
"1587","Silene_dioica",140,2001,"uknc",FALSE
"1588","Cynosurus_cristatus",127,2001,"uknc",FALSE
"1589","Festuca_rubra",125,2001,"uknc",FALSE
"1590","Trifolium_repens",146,2001,"uknc",TRUE
"1591","Lunaria_annua",101,2001,"uknc",TRUE
"1592","Geum_urbanum",153,2001,"uknc",FALSE
"1593","Arctium_lappa",200,2001,"uknc",TRUE
"1594","Lactuca_serriola",167,2001,"uknc",TRUE
"1595","Silene_latifolia",132,2001,"uknc",TRUE
"1596","Trifolium_pratense",146,2001,"uknc",TRUE
"1597","Viola_odorata",3,2001,"uknc",TRUE
"1598","Plantago_lanceolata",104,2002,"uknc",TRUE
"1599","Ulmus_glabra",19,2002,"uknc",TRUE
"1600","Chenopodium_album",166,2002,"uknc",TRUE
