"","PEP_ID","BBCH","YEAR","DAY","species"
"1",20450,60,2014,110,"punica granatum"
"2",20450,65,2014,121,"punica granatum"
"3",20450,69,2014,130,"punica granatum"
"4",20448,60,2014,147,"punica granatum"
"5",20448,69,2014,165,"punica granatum"
"6",20448,65,2014,166,"punica granatum"
"7",20448,81,2014,249,"punica granatum"
"8",20448,87,2014,269,"punica granatum"
"9",20448,96,2014,307,"punica granatum"
"10",20448,97,2014,340,"punica granatum"
