year,plot,species,date,doy,floralcount,cumsum
1998,GH4,Achillea millefolium,10/08/98,222,1,6
1998,GH4,Achillea millefolium,13/08/98,225,1,7
1998,GH4,Achillea millefolium,15/08/98,227,1,8
1998,GH4,Achillea millefolium,17/08/98,229,1,9
1998,GH4,Achillea millefolium,21/08/98,233,1,10
1998,GH4,Achillea millefolium,23/08/98,235,1,11
1998,GH4,Achillea millefolium,25/08/98,237,1,12
1998,GH4,Achillea millefolium,27/08/98,239,1,13
1998,GH4,Achillea millefolium,30/08/98,242,1,14
1998,GH4,Achillea millefolium,2/09/98,245,1,15
1998,GH4,Achillea millefolium,4/09/98,247,1,16
1998,GH4,Achillea millefolium,7/09/98,250,1,17
1998,GH4,Achillea millefolium,10/09/98,253,1,18
1998,GH4,Achillea millefolium,13/09/98,256,1,19
1998,GH4,Achillea millefolium,15/09/98,258,1,20
1998,GH4,Achillea millefolium,17/09/98,260,1,21
1998,GH5,Achillea millefolium,31/07/98,212,2,2
1998,GH5,Achillea millefolium,2/08/98,214,5,7
1998,GH5,Achillea millefolium,4/08/98,216,6,13
1998,GH5,Achillea millefolium,6/08/98,218,6,19
1998,GH5,Achillea millefolium,8/08/98,220,6,25
1998,GH5,Achillea millefolium,10/08/98,222,6,31
1998,GH5,Achillea millefolium,13/08/98,225,6,37
1998,GH5,Achillea millefolium,15/08/98,227,6,43
1998,GH5,Achillea millefolium,17/08/98,229,6,49
1998,GH5,Achillea millefolium,19/08/98,231,3,52
1998,GH5,Achillea millefolium,21/08/98,233,4,56
1998,GH5,Achillea millefolium,23/08/98,235,3,59
1998,INT5,Achillea millefolium,10/08/98,222,1,1
1998,INT5,Achillea millefolium,13/08/98,225,1,2
1998,INT5,Achillea millefolium,15/08/98,227,1,3
1998,INT5,Achillea millefolium,17/08/98,229,1,4
1998,INT5,Achillea millefolium,19/08/98,231,1,5
1998,INT5,Achillea millefolium,21/08/98,233,1,6
1998,INT5,Achillea millefolium,23/08/98,235,1,7
1998,INT5,Achillea millefolium,25/08/98,237,1,8
1998,INT5,Achillea millefolium,27/08/98,239,1,9
1998,INT5,Achillea millefolium,30/08/98,242,1,10
1998,INT5,Achillea millefolium,2/09/98,245,1,11
1998,INT5,Achillea millefolium,4/09/98,247,1,12
1998,INT5,Achillea millefolium,7/09/98,250,1,13
1998,INT5,Achillea millefolium,10/09/98,253,1,14
1998,WM1,Achillea millefolium,10/08/98,222,2,2
1998,WM1,Achillea millefolium,13/08/98,225,2,4
1998,WM1,Achillea millefolium,15/08/98,227,2,6
1998,WM1,Achillea millefolium,17/08/98,229,2,8
1998,WM1,Achillea millefolium,19/08/98,231,2,10
1998,WM1,Achillea millefolium,21/08/98,233,2,12
1998,WM1,Achillea millefolium,23/08/98,235,2,14
1998,WM1,Achillea millefolium,25/08/98,237,2,16
1998,WM1,Achillea millefolium,27/08/98,239,2,18
1998,WM1,Achillea millefolium,30/08/98,242,2,20
1998,WM1,Achillea millefolium,2/09/98,245,2,22
1998,WM1,Achillea millefolium,4/09/98,247,2,24
1998,WM1,Achillea millefolium,7/09/98,250,1,25
1998,WM1,Achillea millefolium,10/09/98,253,1,26
1998,WM1,Achillea millefolium,13/09/98,256,1,27
1998,WM1,Achillea millefolium,15/09/98,258,1,28
1998,WM1,Achillea millefolium,17/09/98,260,1,29
1998,WM2,Achillea millefolium,20/07/98,201,1,1
1998,WM2,Achillea millefolium,22/07/98,203,3,4
1998,WM2,Achillea millefolium,24/07/98,205,6,10
1998,WM2,Achillea millefolium,26/07/98,207,7,17
1998,WM2,Achillea millefolium,28/07/98,209,10,27
1998,WM2,Achillea millefolium,31/07/98,212,10,37
1998,WM2,Achillea millefolium,2/08/98,214,9,46
1998,WM2,Achillea millefolium,4/08/98,216,9,55
1998,WM2,Achillea millefolium,6/08/98,218,9,64
1998,WM2,Achillea millefolium,8/08/98,220,9,73
1998,WM2,Achillea millefolium,10/08/98,222,8,81
1998,WM2,Achillea millefolium,13/08/98,225,7,88
1998,WM2,Achillea millefolium,15/08/98,227,5,93
1998,WM2,Achillea millefolium,17/08/98,229,5,98
1998,WM2,Achillea millefolium,19/08/98,231,5,103
1998,WM2,Achillea millefolium,21/08/98,233,5,108
1998,WM2,Achillea millefolium,23/08/98,235,2,110
1998,WM2,Achillea millefolium,25/08/98,237,2,112
1998,WM2,Achillea millefolium,27/08/98,239,2,114
1998,WM2,Achillea millefolium,30/08/98,242,2,116
1998,WM2,Achillea millefolium,2/09/98,245,2,118
1998,WM2,Achillea millefolium,4/09/98,247,2,120
1998,WM2,Achillea millefolium,7/09/98,250,1,121
1998,WM2,Achillea millefolium,10/09/98,253,1,122
1998,WM3,Achillea millefolium,22/07/98,203,2,2
1998,WM3,Achillea millefolium,24/07/98,205,2,4
1998,WM3,Achillea millefolium,26/07/98,207,2,6
1998,WM3,Achillea millefolium,28/07/98,209,2,8
1998,WM3,Achillea millefolium,31/07/98,212,2,10
1998,WM3,Achillea millefolium,2/08/98,214,2,12
1998,WM3,Achillea millefolium,4/08/98,216,2,14
1998,WM3,Achillea millefolium,6/08/98,218,2,16
1998,WM3,Achillea millefolium,8/08/98,220,2,18
1998,WM3,Achillea millefolium,10/08/98,222,2,20
1998,WM3,Achillea millefolium,13/08/98,225,2,22
1998,WM4,Achillea millefolium,2/08/98,214,1,1
1998,WM4,Achillea millefolium,4/08/98,216,1,2
1998,WM4,Achillea millefolium,6/08/98,218,2,4
1998,WM4,Achillea millefolium,8/08/98,220,2,6
1998,WM4,Achillea millefolium,10/08/98,222,3,9
1998,WM4,Achillea millefolium,13/08/98,225,3,12
1998,WM4,Achillea millefolium,15/08/98,227,3,15
1998,WM4,Achillea millefolium,17/08/98,229,3,18
1998,WM4,Achillea millefolium,19/08/98,231,2,20
1998,WM4,Achillea millefolium,21/08/98,233,2,22
1998,WM4,Achillea millefolium,23/08/98,235,2,24
1998,WM4,Achillea millefolium,25/08/98,237,2,26
1998,WM4,Achillea millefolium,27/08/98,239,2,28
1998,WM4,Achillea millefolium,30/08/98,242,2,30
1998,WM4,Achillea millefolium,2/09/98,245,2,32
1998,WM4,Achillea millefolium,4/09/98,247,2,34
1998,WM4,Achillea millefolium,7/09/98,250,1,35
1998,WM5,Achillea millefolium,10/08/98,222,1,1
1998,WM5,Achillea millefolium,13/08/98,225,1,2
1998,WM5,Achillea millefolium,15/08/98,227,1,3
1998,WM5,Achillea millefolium,17/08/98,229,1,4
1998,WM5,Achillea millefolium,19/08/98,231,1,5
1998,WM5,Achillea millefolium,21/08/98,233,1,6
1998,WM5,Achillea millefolium,23/08/98,235,1,7
1998,WM5,Achillea millefolium,25/08/98,237,1,8
1998,WM5,Achillea millefolium,27/08/98,239,1,9
1999,GH2,Achillea millefolium,4/08/99,216,1,1
1999,GH2,Achillea millefolium,7/08/99,219,2,3
1999,GH2,Achillea millefolium,10/08/99,222,2,5
1999,GH2,Achillea millefolium,11/08/99,223,2,7
1999,GH2,Achillea millefolium,13/08/99,225,2,9
1999,GH2,Achillea millefolium,16/08/99,228,2,11
1999,GH2,Achillea millefolium,19/08/99,231,2,13
1999,GH2,Achillea millefolium,22/08/99,234,2,15
1999,GH2,Achillea millefolium,24/08/99,236,2,17
1999,GH2,Achillea millefolium,27/08/99,239,2,19
1999,GH2,Achillea millefolium,30/08/99,242,2,21
1999,GH2,Achillea millefolium,2/09/99,245,2,23
1999,GH2,Achillea millefolium,5/09/99,248,2,25
1999,GH2,Achillea millefolium,9/09/99,252,2,27
1999,GH2,Achillea millefolium,13/09/99,256,2,29
1999,GH2,Achillea millefolium,16/09/99,259,2,31
1999,GH5,Achillea millefolium,30/07/99,211,1,1
1999,GH5,Achillea millefolium,7/08/99,219,2,3
1999,GH5,Achillea millefolium,10/08/99,222,2,5
1999,GH5,Achillea millefolium,11/08/99,223,2,7
1999,GH5,Achillea millefolium,13/08/99,225,2,9
1999,GH5,Achillea millefolium,16/08/99,228,2,11
1999,GH5,Achillea millefolium,19/08/99,231,2,13
1999,GH5,Achillea millefolium,22/08/99,234,2,15
1999,GH5,Achillea millefolium,24/08/99,236,2,17
1999,GH5,Achillea millefolium,27/08/99,239,2,19
1999,GH5,Achillea millefolium,30/08/99,242,2,21
1999,GH5,Achillea millefolium,2/09/99,245,2,23
1999,GH5,Achillea millefolium,5/09/99,248,2,25
1999,GH5,Achillea millefolium,9/09/99,252,2,27
1999,GH5,Achillea millefolium,13/09/99,256,2,29
1999,WM2,Achillea millefolium,26/07/99,207,1,1
1999,WM2,Achillea millefolium,28/07/99,209,1,2
1999,WM2,Achillea millefolium,30/07/99,211,1,3
1999,WM2,Achillea millefolium,1/08/99,213,1,4
1999,WM2,Achillea millefolium,4/08/99,216,1,5
1999,WM2,Achillea millefolium,7/08/99,219,1,6
1999,WM2,Achillea millefolium,10/08/99,222,1,7
1999,WM2,Achillea millefolium,11/08/99,223,1,8
1999,WM2,Achillea millefolium,13/08/99,225,1,9
1999,WM2,Achillea millefolium,16/08/99,228,1,10
1999,WM2,Achillea millefolium,19/08/99,231,1,11
1999,WM2,Achillea millefolium,22/08/99,234,1,12
1999,WM2,Achillea millefolium,24/08/99,236,1,13
1999,WM3,Achillea millefolium,20/07/99,201,1,1
1999,WM3,Achillea millefolium,22/07/99,203,1,2
1999,WM3,Achillea millefolium,24/07/99,205,1,3
1999,WM3,Achillea millefolium,26/07/99,207,1,4
1999,WM3,Achillea millefolium,28/07/99,209,1,5
1999,WM3,Achillea millefolium,30/07/99,211,1,6
1999,WM3,Achillea millefolium,1/08/99,213,1,7
1999,WM3,Achillea millefolium,7/08/99,219,1,8
1999,WM3,Achillea millefolium,10/08/99,222,1,9
1999,WM3,Achillea millefolium,13/08/99,225,1,10
1999,WM3,Achillea millefolium,16/08/99,228,1,11
1999,WM3,Achillea millefolium,19/08/99,231,1,12
1999,WM3,Achillea millefolium,22/08/99,234,1,13
1999,WM3,Achillea millefolium,24/08/99,236,1,14
1999,WM3,Achillea millefolium,27/08/99,239,1,15
1999,WM3,Achillea millefolium,30/08/99,242,1,16
1999,WM4,Achillea millefolium,26/07/99,207,2,2
1999,WM4,Achillea millefolium,28/07/99,209,2,4
1999,WM4,Achillea millefolium,30/07/99,211,2,6
1999,WM4,Achillea millefolium,1/08/99,213,2,8
1999,WM4,Achillea millefolium,4/08/99,216,2,10
1999,WM4,Achillea millefolium,7/08/99,219,2,12
1999,WM4,Achillea millefolium,10/08/99,222,2,14
1999,WM4,Achillea millefolium,11/08/99,223,2,16
1999,WM4,Achillea millefolium,13/08/99,225,2,18
1999,WM4,Achillea millefolium,16/08/99,228,2,20
1999,WM4,Achillea millefolium,19/08/99,231,2,22
1999,WM4,Achillea millefolium,22/08/99,234,2,24
1999,WM4,Achillea millefolium,24/08/99,236,2,26
1999,WM4,Achillea millefolium,27/08/99,239,2,28
1999,WM4,Achillea millefolium,30/08/99,242,2,30
1999,WM4,Achillea millefolium,2/09/99,245,2,32
1999,WM4,Achillea millefolium,5/09/99,248,2,34
2000,GH2,Achillea millefolium,14/07/00,196,5,5
2000,GH2,Achillea millefolium,17/07/00,199,1,6
2000,GH2,Achillea millefolium,19/07/00,201,1,7
2000,GH2,Achillea millefolium,21/07/00,203,1,8
2000,GH2,Achillea millefolium,25/07/00,207,2,10
2000,GH2,Achillea millefolium,27/07/00,209,3,13
2000,GH2,Achillea millefolium,29/07/00,211,1,14
2000,GH2,Achillea millefolium,1/08/00,214,3,17
2000,GH2,Achillea millefolium,3/08/00,216,3,20
2000,GH2,Achillea millefolium,6/08/00,219,2,22
2000,GH2,Achillea millefolium,8/08/00,221,1,23
2000,GH3,Achillea millefolium,21/07/00,203,1,1
2000,GH3,Achillea millefolium,23/07/00,205,1,2
2000,GH3,Achillea millefolium,25/07/00,207,1,3
2000,GH3,Achillea millefolium,27/07/00,209,1,4
2000,GH3,Achillea millefolium,29/07/00,211,1,5
2000,GH3,Achillea millefolium,1/08/00,214,1,6
2000,GH3,Achillea millefolium,3/08/00,216,1,7
2000,GH3,Achillea millefolium,6/08/00,219,1,8
2000,GH3,Achillea millefolium,8/08/00,221,1,9
2000,GH3,Achillea millefolium,10/08/00,223,1,10
2000,GH3,Achillea millefolium,13/08/00,226,1,11
2000,GH5,Achillea millefolium,23/07/00,205,1,1
2000,GH5,Achillea millefolium,25/07/00,207,1,2
2000,GH5,Achillea millefolium,27/07/00,209,1,3
2000,GH5,Achillea millefolium,29/07/00,211,1,4
2000,GH5,Achillea millefolium,1/08/00,214,2,6
2000,GH5,Achillea millefolium,3/08/00,216,2,8
2000,GH5,Achillea millefolium,6/08/00,219,2,10
2000,GH5,Achillea millefolium,8/08/00,221,1,11
2000,GH5,Achillea millefolium,10/08/00,223,1,12
2000,WM2,Achillea millefolium,14/07/00,196,6,6
2000,WM2,Achillea millefolium,16/07/00,198,1,7
2000,WM2,Achillea millefolium,19/07/00,201,2,9
2000,WM2,Achillea millefolium,21/07/00,203,2,11
2000,WM2,Achillea millefolium,23/07/00,205,2,13
2000,WM2,Achillea millefolium,25/07/00,207,3,16
2000,WM2,Achillea millefolium,27/07/00,209,3,19
2000,WM2,Achillea millefolium,29/07/00,211,4,23
2000,WM2,Achillea millefolium,1/08/00,214,5,28
2000,WM2,Achillea millefolium,3/08/00,216,4,32
2000,WM2,Achillea millefolium,6/08/00,219,4,36
2000,WM2,Achillea millefolium,8/08/00,221,4,40
2000,WM2,Achillea millefolium,10/08/00,223,4,44
2000,WM2,Achillea millefolium,13/08/00,226,4,48
2000,WM2,Achillea millefolium,16/08/00,229,3,51
2000,WM2,Achillea millefolium,18/08/00,231,4,55
2000,WM2,Achillea millefolium,21/08/00,234,4,59
2000,WM2,Achillea millefolium,23/08/00,236,3,62
2000,WM2,Achillea millefolium,25/08/00,238,2,64
2000,WM2,Achillea millefolium,27/08/00,240,2,66
2000,WM2,Achillea millefolium,29/08/00,242,2,68
2000,WM2,Achillea millefolium,31/08/00,244,2,70
2000,WM2,Achillea millefolium,2/09/00,246,2,72
2000,WM2,Achillea millefolium,4/09/00,248,2,74
2000,WM2,Achillea millefolium,7/09/00,251,2,76
2000,WM2,Achillea millefolium,9/09/00,253,2,78
2000,WM4,Achillea millefolium,25/07/00,207,1,1
2000,WM4,Achillea millefolium,27/07/00,209,1,2
2000,WM4,Achillea millefolium,29/07/00,211,1,3
2000,WM4,Achillea millefolium,1/08/00,214,2,5
2000,WM4,Achillea millefolium,3/08/00,216,2,7
2000,WM4,Achillea millefolium,6/08/00,219,1,8
2000,WM4,Achillea millefolium,8/08/00,221,1,9
2000,WM4,Achillea millefolium,16/08/00,229,2,11
2000,WM5,Achillea millefolium,21/07/00,203,2,2
2000,WM5,Achillea millefolium,25/07/00,207,2,4
2000,WM5,Achillea millefolium,27/07/00,209,2,6
2000,WM5,Achillea millefolium,29/07/00,211,2,8
2000,WM5,Achillea millefolium,1/08/00,214,2,10
2000,WM5,Achillea millefolium,3/08/00,216,2,12
2000,WM5,Achillea millefolium,6/08/00,219,1,13
2000,WM5,Achillea millefolium,8/08/00,221,1,14
2000,WM5,Achillea millefolium,10/08/00,223,1,15
2001,GH2,Achillea millefolium,27/07/01,208,1,1
2001,GH2,Achillea millefolium,29/07/01,210,4,5
2001,GH2,Achillea millefolium,1/08/01,213,4,9
2001,GH2,Achillea millefolium,3/08/01,215,4,13
2001,GH2,Achillea millefolium,6/08/01,218,4,17
2001,GH2,Achillea millefolium,9/08/01,221,3,20
2001,GH2,Achillea millefolium,11/08/01,223,4,24
2001,GH2,Achillea millefolium,13/08/01,225,3,27
2001,GH2,Achillea millefolium,16/08/01,228,4,31
2001,GH2,Achillea millefolium,18/08/01,230,4,35
2001,GH2,Achillea millefolium,20/08/01,232,3,38
2001,GH2,Achillea millefolium,22/08/01,234,3,41
2001,GH2,Achillea millefolium,24/08/01,236,2,43
2001,GH2,Achillea millefolium,26/08/01,238,3,46
2001,GH2,Achillea millefolium,28/08/01,240,3,49
2001,GH2,Achillea millefolium,31/08/01,243,2,51
2001,GH2,Achillea millefolium,2/09/01,245,3,54
2001,GH2,Achillea millefolium,5/09/01,248,2,56
2001,GH2,Achillea millefolium,7/09/01,250,2,58
2001,GH2,Achillea millefolium,9/09/01,252,1,59
2001,INT5,Achillea millefolium,13/08/01,225,1,1
2001,INT5,Achillea millefolium,22/08/01,234,1,2
2001,INT5,Achillea millefolium,24/08/01,236,1,3
2001,INT5,Achillea millefolium,26/08/01,238,1,4
2001,INT5,Achillea millefolium,28/08/01,240,1,5
2001,INT5,Achillea millefolium,2/09/01,245,1,6
2001,INT5,Achillea millefolium,5/09/01,248,1,7
2001,INT5,Achillea millefolium,7/09/01,250,1,8
2001,INT5,Achillea millefolium,9/09/01,252,1,9
2001,WM4,Achillea millefolium,29/07/01,210,1,1
2001,WM4,Achillea millefolium,3/08/01,215,1,2
2001,WM4,Achillea millefolium,9/08/01,221,1,3
2001,WM4,Achillea millefolium,11/08/01,223,1,4
2001,WM4,Achillea millefolium,13/08/01,225,1,5
2001,WM4,Achillea millefolium,16/08/01,228,1,6
2001,WM4,Achillea millefolium,18/08/01,230,1,7
2001,WM4,Achillea millefolium,20/08/01,232,1,8
2001,WM4,Achillea millefolium,22/08/01,234,1,9
2001,WM4,Achillea millefolium,24/08/01,236,1,10
2001,WM4,Achillea millefolium,26/08/01,238,1,11
2001,WM4,Achillea millefolium,28/08/01,240,1,12
2001,WM4,Achillea millefolium,2/09/01,245,1,13
2001,WM4,Achillea millefolium,5/09/01,248,1,14
2001,WM5,Achillea millefolium,21/07/01,202,1,1
2001,WM5,Achillea millefolium,23/07/01,204,1,2
2001,WM5,Achillea millefolium,25/07/01,206,1,3
2001,WM5,Achillea millefolium,27/07/01,208,4,7
2001,WM5,Achillea millefolium,29/07/01,210,5,12
2001,WM5,Achillea millefolium,1/08/01,213,8,20
2001,WM5,Achillea millefolium,3/08/01,215,8,28
2001,WM5,Achillea millefolium,6/08/01,218,8,36
2001,WM5,Achillea millefolium,9/08/01,221,8,44
2001,WM5,Achillea millefolium,11/08/01,223,8,52
2001,WM5,Achillea millefolium,13/08/01,225,8,60
2001,WM5,Achillea millefolium,16/08/01,228,7,67
2001,WM5,Achillea millefolium,18/08/01,230,7,74
2001,WM5,Achillea millefolium,20/08/01,232,7,81
2001,WM5,Achillea millefolium,22/08/01,234,6,87
2001,WM5,Achillea millefolium,24/08/01,236,6,93
2001,WM5,Achillea millefolium,26/08/01,238,7,100
2001,WM5,Achillea millefolium,28/08/01,240,6,106
2001,WM5,Achillea millefolium,31/08/01,243,5,111
2001,WM5,Achillea millefolium,2/09/01,245,4,115
2001,WM5,Achillea millefolium,5/09/01,248,3,118
2001,WM5,Achillea millefolium,7/09/01,250,2,120
2002,WM4,Achillea millefolium,27/07/02,208,1,1
2002,WM4,Achillea millefolium,29/07/02,210,1,2
2003,AF8,Achillea millefolium,4/08/03,216,1,1
2003,AF8,Achillea millefolium,6/08/03,218,1,2
2003,AF8,Achillea millefolium,8/08/03,220,1,3
2003,AF8,Achillea millefolium,10/08/03,222,1,4
2003,AF8,Achillea millefolium,12/08/03,224,1,5
2003,AF8,Achillea millefolium,14/08/03,226,1,6
2003,AF8,Achillea millefolium,17/08/03,229,1,7
2003,AF8,Achillea millefolium,20/08/03,232,1,8
2003,AF8,Achillea millefolium,22/08/03,234,1,9
2003,AF8,Achillea millefolium,25/08/03,237,1,10
2003,AF8,Achillea millefolium,27/08/03,239,1,11
2003,AF8,Achillea millefolium,29/08/03,241,1,12
2003,AF8,Achillea millefolium,2/09/03,245,1,13
2003,AF8,Achillea millefolium,4/09/03,247,1,14
2003,AF8,Achillea millefolium,8/09/03,251,1,15
2003,GH3,Achillea millefolium,13/07/03,194,1,1
2003,GH3,Achillea millefolium,15/07/03,196,1,2
2003,GH3,Achillea millefolium,25/08/03,237,1,3
2003,GH3,Achillea millefolium,27/08/03,239,1,4
2003,GH3,Achillea millefolium,29/08/03,241,1,5
2003,GH3,Achillea millefolium,2/09/03,245,1,6
2003,GH3,Achillea millefolium,4/09/03,247,1,7
2003,GH3,Achillea millefolium,8/09/03,251,1,8
2003,GH4,Achillea millefolium,28/07/03,209,1,1
2003,GH4,Achillea millefolium,4/08/03,216,1,2
2003,VR2,Achillea millefolium,28/07/03,209,1,1
2003,VR2,Achillea millefolium,30/07/03,211,1,2
2003,VR2,Achillea millefolium,2/08/03,214,3,5
2003,VR2,Achillea millefolium,4/08/03,216,3,8
2003,VR2,Achillea millefolium,6/08/03,218,3,11
2003,VR2,Achillea millefolium,8/08/03,220,3,14
2003,VR2,Achillea millefolium,10/08/03,222,2,16
2003,VR2,Achillea millefolium,12/08/03,224,1,17
2003,VR2,Achillea millefolium,14/08/03,226,1,18
2003,VR2,Achillea millefolium,20/08/03,232,1,19
2003,WM1,Achillea millefolium,24/07/03,205,1,1
2003,WM1,Achillea millefolium,26/07/03,207,1,2
2003,WM1,Achillea millefolium,28/07/03,209,2,4
2003,WM1,Achillea millefolium,30/07/03,211,1,5
2003,WM1,Achillea millefolium,2/08/03,214,1,6
2003,WM1,Achillea millefolium,4/08/03,216,2,8
2003,WM1,Achillea millefolium,6/08/03,218,2,10
2003,WM1,Achillea millefolium,8/08/03,220,2,12
2003,WM1,Achillea millefolium,10/08/03,222,2,14
2003,WM1,Achillea millefolium,12/08/03,224,1,15
2003,WM1,Achillea millefolium,14/08/03,226,2,17
2003,WM1,Achillea millefolium,17/08/03,229,1,18
2003,WM1,Achillea millefolium,20/08/03,232,1,19
2003,WM1,Achillea millefolium,22/08/03,234,1,20
2003,WM2,Achillea millefolium,11/07/03,192,1,1
2003,WM2,Achillea millefolium,13/07/03,194,1,2
2003,WM2,Achillea millefolium,15/07/03,196,1,3
2003,WM2,Achillea millefolium,17/07/03,198,1,4
2003,WM2,Achillea millefolium,19/07/03,200,3,7
2003,WM2,Achillea millefolium,22/07/03,203,3,10
2003,WM2,Achillea millefolium,24/07/03,205,3,13
2003,WM2,Achillea millefolium,26/07/03,207,4,17
2003,WM2,Achillea millefolium,28/07/03,209,4,21
2003,WM2,Achillea millefolium,30/07/03,211,4,25
2003,WM2,Achillea millefolium,2/08/03,214,4,29
2003,WM2,Achillea millefolium,4/08/03,216,4,33
2003,WM2,Achillea millefolium,6/08/03,218,3,36
2003,WM2,Achillea millefolium,8/08/03,220,3,39
2003,WM2,Achillea millefolium,20/08/03,232,1,40
2003,WM2,Achillea millefolium,22/08/03,234,1,41
2004,EM1,Achillea millefolium,20/07/04,202,1,1
2004,EM1,Achillea millefolium,22/07/04,204,1,2
2004,EM1,Achillea millefolium,24/07/04,206,1,3
2004,EM1,Achillea millefolium,26/07/04,208,1,4
2004,EM1,Achillea millefolium,28/07/04,210,1,5
2004,EM1,Achillea millefolium,30/07/04,212,1,6
2004,EM1,Achillea millefolium,1/08/04,214,1,7
2004,EM1,Achillea millefolium,3/08/04,216,1,8
2004,EM1,Achillea millefolium,5/08/04,218,1,9
2004,EM1,Achillea millefolium,7/08/04,220,1,10
2004,EM1,Achillea millefolium,9/08/04,222,1,11
2004,EM1,Achillea millefolium,11/08/04,224,1,12
2004,EM1,Achillea millefolium,14/08/04,227,1,13
2004,GH3,Achillea millefolium,14/07/04,196,1,1
2004,GH3,Achillea millefolium,16/07/04,198,2,3
2004,GH3,Achillea millefolium,18/07/04,200,2,5
2004,GH3,Achillea millefolium,20/07/04,202,2,7
2004,GH3,Achillea millefolium,22/07/04,204,2,9
2004,GH3,Achillea millefolium,24/07/04,206,3,12
2004,GH3,Achillea millefolium,26/07/04,208,3,15
2004,GH3,Achillea millefolium,28/07/04,210,3,18
2004,GH3,Achillea millefolium,30/07/04,212,3,21
2004,GH3,Achillea millefolium,1/08/04,214,3,24
2004,GH3,Achillea millefolium,3/08/04,216,3,27
2004,GH3,Achillea millefolium,5/08/04,218,3,30
2004,GH3,Achillea millefolium,7/08/04,220,3,33
2004,GH3,Achillea millefolium,9/08/04,222,4,37
2004,GH3,Achillea millefolium,11/08/04,224,4,41
2004,GH3,Achillea millefolium,14/08/04,227,4,45
2004,GH3,Achillea millefolium,16/08/04,229,4,49
2004,GH3,Achillea millefolium,18/08/04,231,4,53
2004,GH3,Achillea millefolium,20/08/04,233,3,56
2004,GH3,Achillea millefolium,22/08/04,235,2,58
2004,GH3,Achillea millefolium,25/08/04,238,2,60
2004,GH3,Achillea millefolium,27/08/04,240,2,62
2004,GH3,Achillea millefolium,29/08/04,242,1,63
2004,GH3,Achillea millefolium,31/08/04,244,1,64
2004,GH3,Achillea millefolium,3/09/04,247,1,65
2004,INT4,Achillea millefolium,1/08/04,214,1,1
2004,INT4,Achillea millefolium,3/08/04,216,1,2
2004,INT4,Achillea millefolium,5/08/04,218,1,3
2004,INT4,Achillea millefolium,7/08/04,220,1,4
2004,INT4,Achillea millefolium,9/08/04,222,1,5
2004,INT4,Achillea millefolium,11/08/04,224,1,6
2004,INT4,Achillea millefolium,14/08/04,227,1,7
2004,INT4,Achillea millefolium,16/08/04,229,1,8
2004,INT4,Achillea millefolium,18/08/04,231,1,9
2004,INT4,Achillea millefolium,20/08/04,233,1,10
2004,INT4,Achillea millefolium,22/08/04,235,1,11
2004,INT5,Achillea millefolium,30/07/04,212,1,1
2004,INT5,Achillea millefolium,1/08/04,214,1,2
2004,INT5,Achillea millefolium,3/08/04,216,1,3
2004,INT5,Achillea millefolium,5/08/04,218,1,4
2004,INT5,Achillea millefolium,7/08/04,220,1,5
2004,INT5,Achillea millefolium,9/08/04,222,1,6
2004,INT5,Achillea millefolium,11/08/04,224,1,7
2004,INT5,Achillea millefolium,14/08/04,227,1,8
2004,INT5,Achillea millefolium,16/08/04,229,1,9
2004,INT5,Achillea millefolium,18/08/04,231,1,10
2004,INT5,Achillea millefolium,20/08/04,233,1,11
2004,INT5,Achillea millefolium,22/08/04,235,1,12
2004,INT5,Achillea millefolium,25/08/04,238,1,13
2004,WM2,Achillea millefolium,20/07/04,202,1,1
2004,WM2,Achillea millefolium,22/07/04,204,1,2
2004,WM2,Achillea millefolium,24/07/04,206,2,4
2004,WM2,Achillea millefolium,26/07/04,208,2,6
2004,WM2,Achillea millefolium,28/07/04,210,2,8
2004,WM2,Achillea millefolium,30/07/04,212,4,12
2004,WM2,Achillea millefolium,1/08/04,214,6,18
2004,WM2,Achillea millefolium,3/08/04,216,8,26
2004,WM2,Achillea millefolium,5/08/04,218,8,34
2004,WM2,Achillea millefolium,7/08/04,220,8,42
2004,WM2,Achillea millefolium,9/08/04,222,7,49
2004,WM2,Achillea millefolium,11/08/04,224,8,57
2004,WM2,Achillea millefolium,14/08/04,227,8,65
2004,WM2,Achillea millefolium,16/08/04,229,8,73
2004,WM2,Achillea millefolium,18/08/04,231,7,80
2004,WM2,Achillea millefolium,20/08/04,233,6,86
2004,WM2,Achillea millefolium,22/08/04,235,7,93
2004,WM2,Achillea millefolium,25/08/04,238,6,99
2004,WM2,Achillea millefolium,27/08/04,240,4,103
2004,WM2,Achillea millefolium,29/08/04,242,4,107
2004,WM2,Achillea millefolium,31/08/04,244,2,109
2004,WM2,Achillea millefolium,3/09/04,247,3,112
2004,WM2,Achillea millefolium,5/09/04,249,3,115
2004,WM2,Achillea millefolium,8/09/04,252,3,118
2004,WM2,Achillea millefolium,9/09/04,253,2,120
2004,WM2,Achillea millefolium,13/09/04,257,2,122
2004,WM2,Achillea millefolium,15/09/04,259,1,123
2004,WM4,Achillea millefolium,18/07/04,200,1,1
2004,WM4,Achillea millefolium,20/07/04,202,1,2
2004,WM4,Achillea millefolium,22/07/04,204,1,3
2004,WM4,Achillea millefolium,24/07/04,206,1,4
2004,WM4,Achillea millefolium,26/07/04,208,1,5
2004,WM4,Achillea millefolium,28/07/04,210,1,6
2004,WM4,Achillea millefolium,30/07/04,212,1,7
