year,plot,species,date,doy,floralcount,cumsum
1974,INT1,Achillea millefolium,30/07/74,211,1,1
1974,INT1,Achillea millefolium,1/08/74,213,1,2
1974,INT1,Achillea millefolium,3/08/74,215,1,3
1974,INT1,Achillea millefolium,7/08/74,219,2,5
1974,INT1,Achillea millefolium,11/08/74,223,2,7
1974,INT1,Achillea millefolium,13/08/74,225,2,9
1974,INT1,Achillea millefolium,15/08/74,227,2,11
1974,INT1,Achillea millefolium,17/08/74,229,2,13
1974,INT1,Achillea millefolium,19/08/74,231,2,15
1974,INT1,Achillea millefolium,21/08/74,233,2,17
1974,INT1,Achillea millefolium,23/08/74,235,2,19
1974,INT1,Achillea millefolium,25/08/74,237,2,21
1974,INT1,Achillea millefolium,27/08/74,239,2,23
1974,INT1,Achillea millefolium,29/08/74,241,2,25
1974,INT1,Achillea millefolium,1/09/74,244,2,27
1974,INT1,Achillea millefolium,4/09/74,247,2,29
1974,INT3,Achillea millefolium,27/07/74,208,1,1
1974,INT3,Achillea millefolium,17/08/74,229,1,2
1974,INT3,Achillea millefolium,19/08/74,231,1,3
1974,INT3,Achillea millefolium,21/08/74,233,1,4
1974,INT4,Achillea millefolium,27/07/74,208,5,5
1974,WM1,Achillea millefolium,20/07/74,201,1,1
1974,WM1,Achillea millefolium,22/07/74,203,3,4
1974,WM1,Achillea millefolium,25/07/74,206,1,5
1974,WM1,Achillea millefolium,27/07/74,208,2,7
1974,WM1,Achillea millefolium,30/07/74,211,1,8
1974,WM1,Achillea millefolium,1/08/74,213,5,13
1974,WM1,Achillea millefolium,3/08/74,215,9,22
1974,WM1,Achillea millefolium,7/08/74,219,6,28
1974,WM1,Achillea millefolium,11/08/74,223,4,32
1974,WM1,Achillea millefolium,13/08/74,225,4,36
1974,WM1,Achillea millefolium,15/08/74,227,8,44
1974,WM1,Achillea millefolium,17/08/74,229,8,52
1974,WM1,Achillea millefolium,19/08/74,231,8,60
1974,WM1,Achillea millefolium,21/08/74,233,6,66
1974,WM1,Achillea millefolium,23/08/74,235,6,72
1974,WM1,Achillea millefolium,25/08/74,237,6,78
1974,WM1,Achillea millefolium,27/08/74,239,5,83
1974,WM1,Achillea millefolium,29/08/74,241,3,86
1974,WM1,Achillea millefolium,1/09/74,244,3,89
1974,WM1,Achillea millefolium,4/09/74,247,1,90
1974,WM2,Achillea millefolium,12/07/74,193,1,1
1974,WM2,Achillea millefolium,14/07/74,195,1,2
1974,WM2,Achillea millefolium,16/07/74,197,4,6
1974,WM2,Achillea millefolium,20/07/74,201,11,17
1974,WM2,Achillea millefolium,22/07/74,203,17,34
1974,WM2,Achillea millefolium,25/07/74,206,17,51
1974,WM2,Achillea millefolium,27/07/74,208,20,71
1974,WM2,Achillea millefolium,30/07/74,211,24,95
1974,WM2,Achillea millefolium,1/08/74,213,26,121
1974,WM2,Achillea millefolium,3/08/74,215,24,145
1974,WM2,Achillea millefolium,7/08/74,219,24,169
1974,WM2,Achillea millefolium,11/08/74,223,26,195
1974,WM2,Achillea millefolium,13/08/74,225,31,226
1974,WM2,Achillea millefolium,15/08/74,227,29,255
1974,WM2,Achillea millefolium,17/08/74,229,25,280
1974,WM2,Achillea millefolium,19/08/74,231,25,305
1974,WM2,Achillea millefolium,21/08/74,233,26,331
1974,WM2,Achillea millefolium,23/08/74,235,22,353
1974,WM2,Achillea millefolium,25/08/74,237,23,376
1974,WM2,Achillea millefolium,27/08/74,239,21,397
1974,WM2,Achillea millefolium,29/08/74,241,20,417
1974,WM2,Achillea millefolium,1/09/74,244,17,434
1974,WM2,Achillea millefolium,4/09/74,247,1,435
1974,WM3,Achillea millefolium,14/07/74,195,1,1
1974,WM3,Achillea millefolium,16/07/74,197,1,2
1974,WM3,Achillea millefolium,25/07/74,206,1,3
1974,WM3,Achillea millefolium,3/08/74,215,1,4
1974,WM4,Achillea millefolium,22/07/74,203,3,3
1974,WM4,Achillea millefolium,25/07/74,206,3,6
1974,WM4,Achillea millefolium,27/07/74,208,4,10
1974,WM4,Achillea millefolium,30/07/74,211,11,21
1974,WM4,Achillea millefolium,1/08/74,213,14,35
1974,WM4,Achillea millefolium,3/08/74,215,14,49
1974,WM4,Achillea millefolium,7/08/74,219,9,58
1974,WM4,Achillea millefolium,11/08/74,223,9,67
1974,WM4,Achillea millefolium,13/08/74,225,17,84
1974,WM4,Achillea millefolium,15/08/74,227,12,96
1974,WM4,Achillea millefolium,17/08/74,229,10,106
1974,WM4,Achillea millefolium,19/08/74,231,11,117
1974,WM4,Achillea millefolium,21/08/74,233,13,130
1974,WM4,Achillea millefolium,23/08/74,235,8,138
1974,WM4,Achillea millefolium,25/08/74,237,8,146
1974,WM4,Achillea millefolium,27/08/74,239,9,155
1974,WM4,Achillea millefolium,29/08/74,241,6,161
1974,WM4,Achillea millefolium,1/09/74,244,4,165
1974,WM4,Achillea millefolium,4/09/74,247,1,166
1974,WM5,Achillea millefolium,27/07/74,208,1,1
1974,WM5,Achillea millefolium,30/07/74,211,3,4
1974,WM5,Achillea millefolium,1/08/74,213,2,6
1974,WM5,Achillea millefolium,3/08/74,215,4,10
1974,WM5,Achillea millefolium,7/08/74,219,3,13
1974,WM5,Achillea millefolium,11/08/74,223,3,16
1974,WM5,Achillea millefolium,13/08/74,225,4,20
1974,WM5,Achillea millefolium,15/08/74,227,3,23
1974,WM5,Achillea millefolium,17/08/74,229,5,28
1974,WM5,Achillea millefolium,19/08/74,231,4,32
1974,WM5,Achillea millefolium,21/08/74,233,4,36
1974,WM5,Achillea millefolium,23/08/74,235,4,40
1974,WM5,Achillea millefolium,25/08/74,237,4,44
1974,WM5,Achillea millefolium,27/08/74,239,4,48
1974,WM5,Achillea millefolium,29/08/74,241,4,52
1974,WM5,Achillea millefolium,1/09/74,244,4,56
1975,EM1,Achillea millefolium,12/08/75,224,1,1
1975,EM1,Achillea millefolium,16/08/75,228,1,2
1975,EM1,Achillea millefolium,19/08/75,231,1,3
1975,EM1,Achillea millefolium,22/08/75,234,1,4
1975,EM1,Achillea millefolium,24/08/75,236,1,5
1975,EM1,Achillea millefolium,28/08/75,240,1,6
1975,EM1,Achillea millefolium,31/08/75,243,1,7
1975,EM1,Achillea millefolium,3/09/75,246,1,8
1975,EM1,Achillea millefolium,6/09/75,249,1,9
1975,EM1,Achillea millefolium,8/09/75,251,1,10
1975,INT1,Achillea millefolium,3/08/75,215,2,2
1975,INT1,Achillea millefolium,6/08/75,218,2,4
1975,INT1,Achillea millefolium,9/08/75,221,2,6
1975,INT1,Achillea millefolium,12/08/75,224,2,8
1975,INT1,Achillea millefolium,16/08/75,228,2,10
1975,INT1,Achillea millefolium,19/08/75,231,2,12
1975,INT1,Achillea millefolium,22/08/75,234,2,14
1975,INT1,Achillea millefolium,24/08/75,236,2,16
1975,INT1,Achillea millefolium,28/08/75,240,2,18
1975,INT1,Achillea millefolium,31/08/75,243,2,20
1975,INT1,Achillea millefolium,3/09/75,246,2,22
1975,INT1,Achillea millefolium,6/09/75,249,2,24
1975,INT1,Achillea millefolium,8/09/75,251,2,26
1975,WM1,Achillea millefolium,3/08/75,215,1,1
1975,WM1,Achillea millefolium,6/08/75,218,2,3
1975,WM1,Achillea millefolium,9/08/75,221,2,5
1975,WM1,Achillea millefolium,12/08/75,224,5,10
1975,WM1,Achillea millefolium,16/08/75,228,4,14
1975,WM1,Achillea millefolium,19/08/75,231,4,18
1975,WM1,Achillea millefolium,22/08/75,234,4,22
1975,WM1,Achillea millefolium,24/08/75,236,6,28
1975,WM1,Achillea millefolium,28/08/75,240,6,34
1975,WM1,Achillea millefolium,31/08/75,243,6,40
1975,WM1,Achillea millefolium,3/09/75,246,6,46
1975,WM1,Achillea millefolium,6/09/75,249,3,49
1975,WM1,Achillea millefolium,8/09/75,251,3,52
1975,WM2,Achillea millefolium,30/07/75,211,1,1
1975,WM2,Achillea millefolium,3/08/75,215,4,5
1975,WM2,Achillea millefolium,6/08/75,218,5,10
1975,WM2,Achillea millefolium,9/08/75,221,6,16
1975,WM2,Achillea millefolium,12/08/75,224,11,27
1975,WM2,Achillea millefolium,16/08/75,228,9,36
1975,WM2,Achillea millefolium,19/08/75,231,9,45
1975,WM2,Achillea millefolium,22/08/75,234,17,62
1975,WM2,Achillea millefolium,24/08/75,236,16,78
1975,WM2,Achillea millefolium,28/08/75,240,19,97
1975,WM2,Achillea millefolium,31/08/75,243,17,114
1975,WM2,Achillea millefolium,3/09/75,246,16,130
1975,WM2,Achillea millefolium,6/09/75,249,15,145
1975,WM2,Achillea millefolium,8/09/75,251,15,160
1975,WM3,Achillea millefolium,19/08/75,231,1,1
1975,WM4,Achillea millefolium,6/08/75,218,2,2
1975,WM4,Achillea millefolium,9/08/75,221,3,5
1975,WM4,Achillea millefolium,12/08/75,224,4,9
1975,WM4,Achillea millefolium,16/08/75,228,4,13
1975,WM4,Achillea millefolium,19/08/75,231,4,17
1975,WM4,Achillea millefolium,22/08/75,234,6,23
1975,WM4,Achillea millefolium,24/08/75,236,6,29
1975,WM4,Achillea millefolium,28/08/75,240,6,35
1975,WM4,Achillea millefolium,31/08/75,243,8,43
1975,WM4,Achillea millefolium,3/09/75,246,8,51
1975,WM4,Achillea millefolium,6/09/75,249,7,58
1975,WM4,Achillea millefolium,8/09/75,251,7,65
1977,EM1,Achillea millefolium,29/07/77,210,1,1
1977,EM1,Achillea millefolium,3/08/77,215,1,2
1977,EM1,Achillea millefolium,6/08/77,218,1,3
1977,EM1,Achillea millefolium,8/08/77,220,1,4
1977,EM1,Achillea millefolium,14/08/77,226,1,5
1977,EM1,Achillea millefolium,16/08/77,228,1,6
1977,EM1,Achillea millefolium,18/08/77,230,1,7
1977,INT1,Achillea millefolium,13/07/77,194,1,1
1977,INT1,Achillea millefolium,18/07/77,199,1,2
1977,INT1,Achillea millefolium,23/07/77,204,1,3
1977,INT1,Achillea millefolium,26/07/77,207,1,4
1977,INT1,Achillea millefolium,29/07/77,210,1,5
1977,INT1,Achillea millefolium,3/08/77,215,1,6
1977,INT1,Achillea millefolium,6/08/77,218,1,7
1977,INT1,Achillea millefolium,8/08/77,220,1,8
1977,INT1,Achillea millefolium,14/08/77,226,1,9
1977,INT1,Achillea millefolium,16/08/77,228,1,10
1977,INT1,Achillea millefolium,18/08/77,230,1,11
1977,INT3,Achillea millefolium,6/07/77,187,2,2
1977,INT3,Achillea millefolium,8/07/77,189,2,4
1977,INT3,Achillea millefolium,11/07/77,192,3,7
1977,INT3,Achillea millefolium,13/07/77,194,1,8
1977,INT3,Achillea millefolium,18/07/77,199,3,11
1977,INT3,Achillea millefolium,23/07/77,204,4,15
1977,INT3,Achillea millefolium,26/07/77,207,4,19
1977,INT3,Achillea millefolium,29/07/77,210,4,23
1977,INT3,Achillea millefolium,3/08/77,215,4,27
1977,INT3,Achillea millefolium,6/08/77,218,4,31
1977,INT3,Achillea millefolium,8/08/77,220,4,35
1977,INT3,Achillea millefolium,14/08/77,226,4,39
1977,INT3,Achillea millefolium,16/08/77,228,4,43
1977,INT3,Achillea millefolium,18/08/77,230,4,47
1977,INT4,Achillea millefolium,18/07/77,199,2,2
1977,INT4,Achillea millefolium,23/07/77,204,2,4
1977,INT4,Achillea millefolium,26/07/77,207,2,6
1977,INT4,Achillea millefolium,29/07/77,210,2,8
1977,INT4,Achillea millefolium,3/08/77,215,1,9
1977,INT4,Achillea millefolium,6/08/77,218,1,10
1977,INT4,Achillea millefolium,8/08/77,220,1,11
1977,INT4,Achillea millefolium,14/08/77,226,1,12
1977,INT4,Achillea millefolium,16/08/77,228,1,13
1977,WM1,Achillea millefolium,23/07/77,204,1,1
1977,WM1,Achillea millefolium,26/07/77,207,1,2
1977,WM1,Achillea millefolium,29/07/77,210,1,3
1977,WM1,Achillea millefolium,3/08/77,215,3,6
1977,WM1,Achillea millefolium,6/08/77,218,4,10
1977,WM1,Achillea millefolium,8/08/77,220,4,14
1977,WM1,Achillea millefolium,14/08/77,226,3,17
1977,WM1,Achillea millefolium,16/08/77,228,3,20
1977,WM1,Achillea millefolium,18/08/77,230,3,23
1977,WM2,Achillea millefolium,6/07/77,187,5,5
1977,WM2,Achillea millefolium,8/07/77,189,6,11
1977,WM2,Achillea millefolium,11/07/77,192,6,17
1977,WM2,Achillea millefolium,13/07/77,194,7,24
1977,WM2,Achillea millefolium,18/07/77,199,7,31
1977,WM2,Achillea millefolium,23/07/77,204,8,39
1977,WM2,Achillea millefolium,26/07/77,207,7,46
1977,WM2,Achillea millefolium,29/07/77,210,5,51
1977,WM2,Achillea millefolium,3/08/77,215,5,56
1977,WM2,Achillea millefolium,6/08/77,218,6,62
1977,WM2,Achillea millefolium,8/08/77,220,4,66
1977,WM2,Achillea millefolium,14/08/77,226,5,71
1977,WM2,Achillea millefolium,16/08/77,228,4,75
1977,WM2,Achillea millefolium,18/08/77,230,5,80
1977,WM3,Achillea millefolium,6/07/77,187,1,1
1977,WM3,Achillea millefolium,8/07/77,189,1,2
1977,WM3,Achillea millefolium,11/07/77,192,1,3
1977,WM3,Achillea millefolium,13/07/77,194,1,4
1977,WM3,Achillea millefolium,18/07/77,199,1,5
1977,WM3,Achillea millefolium,23/07/77,204,1,6
1977,WM3,Achillea millefolium,26/07/77,207,1,7
1977,WM3,Achillea millefolium,29/07/77,210,1,8
1977,WM3,Achillea millefolium,3/08/77,215,1,9
1977,WM4,Achillea millefolium,6/07/77,187,2,2
1977,WM4,Achillea millefolium,8/07/77,189,2,4
1977,WM4,Achillea millefolium,11/07/77,192,2,6
1977,WM4,Achillea millefolium,13/07/77,194,2,8
1977,WM4,Achillea millefolium,18/07/77,199,8,16
1977,WM4,Achillea millefolium,23/07/77,204,10,26
1977,WM4,Achillea millefolium,26/07/77,207,10,36
1977,WM4,Achillea millefolium,29/07/77,210,10,46
1977,WM4,Achillea millefolium,3/08/77,215,8,54
1977,WM4,Achillea millefolium,6/08/77,218,7,61
1977,WM4,Achillea millefolium,8/08/77,220,4,65
1977,WM4,Achillea millefolium,14/08/77,226,4,69
1977,WM4,Achillea millefolium,16/08/77,228,3,72
1977,WM4,Achillea millefolium,18/08/77,230,3,75
1977,WM5,Achillea millefolium,13/07/77,194,1,1
1977,WM5,Achillea millefolium,18/07/77,199,5,6
1977,WM5,Achillea millefolium,23/07/77,204,7,13
1977,WM5,Achillea millefolium,26/07/77,207,7,20
1977,WM5,Achillea millefolium,29/07/77,210,7,27
1977,WM5,Achillea millefolium,3/08/77,215,6,33
1977,WM5,Achillea millefolium,6/08/77,218,5,38
1977,WM5,Achillea millefolium,8/08/77,220,5,43
1977,WM5,Achillea millefolium,14/08/77,226,4,47
1977,WM5,Achillea millefolium,16/08/77,228,4,51
1977,WM5,Achillea millefolium,18/08/77,230,5,56
1979,INT3,Achillea millefolium,11/08/79,223,1,1
1979,INT3,Achillea millefolium,13/08/79,225,3,4
1979,INT3,Achillea millefolium,14/08/79,226,3,7
1979,INT3,Achillea millefolium,16/08/79,228,3,10
1979,INT3,Achillea millefolium,23/08/79,235,3,13
1979,INT3,Achillea millefolium,27/08/79,239,3,16
1979,INT3,Achillea millefolium,29/08/79,241,3,19
1979,INT3,Achillea millefolium,31/08/79,243,3,22
1979,INT3,Achillea millefolium,3/09/79,246,3,25
1979,INT3,Achillea millefolium,5/09/79,248,3,28
1979,INT3,Achillea millefolium,7/09/79,250,3,31
1979,INT3,Achillea millefolium,10/09/79,253,3,34
1979,INT3,Achillea millefolium,14/09/79,257,3,37
1979,INT3,Achillea millefolium,17/09/79,260,3,40
1979,WM2,Achillea millefolium,23/07/79,204,1,1
1979,WM2,Achillea millefolium,25/07/79,206,1,2
1979,WM2,Achillea millefolium,28/07/79,209,1,3
1979,WM2,Achillea millefolium,30/07/79,211,1,4
1979,WM2,Achillea millefolium,1/08/79,213,1,5
1979,WM2,Achillea millefolium,3/08/79,215,1,6
1979,WM2,Achillea millefolium,5/08/79,217,1,7
1979,WM2,Achillea millefolium,7/08/79,219,1,8
1979,WM2,Achillea millefolium,9/08/79,221,1,9
1979,WM2,Achillea millefolium,11/08/79,223,1,10
1979,WM2,Achillea millefolium,13/08/79,225,1,11
1979,WM2,Achillea millefolium,14/08/79,226,1,12
1979,WM2,Achillea millefolium,16/08/79,228,1,13
1979,WM2,Achillea millefolium,23/08/79,235,1,14
1979,WM2,Achillea millefolium,27/08/79,239,1,15
1979,WM2,Achillea millefolium,29/08/79,241,1,16
1979,WM2,Achillea millefolium,31/08/79,243,1,17
1979,WM2,Achillea millefolium,3/09/79,246,1,18
1979,WM2,Achillea millefolium,5/09/79,248,1,19
1979,WM2,Achillea millefolium,7/09/79,250,1,20
1979,WM2,Achillea millefolium,10/09/79,253,1,21
1979,WM2,Achillea millefolium,14/09/79,257,1,22
1980,INT3,Achillea millefolium,23/07/80,205,1,1
1980,INT3,Achillea millefolium,25/07/80,207,1,2
1980,INT3,Achillea millefolium,29/07/80,211,1,3
1980,INT3,Achillea millefolium,31/07/80,213,3,6
1980,INT3,Achillea millefolium,2/08/80,215,3,9
1980,INT3,Achillea millefolium,6/08/80,219,3,12
1980,INT3,Achillea millefolium,8/08/80,221,3,15
1980,INT3,Achillea millefolium,10/08/80,223,3,18
1980,INT3,Achillea millefolium,14/08/80,227,3,21
1980,INT3,Achillea millefolium,18/08/80,231,3,24
1980,INT3,Achillea millefolium,21/08/80,234,3,27
1980,INT3,Achillea millefolium,22/08/80,235,3,30
1980,INT3,Achillea millefolium,24/08/80,237,2,32
1980,INT3,Achillea millefolium,27/08/80,240,2,34
1980,INT3,Achillea millefolium,30/08/80,243,2,36
1980,INT3,Achillea millefolium,2/09/80,246,2,38
1980,INT3,Achillea millefolium,5/09/80,249,2,40
1980,INT3,Achillea millefolium,9/09/80,253,1,41
1980,INT3,Achillea millefolium,12/09/80,256,1,42
1980,INT3,Achillea millefolium,15/09/80,259,1,43
1980,INT3,Achillea millefolium,18/09/80,262,1,44
1980,WM1,Achillea millefolium,27/08/80,240,1,1
1980,WM1,Achillea millefolium,30/08/80,243,2,3
1980,WM1,Achillea millefolium,2/09/80,246,1,4
1980,WM2,Achillea millefolium,29/07/80,211,1,1
1980,WM2,Achillea millefolium,31/07/80,213,1,2
1980,WM2,Achillea millefolium,2/08/80,215,2,4
1980,WM2,Achillea millefolium,6/08/80,219,2,6
1980,WM2,Achillea millefolium,8/08/80,221,4,10
1980,WM2,Achillea millefolium,10/08/80,223,4,14
1980,WM2,Achillea millefolium,14/08/80,227,4,18
1980,WM2,Achillea millefolium,18/08/80,231,4,22
1980,WM2,Achillea millefolium,21/08/80,234,4,26
1980,WM2,Achillea millefolium,22/08/80,235,5,31
1980,WM2,Achillea millefolium,24/08/80,237,5,36
1980,WM2,Achillea millefolium,27/08/80,240,4,40
1980,WM2,Achillea millefolium,30/08/80,243,4,44
1980,WM2,Achillea millefolium,2/09/80,246,4,48
1980,WM2,Achillea millefolium,5/09/80,249,2,50
1980,WM2,Achillea millefolium,9/09/80,253,2,52
1980,WM2,Achillea millefolium,12/09/80,256,2,54
1980,WM2,Achillea millefolium,15/09/80,259,1,55
1980,WM2,Achillea millefolium,18/09/80,262,1,56
1980,WM2,Achillea millefolium,22/09/80,266,2,58
1980,WM3,Achillea millefolium,23/07/80,205,1,1
1980,WM3,Achillea millefolium,25/07/80,207,1,2
1980,WM3,Achillea millefolium,29/07/80,211,2,4
1980,WM3,Achillea millefolium,31/07/80,213,2,6
1980,WM3,Achillea millefolium,2/08/80,215,2,8
1980,WM3,Achillea millefolium,6/08/80,219,2,10
1980,WM3,Achillea millefolium,8/08/80,221,2,12
1980,WM3,Achillea millefolium,10/08/80,223,2,14
1980,WM3,Achillea millefolium,14/08/80,227,1,15
1980,WM3,Achillea millefolium,18/08/80,231,1,16
1980,WM3,Achillea millefolium,21/08/80,234,1,17
1980,WM3,Achillea millefolium,22/08/80,235,1,18
1980,WM3,Achillea millefolium,24/08/80,237,1,19
1980,WM3,Achillea millefolium,27/08/80,240,1,20
1980,WM3,Achillea millefolium,30/08/80,243,1,21
1980,WM3,Achillea millefolium,2/09/80,246,1,22
1980,WM3,Achillea millefolium,5/09/80,249,1,23
1980,WM4,Achillea millefolium,8/08/80,221,1,1
1980,WM4,Achillea millefolium,10/08/80,223,1,2
1980,WM4,Achillea millefolium,14/08/80,227,1,3
1980,WM4,Achillea millefolium,18/08/80,231,1,4
1980,WM4,Achillea millefolium,21/08/80,234,3,7
1980,WM4,Achillea millefolium,22/08/80,235,2,9
1980,WM4,Achillea millefolium,24/08/80,237,3,12
1980,WM4,Achillea millefolium,27/08/80,240,4,16
1980,WM4,Achillea millefolium,30/08/80,243,3,19
1980,WM4,Achillea millefolium,2/09/80,246,1,20
1980,WM4,Achillea millefolium,5/09/80,249,1,21
1980,WM4,Achillea millefolium,9/09/80,253,1,22
1980,WM5,Achillea millefolium,8/08/80,221,1,1
1980,WM5,Achillea millefolium,10/08/80,223,1,2
1980,WM5,Achillea millefolium,14/08/80,227,1,3
1980,WM5,Achillea millefolium,18/08/80,231,1,4
1980,WM5,Achillea millefolium,21/08/80,234,1,5
1980,WM5,Achillea millefolium,22/08/80,235,1,6
1980,WM5,Achillea millefolium,24/08/80,237,1,7
1980,WM5,Achillea millefolium,27/08/80,240,1,8
1981,EM1,Achillea millefolium,18/07/81,199,1,1
1981,EM1,Achillea millefolium,20/07/81,201,1,2
1981,EM1,Achillea millefolium,23/07/81,204,1,3
1981,EM1,Achillea millefolium,25/07/81,206,1,4
1981,EM1,Achillea millefolium,27/07/81,208,1,5
1981,EM1,Achillea millefolium,30/07/81,211,2,7
1981,EM1,Achillea millefolium,2/08/81,214,2,9
1981,EM1,Achillea millefolium,4/08/81,216,2,11
1981,EM1,Achillea millefolium,6/08/81,218,2,13
1981,EM1,Achillea millefolium,9/08/81,221,2,15
1981,EM1,Achillea millefolium,12/08/81,224,2,17
1981,EM1,Achillea millefolium,15/08/81,227,3,20
1981,EM1,Achillea millefolium,17/08/81,229,2,22
1981,EM1,Achillea millefolium,20/08/81,232,2,24
1981,EM1,Achillea millefolium,24/08/81,236,2,26
1981,EM1,Achillea millefolium,26/08/81,238,2,28
1981,EM1,Achillea millefolium,28/08/81,240,2,30
1981,EM1,Achillea millefolium,31/08/81,243,2,32
1981,EM1,Achillea millefolium,2/09/81,245,2,34
1981,EM1,Achillea millefolium,5/09/81,248,2,36
1981,EM1,Achillea millefolium,8/09/81,251,2,38
1981,EM1,Achillea millefolium,12/09/81,255,1,39
1981,INT3,Achillea millefolium,1/07/81,182,2,2
1981,INT3,Achillea millefolium,3/07/81,184,2,4
1981,INT3,Achillea millefolium,7/07/81,188,3,7
1981,INT3,Achillea millefolium,9/07/81,190,4,11
1981,INT3,Achillea millefolium,12/07/81,193,4,15
1981,INT3,Achillea millefolium,14/07/81,195,4,19
1981,INT3,Achillea millefolium,16/07/81,197,4,23
1981,INT3,Achillea millefolium,18/07/81,199,4,27
1981,INT3,Achillea millefolium,20/07/81,201,4,31
1981,INT3,Achillea millefolium,23/07/81,204,5,36
1981,INT3,Achillea millefolium,25/07/81,206,5,41
1981,INT3,Achillea millefolium,27/07/81,208,5,46
1981,INT3,Achillea millefolium,30/07/81,211,5,51
1981,INT3,Achillea millefolium,2/08/81,214,5,56
1981,INT3,Achillea millefolium,4/08/81,216,5,61
1981,INT3,Achillea millefolium,6/08/81,218,5,66
1981,INT3,Achillea millefolium,9/08/81,221,5,71
1981,INT3,Achillea millefolium,12/08/81,224,5,76
1981,INT3,Achillea millefolium,15/08/81,227,3,79
1981,INT3,Achillea millefolium,17/08/81,229,5,84
1981,INT3,Achillea millefolium,20/08/81,232,3,87
1981,INT3,Achillea millefolium,22/08/81,234,2,89
1981,INT3,Achillea millefolium,24/08/81,236,2,91
1981,INT3,Achillea millefolium,26/08/81,238,1,92
1981,INT3,Achillea millefolium,28/08/81,240,1,93
1981,INT3,Achillea millefolium,31/08/81,243,1,94
1981,INT3,Achillea millefolium,2/09/81,245,1,95
1981,INT3,Achillea millefolium,5/09/81,248,1,96
1981,INT3,Achillea millefolium,12/09/81,255,1,97
1981,INT3,Achillea millefolium,16/09/81,259,1,98
1981,INT3,Achillea millefolium,19/09/81,262,1,99
1981,WM1,Achillea millefolium,9/08/81,221,1,1
1981,WM1,Achillea millefolium,12/08/81,224,1,2
1981,WM1,Achillea millefolium,17/08/81,229,1,3
1981,WM1,Achillea millefolium,20/08/81,232,1,4
1981,WM1,Achillea millefolium,22/08/81,234,1,5
1981,WM1,Achillea millefolium,24/08/81,236,1,6
1981,WM1,Achillea millefolium,28/08/81,240,1,7
1981,WM1,Achillea millefolium,31/08/81,243,1,8
1981,WM1,Achillea millefolium,2/09/81,245,1,9
1981,WM1,Achillea millefolium,5/09/81,248,1,10
1981,WM1,Achillea millefolium,8/09/81,251,1,11
1981,WM1,Achillea millefolium,12/09/81,255,1,12
1981,WM1,Achillea millefolium,16/09/81,259,1,13
1981,WM1,Achillea millefolium,19/09/81,262,1,14
1981,WM2,Achillea millefolium,3/07/81,184,2,2
1981,WM2,Achillea millefolium,7/07/81,188,3,5
1981,WM2,Achillea millefolium,9/07/81,190,4,9
1981,WM2,Achillea millefolium,12/07/81,193,8,17
1981,WM2,Achillea millefolium,14/07/81,195,9,26
1981,WM2,Achillea millefolium,16/07/81,197,11,37
1981,WM2,Achillea millefolium,18/07/81,199,11,48
1981,WM2,Achillea millefolium,20/07/81,201,11,59
1981,WM2,Achillea millefolium,23/07/81,204,12,71
1981,WM2,Achillea millefolium,25/07/81,206,13,84
1981,WM2,Achillea millefolium,27/07/81,208,13,97
1981,WM2,Achillea millefolium,30/07/81,211,13,110
1981,WM2,Achillea millefolium,2/08/81,214,14,124
1981,WM2,Achillea millefolium,4/08/81,216,13,137
1981,WM2,Achillea millefolium,6/08/81,218,13,150
1981,WM2,Achillea millefolium,9/08/81,221,13,163
1981,WM2,Achillea millefolium,12/08/81,224,14,177
1981,WM2,Achillea millefolium,15/08/81,227,14,191
1981,WM2,Achillea millefolium,17/08/81,229,13,204
1981,WM2,Achillea millefolium,20/08/81,232,13,217
1981,WM2,Achillea millefolium,22/08/81,234,8,225
1981,WM2,Achillea millefolium,24/08/81,236,6,231
1981,WM2,Achillea millefolium,26/08/81,238,5,236
1981,WM2,Achillea millefolium,28/08/81,240,4,240
1981,WM2,Achillea millefolium,31/08/81,243,3,243
1981,WM2,Achillea millefolium,2/09/81,245,3,246
1981,WM2,Achillea millefolium,5/09/81,248,3,249
1981,WM2,Achillea millefolium,8/09/81,251,3,252
1981,WM2,Achillea millefolium,12/09/81,255,3,255
1981,WM2,Achillea millefolium,16/09/81,259,3,258
1981,WM2,Achillea millefolium,19/09/81,262,2,260
1981,WM3,Achillea millefolium,8/09/81,251,2,2
1981,WM4,Achillea millefolium,12/07/81,193,1,1
1981,WM4,Achillea millefolium,14/07/81,195,1,2
1981,WM4,Achillea millefolium,16/07/81,197,2,4
1981,WM4,Achillea millefolium,18/07/81,199,2,6
1981,WM4,Achillea millefolium,20/07/81,201,2,8
1981,WM4,Achillea millefolium,23/07/81,204,2,10
1981,WM4,Achillea millefolium,25/07/81,206,3,13
1981,WM4,Achillea millefolium,27/07/81,208,3,16
1981,WM4,Achillea millefolium,30/07/81,211,3,19
1981,WM4,Achillea millefolium,2/08/81,214,3,22
1981,WM4,Achillea millefolium,4/08/81,216,3,25
1981,WM4,Achillea millefolium,6/08/81,218,3,28
1981,WM4,Achillea millefolium,9/08/81,221,3,31
1981,WM4,Achillea millefolium,12/08/81,224,2,33
1981,WM4,Achillea millefolium,15/08/81,227,2,35
1981,WM4,Achillea millefolium,17/08/81,229,3,38
1981,WM4,Achillea millefolium,20/08/81,232,3,41
1981,WM4,Achillea millefolium,22/08/81,234,3,44
1981,WM4,Achillea millefolium,24/08/81,236,3,47
