"species","doy","year","source"
"Pinus_sylvestris",135.574985851726,1994,"pep725"
"Pinus_sylvestris",139.25955967555,1995,"pep725"
"Pinus_sylvestris",144.378788468777,1996,"pep725"
"Pinus_sylvestris",138.022519780889,1997,"pep725"
"Pinus_sylvestris",133.515281173594,1998,"pep725"
"Pinus_sylvestris",135.492307692308,1999,"pep725"
"Pinus_sylvestris",129.645518037451,2000,"pep725"
"Pinus_sylvestris",138.019718309859,2006,"pep725"
"Pinus_sylvestris",127.455837563452,2007,"pep725"
"Pinus_sylvestris",133.865477499357,2008,"pep725"
"Pinus_sylvestris",127.880781089414,2009,"pep725"
"Pinus_sylvestris",139.401898734177,2010,"pep725"
"Pinus_sylvestris",127.244588744589,2011,"pep725"
"Pinus_sylvestris",133.622956804865,2012,"pep725"
"Pinus_sylvestris",141.479954180985,2013,"pep725"
"Betula_pendula",104.75,1961,"pep725"
"Betula_pendula",116.625,1962,"pep725"
"Betula_pendula",115.625,1963,"pep725"
"Betula_pendula",117.55293715847,1964,"pep725"
"Betula_pendula",119.466666666667,1965,"pep725"
"Betula_pendula",113.333333333333,1966,"pep725"
"Betula_pendula",110.8125,1967,"pep725"
"Betula_pendula",110.253491196114,1968,"pep725"
"Betula_pendula",121,1969,"pep725"
"Betula_pendula",119.55,1970,"pep725"
"Betula_pendula",114.772727272727,1971,"pep725"
"Betula_pendula",112.292349726776,1972,"pep725"
"Betula_pendula",114.782608695652,1973,"pep725"
"Betula_pendula",115.263157894737,1974,"pep725"
"Betula_pendula",110.238095238095,1975,"pep725"
"Betula_pendula",120.469945355191,1976,"pep725"
"Betula_pendula",107.545454545455,1977,"pep725"
"Betula_pendula",115.52,1978,"pep725"
"Betula_pendula",115.65,1979,"pep725"
"Betula_pendula",126.279030054645,1980,"pep725"
"Betula_pendula",118.761904761905,1981,"pep725"
"Betula_pendula",119.304347826087,1982,"pep725"
"Betula_pendula",114.363636363636,1983,"pep725"
"Betula_pendula",115.483606557377,1984,"pep725"
"Betula_pendula",117.04347826087,1985,"pep725"
"Betula_pendula",115.444444444444,1986,"pep725"
"Betula_pendula",116.782608695652,1987,"pep725"
"Betula_pendula",114.945949156569,1988,"pep725"
"Betula_pendula",103.217391304348,1989,"pep725"
"Betula_pendula",93.5909090909091,1990,"pep725"
"Fagus_sylvatica",116,1961,"pep725"
"Fagus_sylvatica",135,1962,"pep725"
"Fagus_sylvatica",128,1963,"pep725"
"Fagus_sylvatica",117.677595628416,1964,"pep725"
"Fagus_sylvatica",121.2,1965,"pep725"
"Fagus_sylvatica",115,1966,"pep725"
"Fagus_sylvatica",115.2,1967,"pep725"
"Fagus_sylvatica",113.289617486339,1968,"pep725"
"Fagus_sylvatica",121,1969,"pep725"
"Fagus_sylvatica",120.4,1970,"pep725"
"Fagus_sylvatica",114.75,1971,"pep725"
"Fagus_sylvatica",114.020947176685,1972,"pep725"
"Fagus_sylvatica",115.666666666667,1973,"pep725"
"Fagus_sylvatica",111.333333333333,1974,"pep725"
"Fagus_sylvatica",113.75,1975,"pep725"
"Fagus_sylvatica",124.990892531876,1976,"pep725"
"Fagus_sylvatica",106.333333333333,1977,"pep725"
"Fagus_sylvatica",126.333333333333,1978,"pep725"
"Fagus_sylvatica",119,1979,"pep725"
"Fagus_sylvatica",114.353369763206,1980,"pep725"
"Fagus_sylvatica",111.333333333333,1981,"pep725"
"Fagus_sylvatica",123.333333333333,1982,"pep725"
"Fagus_sylvatica",134,1983,"pep725"
"Fagus_sylvatica",113.439207650273,1984,"pep725"
"Fagus_sylvatica",120,1985,"pep725"
"Fagus_sylvatica",121.6,1986,"pep725"
"Fagus_sylvatica",120,1987,"pep725"
"Fagus_sylvatica",117.178961748634,1988,"pep725"
"Fagus_sylvatica",105.75,1989,"pep725"
"Fagus_sylvatica",103.6,1990,"pep725"
"Fagus_sylvatica",107.4,1991,"pep725"
"Fagus_sylvatica",115.433743169399,1992,"pep725"
"Fagus_sylvatica",124,1993,"pep725"
"Fagus_sylvatica",104.2,1994,"pep725"
"Fagus_sylvatica",117.5,1995,"pep725"
"Fagus_sylvatica",120.868852459016,1996,"pep725"
"Fagus_sylvatica",120.5,1997,"pep725"
"Fagus_sylvatica",110.5,1998,"pep725"
"Fagus_sylvatica",111,1999,"pep725"
"Fagus_sylvatica",113.937841530054,2000,"pep725"
"Fagus_sylvatica",107.25,2001,"pep725"
"Fagus_sylvatica",111,2002,"pep725"
"Fagus_sylvatica",122.8,2003,"pep725"
"Fagus_sylvatica",120.868852459016,2004,"pep725"
"Fagus_sylvatica",119.75,2005,"pep725"
"Fagus_sylvatica",119.2,2006,"pep725"
"Fagus_sylvatica",109.2,2007,"pep725"
"Fagus_sylvatica",115.018214936248,2008,"pep725"
"Fagus_sylvatica",111.25,2009,"pep725"
"Fagus_sylvatica",112.666666666667,2010,"pep725"
"Fagus_sylvatica",123.25,2011,"pep725"
"Fagus_sylvatica",114.187158469946,2012,"pep725"
"Fagus_sylvatica",115.5,2013,"pep725"
"Fagus_sylvatica",106.666666666667,2014,"pep725"
"Fagus_sylvatica",106.5,2015,"pep725"
"Fagus_sylvatica",138,1954,"pep725"
"Pinus_sylvestris",146,2014,"pep725"
"Aquilegia_canadensis",127,1970,"mones_2001"
"Aquilegia_canadensis",114,1971,"mones_2001"
"Aquilegia_canadensis",122.66393442623,1972,"mones_2001"
"Aquilegia_canadensis",96,1973,"mones_2001"
"Aquilegia_canadensis",110,1974,"mones_2001"
"Aquilegia_canadensis",94.7404371584699,1976,"mones_2001"
"Aquilegia_canadensis",120,1977,"mones_2001"
"Aquilegia_canadensis",118,1978,"mones_2001"
"Aquilegia_canadensis",112,1979,"mones_2001"
"Aquilegia_canadensis",108.70218579235,1980,"mones_2001"
"Aquilegia_canadensis",101,1981,"mones_2001"
"Aquilegia_canadensis",103,1982,"mones_2001"
"Aquilegia_canadensis",114,1983,"mones_2001"
"Aquilegia_canadensis",96,1985,"mones_2001"
"Aquilegia_canadensis",109,1986,"mones_2001"
"Aquilegia_canadensis",101,1987,"mones_2001"
"Aquilegia_canadensis",99.7267759562842,1988,"mones_2001"
"Aquilegia_canadensis",98,1989,"mones_2001"
"Aquilegia_canadensis",87,1990,"mones_2001"
"Aquilegia_canadensis",105,1994,"mones_2001"
"Aquilegia_canadensis",105,1995,"mones_2001"
"Aquilegia_canadensis",110.696721311475,1996,"mones_2001"
"Aquilegia_canadensis",95,1997,"mones_2001"
"Aquilegia_canadensis",94,1998,"mones_2001"
"Aquilegia_canadensis",100,1999,"mones_2001"
"Betula_pendula",105.736607142857,2007,"uknc"
"Betula_pendula",112.711202185792,2008,"uknc"
"Betula_pendula",106.336448598131,2009,"uknc"
"Betula_pendula",114.654353562005,2010,"uknc"
"Betula_pendula",102.220149253731,2011,"uknc"
"Betula_pendula",104.315796921603,2012,"uknc"
"Betula_pendula",123.754385964912,2013,"uknc"
"Betula_pendula",102.300632911392,2014,"uknc"
"Betula_pendula",113.428571428571,2015,"uknc"
"Betula_pendula",116.222565618561,2016,"uknc"
"Plantago_major",136.625683060109,2000,"uknc"
"Vinca_minor",45.8743169398907,2000,"uknc"
"Betula_pendula",98.5300546448088,2000,"uknc"
"Fagus_sylvatica",126.653005464481,2000,"uknc"
"Vinca_minor",63,2001,"uknc"
"Plantago_major",138,2002,"uknc"
"Vinca_minor",44,2002,"uknc"
"Betula_pendula",109.14693877551,2003,"uknc"
"Plantago_major",146,2003,"uknc"
"Persicaria_lapathifolia",131,2003,"uknc"
"Vinca_minor",19,2003,"uknc"
"Betula_pendula",107.258846698737,2004,"uknc"
"Plantago_major",168.53825136612,2004,"uknc"
"Vinca_minor",46.8715846994535,2004,"uknc"
"Betula_pendula",111.133333333333,2005,"uknc"
"Vinca_minor",1,2005,"uknc"
"Betula_pendula",115.441176470588,2006,"uknc"
"Plantago_major",166.543715846995,1952,"uknc"
"Vinca_minor",37.896174863388,1952,"uknc"
"Fagus_sylvatica",121.666666666667,1952,"uknc"
"Plantago_major",156,1953,"uknc"
"Vinca_minor",59,1953,"uknc"
"Fagus_sylvatica",123,1953,"uknc"
"Persicaria_lapathifolia",217,1953,"uknc"
"Plantago_major",168,1954,"uknc"
"Vinca_minor",83,1954,"uknc"
"Persicaria_lapathifolia",202.5,1954,"uknc"
"Betula_pendula",102,1954,"uknc"
"Plantago_major",167,1955,"uknc"
"Vinca_minor",64,1955,"uknc"
"Persicaria_lapathifolia",232,1955,"uknc"
"Betula_pendula",118,1955,"uknc"
"Fagus_sylvatica",137,1955,"uknc"
"Plantago_major",171.031420765028,1956,"uknc"
"Vinca_minor",0.997267759562842,1956,"uknc"
"Persicaria_lapathifolia",201.946721311475,1956,"uknc"
"Fagus_sylvatica",129.64480874317,1956,"uknc"
"Betula_pendula",108.70218579235,1956,"uknc"
"Persicaria_lapathifolia",192,1957,"uknc"
"Plantago_major",170.5,1957,"uknc"
"Vinca_minor",43.5,1957,"uknc"
"Betula_pendula",94.5,1957,"uknc"
"Persicaria_lapathifolia",202,1958,"uknc"
"Plantago_major",173.5,1958,"uknc"
"Vinca_minor",76,1958,"uknc"
"Fagus_sylvatica",126.5,1958,"uknc"
"Betula_pendula",119,1958,"uknc"
"Persicaria_lapathifolia",200.5,1959,"uknc"
"Plantago_major",158.5,1959,"uknc"
"Vinca_minor",77,1959,"uknc"
"Betula_pendula",118,1959,"uknc"
"Betula_pendula",105.710382513661,1960,"uknc"
"Plantago_major",183.497267759563,1960,"uknc"
"Vinca_minor",67.8142076502732,1960,"uknc"
"Fagus_sylvatica",127.650273224044,1960,"uknc"
"Betula_pendula",74,1961,"uknc"
"Vinca_minor",64,1961,"uknc"
"Persicaria_lapathifolia",218,1961,"uknc"
"Betula_pendula",121,1962,"uknc"
"Plantago_major",182,1962,"uknc"
"Vinca_minor",87,1962,"uknc"
"Fagus_sylvatica",133,1962,"uknc"
"Betula_pendula",112,1963,"uknc"
"Plantago_major",172,1963,"uknc"
"Persicaria_lapathifolia",210,1963,"uknc"
"Fagus_sylvatica",131,1963,"uknc"
"Betula_pendula",128.647540983607,1964,"uknc"
"Plantago_major",148.592896174863,1964,"uknc"
"Fagus_sylvatica",129.644808743169,1964,"uknc"
"Betula_pendula",109,1965,"uknc"
"Plantago_major",156,1965,"uknc"
"Persicaria_lapathifolia",209,1965,"uknc"
"Fagus_sylvatica",136,1965,"uknc"
"Plantago_major",165,1966,"uknc"
"Fagus_sylvatica",138,1966,"uknc"
"Betula_pendula",106,1967,"uknc"
"Plantago_major",177,1967,"uknc"
"Vinca_minor",71,1967,"uknc"
"Persicaria_lapathifolia",217,1967,"uknc"
"Fagus_sylvatica",134,1967,"uknc"
"Betula_pendula",117.677595628415,1968,"uknc"
"Plantago_major",180.505464480874,1968,"uknc"
"Fagus_sylvatica",127.650273224044,1968,"uknc"
"Betula_pendula",123,1969,"uknc"
"Plantago_major",173,1969,"uknc"
"Persicaria_lapathifolia",209,1969,"uknc"
"Betula_pendula",112,1970,"uknc"
"Persicaria_lapathifolia",199,1970,"uknc"
"Fagus_sylvatica",130,1970,"uknc"
"Vinca_minor",75,1971,"uknc"
"Persicaria_lapathifolia",216,1971,"uknc"
"Fagus_sylvatica",150,1971,"uknc"
"Betula_pendula",97.7322404371585,1972,"uknc"
"Plantago_major",153.579234972678,1972,"uknc"
"Vinca_minor",75.792349726776,1972,"uknc"
"Persicaria_lapathifolia",211.420765027322,1972,"uknc"
"Fagus_sylvatica",141.612021857924,1972,"uknc"
"Betula_pendula",114,1973,"uknc"
"Plantago_major",179,1973,"uknc"
"Vinca_minor",74,1973,"uknc"
"Persicaria_lapathifolia",204,1973,"uknc"
"Fagus_sylvatica",147,1973,"uknc"
"Betula_pendula",100,1974,"uknc"
"Plantago_major",180,1974,"uknc"
"Persicaria_lapathifolia",215,1974,"uknc"
"Fagus_sylvatica",133,1974,"uknc"
"Betula_pendula",108,1975,"uknc"
"Plantago_major",176,1975,"uknc"
"Vinca_minor",11,1975,"uknc"
"Betula_pendula",97.7322404371585,1976,"uknc"
"Plantago_major",162.554644808743,1976,"uknc"
"Vinca_minor",85.7650273224044,1976,"uknc"
"Persicaria_lapathifolia",165.546448087432,1976,"uknc"
"Fagus_sylvatica",122.66393442623,1976,"uknc"
"Betula_pendula",103,1977,"uknc"
"Vinca_minor",68,1977,"uknc"
"Persicaria_lapathifolia",203,1977,"uknc"
"Fagus_sylvatica",145,1977,"uknc"
"Betula_pendula",132,1978,"uknc"
"Plantago_major",172,1978,"uknc"
"Vinca_minor",29,1978,"uknc"
"Betula_pendula",111,1979,"uknc"
"Plantago_major",175,1979,"uknc"
"Vinca_minor",104,1979,"uknc"
"Persicaria_lapathifolia",189,1979,"uknc"
"Fagus_sylvatica",140,1979,"uknc"
"Vinca_minor",108.70218579235,1980,"uknc"
"Betula_pendula",102.718579234973,1980,"uknc"
"Plantago_major",166.543715846995,1980,"uknc"
"Fagus_sylvatica",137.622950819672,1980,"uknc"
"Vinca_minor",71.5,1981,"uknc"
"Betula_pendula",97,1981,"uknc"
"Plantago_major",169,1981,"uknc"
"Persicaria_lapathifolia",212,1981,"uknc"
"Fagus_sylvatica",149,1981,"uknc"
"Vinca_minor",75,1982,"uknc"
"Betula_pendula",98,1982,"uknc"
"Plantago_major",153,1982,"uknc"
"Persicaria_lapathifolia",179,1982,"uknc"
"Fagus_sylvatica",126,1982,"uknc"
"Vinca_minor",74.5,1983,"uknc"
"Betula_pendula",115,1983,"uknc"
"Plantago_major",163,1983,"uknc"
"Persicaria_lapathifolia",211,1983,"uknc"
"Fagus_sylvatica",129,1983,"uknc"
"Vinca_minor",59.3374316939891,1984,"uknc"
"Betula_pendula",111.693989071038,1984,"uknc"
"Plantago_major",164.549180327869,1984,"uknc"
"Persicaria_lapathifolia",194.467213114754,1984,"uknc"
"Fagus_sylvatica",117.677595628415,1984,"uknc"
"Vinca_minor",102,1985,"uknc"
"Betula_pendula",100,1985,"uknc"
"Plantago_major",167,1985,"uknc"
"Persicaria_lapathifolia",199,1985,"uknc"
"Fagus_sylvatica",145,1985,"uknc"
"Vinca_minor",102.5,1986,"uknc"
"Betula_pendula",122,1986,"uknc"
"Plantago_major",172,1986,"uknc"
"Persicaria_lapathifolia",211,1986,"uknc"
"Fagus_sylvatica",141,1986,"uknc"
"Vinca_minor",120,1987,"uknc"
"Betula_pendula",107,1987,"uknc"
"Plantago_major",188,1987,"uknc"
"Persicaria_lapathifolia",164,1987,"uknc"
"Fagus_sylvatica",127,1987,"uknc"
"Vinca_minor",74.2964480874319,1988,"uknc"
"Betula_pendula",107.704918032787,1988,"uknc"
"Plantago_major",173.524590163934,1988,"uknc"
"Persicaria_lapathifolia",195.464480874317,1988,"uknc"
"Vinca_minor",41,1989,"uknc"
"Betula_pendula",92,1989,"uknc"
"Plantago_major",158,1989,"uknc"
"Fagus_sylvatica",136,1989,"uknc"
"Vinca_minor",87,1990,"uknc"
"Betula_pendula",77,1990,"uknc"
"Plantago_major",167,1990,"uknc"
"Persicaria_lapathifolia",210,1990,"uknc"
"Fagus_sylvatica",114,1990,"uknc"
"Vinca_minor",94,1991,"uknc"
"Betula_pendula",100,1991,"uknc"
"Persicaria_lapathifolia",194,1991,"uknc"
"Fagus_sylvatica",141,1991,"uknc"
"Vinca_minor",74.7950819672132,1992,"uknc"
"Betula_pendula",109.699453551913,1992,"uknc"
"Plantago_major",168.53825136612,1992,"uknc"
"Persicaria_lapathifolia",190.478142076503,1992,"uknc"
"Fagus_sylvatica",137.622950819672,1992,"uknc"
"Plantago_major",142.5,1993,"uknc"
"Vinca_minor",57,1993,"uknc"
"Betula_pendula",83,1993,"uknc"
"Persicaria_lapathifolia",212,1993,"uknc"
"Fagus_sylvatica",125,1993,"uknc"
"Plantago_major",167.5,1994,"uknc"
"Vinca_minor",53,1994,"uknc"
"Betula_pendula",95,1994,"uknc"
"Fagus_sylvatica",125,1994,"uknc"
"Vinca_minor",29.6666666666667,1995,"uknc"
"Betula_pendula",98,1995,"uknc"
"Plantago_major",179,1995,"uknc"
"Fagus_sylvatica",124,1995,"uknc"
"Plantago_major",144.603825136612,1996,"uknc"
"Vinca_minor",96.7349726775957,1996,"uknc"
"Vinca_minor",92,1997,"uknc"
"Betula_pendula",82,1997,"uknc"
"Plantago_major",149,1997,"uknc"
"Persicaria_lapathifolia",209,1997,"uknc"
"Fagus_sylvatica",123,1997,"uknc"
"Vinca_minor",78,1998,"uknc"
"Betula_pendula",111,1998,"uknc"
"Plantago_major",125,1998,"uknc"
"Fagus_sylvatica",128,1998,"uknc"
"Betula_pendula",96.8,1999,"uknc"
"Fagus_sylvatica",122.375,1999,"uknc"
"Vinca_minor",65,1999,"uknc"
"Plantago_major",145,1999,"uknc"
"Achillea_millefolium",196,1952,"uknc"
"Achillea_millefolium",171,1953,"uknc"
"Achillea_millefolium",76.5,1954,"uknc"
"Achillea_millefolium",88,1955,"uknc"
"Achillea_millefolium",170.5,1956,"uknc"
"Achillea_millefolium",156.666666666667,1957,"uknc"
"Achillea_millefolium",98,1958,"uknc"
"Achillea_millefolium",123,1959,"uknc"
"Achillea_millefolium",207.5,1960,"uknc"
"Achillea_millefolium",236.5,1961,"uknc"
"Achillea_millefolium",181,1962,"uknc"
"Achillea_millefolium",167,1963,"uknc"
"Achillea_millefolium",184,1964,"uknc"
"Achillea_millefolium",160,1966,"uknc"
"Achillea_millefolium",180,1968,"uknc"
"Achillea_millefolium",179,1969,"uknc"
"Achillea_millefolium",167,1970,"uknc"
"Achillea_millefolium",149,1971,"mones_2001"
"Achillea_millefolium",172,1971,"uknc"
"Achillea_millefolium",175,1973,"uknc"
"Achillea_millefolium",223.941747572816,1974,"rmbl"
"Achillea_millefolium",150,1975,"mones_2001"
"Achillea_millefolium",234.174603174603,1975,"rmbl"
"Achillea_millefolium",175,1975,"uknc"
"Achillea_millefolium",205,1976,"uknc"
"Achillea_millefolium",132,1977,"mones_2001"
"Achillea_millefolium",211.102040816327,1977,"rmbl"
"Achillea_millefolium",203,1977,"uknc"
"Achillea_millefolium",234,1978,"uknc"
"Achillea_millefolium",233.416666666667,1979,"rmbl"
"Achillea_millefolium",177.5,1979,"uknc"
"Achillea_millefolium",145,1980,"mones_2001"
"Achillea_millefolium",233.308641975309,1980,"rmbl"
"Achillea_millefolium",224,1980,"uknc"
"Achillea_millefolium",144,1981,"mones_2001"
"Achillea_millefolium",223.918699186992,1981,"rmbl"
"Achillea_millefolium",175,1981,"uknc"
"Achillea_millefolium",132,1982,"mones_2001"
"Achillea_millefolium",239.378881987578,1982,"rmbl"
"Achillea_millefolium",163,1982,"uknc"
"Achillea_millefolium",144,1983,"mones_2001"
"Achillea_millefolium",238.301369863014,1983,"rmbl"
"Achillea_millefolium",180,1983,"uknc"
"Achillea_millefolium",230.48,1984,"rmbl"
"Achillea_millefolium",176,1984,"uknc"
"Achillea_millefolium",132,1985,"mones_2001"
"Achillea_millefolium",211.386363636364,1985,"rmbl"
"Achillea_millefolium",137,1986,"mones_2001"
"Achillea_millefolium",227.943181818182,1986,"rmbl"
"Achillea_millefolium",171,1986,"uknc"
"Achillea_millefolium",143,1987,"mones_2001"
"Achillea_millefolium",212.05,1987,"rmbl"
"Achillea_millefolium",143,1988,"mones_2001"
"Achillea_millefolium",223.52808988764,1988,"rmbl"
"Achillea_millefolium",185,1988,"uknc"
"Achillea_millefolium",149,1989,"mones_2001"
"Achillea_millefolium",214.709677419355,1989,"rmbl"
"Achillea_millefolium",172,1989,"uknc"
"Achillea_millefolium",133,1990,"mones_2001"
"Achillea_millefolium",155,1990,"uknc"
"Achillea_millefolium",131,1991,"mones_2001"
"Achillea_millefolium",230.114942528736,1991,"rmbl"
"Achillea_millefolium",152,1992,"mones_2001"
"Achillea_millefolium",223.430555555556,1992,"rmbl"
"Achillea_millefolium",170,1992,"uknc"
"Achillea_millefolium",150,1993,"mones_2001"
"Achillea_millefolium",229.95652173913,1993,"rmbl"
"Achillea_millefolium",141,1994,"mones_2001"
"Achillea_millefolium",208.04347826087,1994,"rmbl"
"Achillea_millefolium",161,1994,"uknc"
"Achillea_millefolium",246.444444444444,1995,"rmbl"
"Achillea_millefolium",140,1996,"mones_2001"
"Achillea_millefolium",222.708333333333,1996,"rmbl"
"Achillea_millefolium",186.5,1996,"uknc"
"Achillea_millefolium",120,1997,"mones_2001"
"Achillea_millefolium",229.484848484848,1997,"rmbl"
"Achillea_millefolium",173,1997,"uknc"
"Achillea_millefolium",122,1998,"mones_2001"
"Achillea_millefolium",231.114130434783,1998,"rmbl"
"Achillea_millefolium",177.5,1998,"uknc"
"Achillea_millefolium",142,1999,"mones_2001"
"Achillea_millefolium",227.701298701299,1999,"rmbl"
"Achillea_millefolium",154.5,1999,"uknc"
"Achillea_millefolium",217.094594594595,2000,"rmbl"
"Achillea_millefolium",185.5,2000,"uknc"
"Achillea_millefolium",230.323076923077,2001,"rmbl"
"Achillea_millefolium",171,2001,"uknc"
"Achillea_millefolium",209,2002,"rmbl"
"Achillea_millefolium",125,2002,"uknc"
"Achillea_millefolium",220.984615384615,2003,"rmbl"
"Achillea_millefolium",154,2003,"uknc"
"Achillea_millefolium",222.219512195122,2004,"rmbl"
"Achillea_millefolium",159.5,2004,"uknc"
"Achillea_millefolium",232.04,2005,"rmbl"
"Achillea_millefolium",224.545454545455,2006,"rmbl"
"Achillea_millefolium",218.189655172414,2007,"rmbl"
"Achillea_millefolium",237.857142857143,2008,"rmbl"
"Achillea_millefolium",220.824817518248,2009,"rmbl"
"Achillea_millefolium",117,2010,"craine_2012"
"Achillea_millefolium",221.563218390805,2010,"rmbl"
"Achillea_millefolium",237.051813471503,2011,"rmbl"
"Achillea_millefolium",219,2012,"rmbl"
"Achillea_millefolium",231.52380952381,2013,"rmbl"
"Achillea_millefolium",238.036231884058,2014,"rmbl"
"Achillea_millefolium",225.382075471698,2015,"rmbl"
"Achillea_millefolium",227.120253164557,2016,"rmbl"
"Achillea_millefolium",241.050228310502,2017,"rmbl"
"Agrimonia_eupatoria",202,1954,"uknc"
"Agrimonia_eupatoria",187,1955,"uknc"
"Agrimonia_eupatoria",200.666666666667,1956,"uknc"
"Agrimonia_eupatoria",189.5,1957,"uknc"
"Agrimonia_eupatoria",181,1958,"uknc"
"Agrimonia_eupatoria",175.5,1959,"uknc"
"Agrimonia_eupatoria",180,1960,"uknc"
"Agrimonia_eupatoria",182,1962,"uknc"
"Agrimonia_eupatoria",185,1964,"uknc"
"Agrimonia_eupatoria",187,1965,"uknc"
"Agrimonia_eupatoria",200.5,1966,"uknc"
"Agrimonia_eupatoria",182,1967,"uknc"
"Agrimonia_eupatoria",185,1969,"uknc"
"Agrimonia_eupatoria",182,1970,"uknc"
"Agrimonia_eupatoria",190,1971,"uknc"
"Agrimonia_eupatoria",180,1973,"uknc"
"Agrimonia_eupatoria",176,1974,"uknc"
"Agrimonia_eupatoria",179,1975,"uknc"
"Agrimonia_eupatoria",176,1976,"uknc"
"Agrimonia_eupatoria",190,1977,"uknc"
"Agrimonia_eupatoria",185,1978,"uknc"
"Agrimonia_eupatoria",179,1979,"uknc"
"Agrimonia_eupatoria",174,1980,"uknc"
"Agrimonia_eupatoria",176,1981,"uknc"
"Agrimonia_eupatoria",173,1982,"uknc"
"Agrimonia_eupatoria",210,1983,"uknc"
"Agrimonia_eupatoria",187,1984,"uknc"
"Agrimonia_eupatoria",168,1985,"uknc"
"Agrimonia_eupatoria",184,1986,"uknc"
"Agrimonia_eupatoria",173,1988,"uknc"
"Agrimonia_eupatoria",155,1989,"uknc"
"Agrimonia_eupatoria",169,1990,"uknc"
"Agrimonia_eupatoria",188,1991,"uknc"
"Agrimonia_eupatoria",170,1992,"uknc"
"Agrimonia_eupatoria",162,1994,"uknc"
"Agrimonia_eupatoria",183,1995,"uknc"
"Agrimonia_eupatoria",184,1996,"uknc"
"Agrimonia_eupatoria",160,1997,"uknc"
"Agrimonia_eupatoria",178,1999,"uknc"
"Agrimonia_eupatoria",172,2000,"uknc"
"Agrimonia_eupatoria",203,2001,"uknc"
"Agrimonia_eupatoria",172,2003,"uknc"
"Agrimonia_eupatoria",174.5,2004,"uknc"
"Alopecurus_pratensis",124,1953,"uknc"
"Alopecurus_pratensis",128,1954,"uknc"
"Alopecurus_pratensis",122,1955,"uknc"
"Alopecurus_pratensis",129,1956,"uknc"
"Alopecurus_pratensis",86.5,1957,"uknc"
"Alopecurus_pratensis",124,1958,"uknc"
"Alopecurus_pratensis",109.5,1959,"uknc"
"Alopecurus_pratensis",100,1960,"uknc"
"Alopecurus_pratensis",71,1961,"uknc"
"Alopecurus_pratensis",126,1962,"uknc"
"Alopecurus_pratensis",118,1963,"uknc"
"Alopecurus_pratensis",118,1964,"uknc"
"Alopecurus_pratensis",114,1965,"uknc"
"Alopecurus_pratensis",113,1966,"uknc"
"Alopecurus_pratensis",101,1967,"uknc"
"Alopecurus_pratensis",117,1968,"uknc"
"Alopecurus_pratensis",101,1969,"uknc"
"Alopecurus_pratensis",124,1970,"uknc"
"Alopecurus_pratensis",112,1971,"uknc"
"Alopecurus_pratensis",105,1972,"uknc"
"Alopecurus_pratensis",106,1973,"uknc"
"Alopecurus_pratensis",100,1974,"uknc"
"Alopecurus_pratensis",84,1975,"uknc"
"Alopecurus_pratensis",106,1976,"uknc"
"Alopecurus_pratensis",97,1977,"uknc"
"Alopecurus_pratensis",109,1978,"uknc"
"Alopecurus_pratensis",128,1979,"uknc"
"Alopecurus_pratensis",111,1980,"uknc"
"Alopecurus_pratensis",94,1981,"uknc"
"Alopecurus_pratensis",105,1982,"uknc"
"Alopecurus_pratensis",115,1983,"uknc"
"Alopecurus_pratensis",105,1984,"uknc"
"Alopecurus_pratensis",110,1985,"uknc"
"Alopecurus_pratensis",117,1986,"uknc"
"Alopecurus_pratensis",124,1987,"uknc"
"Alopecurus_pratensis",97,1988,"uknc"
"Alopecurus_pratensis",92,1989,"uknc"
"Alopecurus_pratensis",86,1990,"uknc"
"Alopecurus_pratensis",128,1991,"uknc"
"Alopecurus_pratensis",111,1992,"uknc"
"Alopecurus_pratensis",99,1993,"uknc"
"Alopecurus_pratensis",93,1994,"uknc"
"Alopecurus_pratensis",96,1995,"uknc"
"Alopecurus_pratensis",97,1997,"uknc"
"Alopecurus_pratensis",92,1998,"uknc"
"Alopecurus_pratensis",120.2,1999,"uknc"
"Alopecurus_pratensis",127.333333333333,2000,"uknc"
"Alopecurus_pratensis",138.408239700375,2001,"uknc"
"Alopecurus_pratensis",126.649373881932,2002,"uknc"
"Alopecurus_pratensis",126.547667342799,2003,"uknc"
"Alopecurus_pratensis",127.557840616967,2004,"uknc"
"Alopecurus_pratensis",127.938829787234,2005,"uknc"
"Alopecurus_pratensis",134.620481927711,2006,"uknc"
"Alopecurus_pratensis",119.800865800866,2007,"uknc"
"Alopecurus_pratensis",127.95567867036,2008,"uknc"
"Alopecurus_pratensis",125.088495575221,2009,"uknc"
"Alopecurus_pratensis",132.910652920962,2010,"uknc"
"Alopecurus_pratensis",119.996515679443,2011,"uknc"
"Alopecurus_pratensis",132.836575875486,2012,"uknc"
"Alopecurus_pratensis",139.564575645756,2013,"uknc"
"Alopecurus_pratensis",126.406976744186,2014,"uknc"
"Alopecurus_pratensis",130.623693379791,2015,"uknc"
"Alopecurus_pratensis",134.67094017094,2016,"uknc"
"Anagallis_arvensis",162.5,1952,"uknc"
"Anagallis_arvensis",172,1953,"uknc"
"Anagallis_arvensis",84,1954,"uknc"
"Anagallis_arvensis",175.333333333333,1955,"uknc"
"Anagallis_arvensis",183,1956,"uknc"
"Anagallis_arvensis",158,1957,"uknc"
"Anagallis_arvensis",179.5,1958,"uknc"
"Anagallis_arvensis",163.5,1959,"uknc"
"Anagallis_arvensis",158,1960,"uknc"
