"species","doy","year","source"
"Trifolium_repens",146,2001,"uknc"
"Lunaria_annua",101,2001,"uknc"
"Geum_urbanum",153,2001,"uknc"
"Arctium_lappa",200,2001,"uknc"
"Lactuca_serriola",167,2001,"uknc"
"Silene_latifolia",132,2001,"uknc"
"Trifolium_pratense",146,2001,"uknc"
"Viola_odorata",3,2001,"uknc"
"Plantago_lanceolata",104,2002,"uknc"
"Ulmus_glabra",19,2002,"uknc"
"Chenopodium_album",166,2002,"uknc"
"Arabidopsis_thaliana",116,2002,"uknc"
"Silene_dioica",132,2002,"uknc"
"Cynosurus_cristatus",126,2002,"uknc"
"Festuca_rubra",123,2002,"uknc"
"Arctium_lappa",201,2002,"uknc"
"Lactuca_serriola",131,2002,"uknc"
"Trifolium_pratense",138,2002,"uknc"
"Trifolium_repens",110,2002,"uknc"
"Lunaria_annua",96,2002,"uknc"
"Geum_urbanum",143,2002,"uknc"
"Viola_odorata",44,2002,"uknc"
"Digitalis_purpurea",153,2002,"uknc"
"Chenopodium_album",161,2003,"uknc"
"Plantago_lanceolata",113,2003,"uknc"
"Ulmus_glabra",32,2003,"uknc"
"Arabidopsis_thaliana",106,2003,"uknc"
"Anagallis_arvensis",234,2003,"uknc"
"Silene_dioica",128,2003,"uknc"
"Festuca_rubra",121,2003,"uknc"
"Trifolium_pratense",130,2003,"uknc"
"Rumex_acetosella",165,2003,"uknc"
"Trifolium_repens",138,2003,"uknc"
"Lunaria_annua",89,2003,"uknc"
"Arctium_lappa",189,2003,"uknc"
"Lactuca_serriola",137,2003,"uknc"
"Viola_odorata",81,2003,"uknc"
"Geum_urbanum",138,2003,"uknc"
"Aster_novi-belgii",229,2003,"uknc"
"Ilex_aquifolium",117,2003,"uknc"
"Digitalis_purpurea",150,2003,"uknc"
"Chenopodium_album",161.557377,2004,"uknc"
"Arabidopsis_thaliana",75.79234973,2004,"uknc"
"Plantago_lanceolata",109.6994536,2004,"uknc"
"Ulmus_glabra",34.90437158,2004,"uknc"
"Cynosurus_cristatus",137.6229508,2004,"uknc"
"Festuca_rubra",120.6693989,2004,"uknc"
"Geum_urbanum",142.6092896,2004,"uknc"
"Viola_odorata",31.91256831,2004,"uknc"
"Pastinaca_sativa",132.636612,2004,"uknc"
"Arctium_lappa",195.4644809,2004,"uknc"
"Lactuca_serriola",153.579235,2004,"uknc"
"Festuca_arundinacea",133.6338798,2004,"uknc"
"Silene_latifolia",107.704918,2004,"uknc"
"Aster_novi-belgii",193.4699454,2004,"uknc"
"Papaver_somniferum",145.6010929,2004,"uknc"
"Ulmus_glabra",24,2005,"uknc"
"Viola_odorata",10,2005,"uknc"
"Chenopodium_album",215.4098361,2004,"rmbl"
"Cornus_florida",122,1970,"mones_2001"
"Poa_annua",117,1970,"mones_2001"
"Cornus_florida",114,1971,"mones_2001"
"Trifolium_pratense",130,1971,"mones_2001"
"Cornus_florida",119.6721311,1972,"mones_2001"
"Poa_annua",94.74043716,1972,"mones_2001"
"Rumex_acetosella",108.7021858,1972,"mones_2001"
"Vaccinium_corymbosum",133.6338798,1972,"mones_2001"
"Cornus_florida",112,1973,"mones_2001"
"Rumex_acetosella",119,1973,"mones_2001"
"Cornus_florida",109,1974,"mones_2001"
"Plantago_lanceolata",124,1974,"mones_2001"
"Poa_annua",24,1974,"mones_2001"
"Trifolium_pratense",122,1974,"mones_2001"
"Cichorium_intybus",150,1975,"mones_2001"
"Cornus_florida",114,1975,"mones_2001"
"Rumex_acetosella",142,1975,"mones_2001"
"Cornus_florida",96.73497268,1976,"mones_2001"
"Plantago_lanceolata",117.6775956,1976,"mones_2001"
"Vaccinium_corymbosum",100.7240437,1976,"mones_2001"
"Cornus_florida",102,1977,"mones_2001"
"Plantago_lanceolata",136,1977,"mones_2001"
"Poa_annua",74,1977,"mones_2001"
"Rumex_acetosella",115,1977,"mones_2001"
"Trifolium_pratense",124,1977,"mones_2001"
"Cornus_florida",132,1978,"mones_2001"
"Cichorium_intybus",151,1979,"mones_2001"
"Cornus_florida",101,1979,"mones_2001"
"Poa_annua",80,1979,"mones_2001"
"Trifolium_pratense",125,1979,"mones_2001"
"Cichorium_intybus",144.6038251,1980,"mones_2001"
"Cornus_florida",102.7185792,1980,"mones_2001"
"Plantago_lanceolata",124.6584699,1980,"mones_2001"
"Poa_annua",78.78415301,1980,"mones_2001"
"Rumex_acetosella",130.6420765,1980,"mones_2001"
"Trifolium_pratense",124.6584699,1980,"mones_2001"
"Cichorium_intybus",144,1981,"mones_2001"
"Cornus_florida",109,1981,"mones_2001"
"Plantago_lanceolata",115,1981,"mones_2001"
"Poa_annua",105,1981,"mones_2001"
"Rumex_acetosella",112,1981,"mones_2001"
"Trifolium_pratense",115,1981,"mones_2001"
"Vaccinium_corymbosum",101,1981,"mones_2001"
"Cichorium_intybus",142,1982,"mones_2001"
"Cornus_florida",114,1982,"mones_2001"
"Plantago_lanceolata",122,1982,"mones_2001"
"Poa_annua",95,1982,"mones_2001"
"Rumex_acetosella",114,1982,"mones_2001"
"Trifolium_pratense",122,1982,"mones_2001"
"Vaccinium_corymbosum",107,1982,"mones_2001"
"Cichorium_intybus",149,1983,"mones_2001"
"Cornus_florida",110,1983,"mones_2001"
"Plantago_lanceolata",124,1983,"mones_2001"
"Poa_annua",74,1983,"mones_2001"
"Rumex_acetosella",92,1983,"mones_2001"
"Trifolium_pratense",127,1983,"mones_2001"
"Vaccinium_corymbosum",131,1983,"mones_2001"
"Cichorium_intybus",128,1985,"mones_2001"
"Plantago_lanceolata",110,1985,"mones_2001"
"Poa_annua",71,1985,"mones_2001"
"Rumex_acetosella",117,1985,"mones_2001"
"Trifolium_pratense",110,1985,"mones_2001"
"Vaccinium_corymbosum",89,1985,"mones_2001"
"Cichorium_intybus",133,1986,"mones_2001"
"Cornus_florida",109,1986,"mones_2001"
"Plantago_lanceolata",116,1986,"mones_2001"
"Poa_annua",76,1986,"mones_2001"
"Rumex_acetosella",114,1986,"mones_2001"
"Trifolium_pratense",116,1986,"mones_2001"
"Vaccinium_corymbosum",96,1986,"mones_2001"
"Cichorium_intybus",136,1987,"mones_2001"
"Cornus_florida",111,1987,"mones_2001"
"Plantago_lanceolata",109,1987,"mones_2001"
"Poa_annua",93,1987,"mones_2001"
"Rumex_acetosella",101,1987,"mones_2001"
"Trifolium_pratense",114,1987,"mones_2001"
"Vaccinium_corymbosum",94,1987,"mones_2001"
"Cichorium_intybus",142.6092896,1988,"mones_2001"
"Cornus_florida",96.73497268,1988,"mones_2001"
"Plantago_lanceolata",121.6666667,1988,"mones_2001"
"Poa_annua",84.76775956,1988,"mones_2001"
"Rumex_acetosella",107.704918,1988,"mones_2001"
"Trifolium_pratense",120.6693989,1988,"mones_2001"
"Vaccinium_corymbosum",99.72677596,1988,"mones_2001"
"Cichorium_intybus",140,1989,"mones_2001"
"Cornus_florida",115,1989,"mones_2001"
"Plantago_lanceolata",121,1989,"mones_2001"
"Poa_annua",52,1989,"mones_2001"
"Rumex_acetosella",106,1989,"mones_2001"
"Trifolium_pratense",123,1989,"mones_2001"
"Vaccinium_corymbosum",91,1989,"mones_2001"
"Cichorium_intybus",132,1990,"mones_2001"
"Cornus_florida",104,1990,"mones_2001"
"Plantago_lanceolata",117,1990,"mones_2001"
"Poa_annua",50,1990,"mones_2001"
"Rumex_acetosella",118,1990,"mones_2001"
"Trifolium_pratense",118,1990,"mones_2001"
"Vaccinium_corymbosum",76,1990,"mones_2001"
"Cichorium_intybus",131,1991,"mones_2001"
"Plantago_lanceolata",104,1991,"mones_2001"
"Poa_annua",61,1991,"mones_2001"
"Rumex_acetosella",110,1991,"mones_2001"
"Trifolium_pratense",110,1991,"mones_2001"
"Vaccinium_corymbosum",96,1991,"mones_2001"
"Cichorium_intybus",144.6038251,1992,"mones_2001"
"Cornus_florida",115.6830601,1992,"mones_2001"
"Plantago_lanceolata",115.6830601,1992,"mones_2001"
"Poa_annua",98.7295082,1992,"mones_2001"
"Rumex_acetosella",115.6830601,1992,"mones_2001"
"Trifolium_pratense",130.6420765,1992,"mones_2001"
"Vaccinium_corymbosum",108.7021858,1992,"mones_2001"
"Cichorium_intybus",143,1993,"mones_2001"
"Cornus_florida",115,1993,"mones_2001"
"Plantago_lanceolata",115,1993,"mones_2001"
"Rumex_acetosella",115,1993,"mones_2001"
"Trifolium_pratense",121,1993,"mones_2001"
"Vaccinium_corymbosum",108,1993,"mones_2001"
"Cichorium_intybus",141,1994,"mones_2001"
"Cornus_florida",107,1994,"mones_2001"
"Plantago_lanceolata",126,1994,"mones_2001"
"Poa_annua",73,1994,"mones_2001"
"Rumex_acetosella",113,1994,"mones_2001"
"Trifolium_pratense",113,1994,"mones_2001"
"Vaccinium_corymbosum",105,1994,"mones_2001"
"Cichorium_intybus",140,1995,"mones_2001"
"Cornus_florida",109,1995,"mones_2001"
"Plantago_lanceolata",116,1995,"mones_2001"
"Poa_annua",71,1995,"mones_2001"
"Rumex_acetosella",112,1995,"mones_2001"
"Trifolium_pratense",113,1995,"mones_2001"
"Vaccinium_corymbosum",96,1995,"mones_2001"
"Cichorium_intybus",139.6174863,1996,"mones_2001"
"Cornus_florida",111.6939891,1996,"mones_2001"
"Plantago_lanceolata",124.6584699,1996,"mones_2001"
"Poa_annua",75.79234973,1996,"mones_2001"
"Rumex_acetosella",125.6557377,1996,"mones_2001"
"Trifolium_pratense",124.6584699,1996,"mones_2001"
"Vaccinium_corymbosum",103.715847,1996,"mones_2001"
"Cichorium_intybus",144,1997,"mones_2001"
"Cornus_florida",103,1997,"mones_2001"
"Plantago_lanceolata",110,1997,"mones_2001"
"Poa_annua",68,1997,"mones_2001"
"Rumex_acetosella",117,1997,"mones_2001"
"Trifolium_pratense",117,1997,"mones_2001"
"Vaccinium_corymbosum",95,1997,"mones_2001"
"Cichorium_intybus",137,1998,"mones_2001"
"Cornus_florida",95,1998,"mones_2001"
"Plantago_lanceolata",102,1998,"mones_2001"
"Poa_annua",45,1998,"mones_2001"
"Rumex_acetosella",109,1998,"mones_2001"
"Trifolium_pratense",115,1998,"mones_2001"
"Vaccinium_corymbosum",87,1998,"mones_2001"
"Cichorium_intybus",142,1999,"mones_2001"
"Cornus_florida",113,1999,"mones_2001"
"Plantago_lanceolata",107,1999,"mones_2001"
"Poa_annua",79,1999,"mones_2001"
"Trifolium_pratense",121,1999,"mones_2001"
"Vaccinium_corymbosum",94,1999,"mones_2001"
"Anagallis_arvensis",166,1954,"fitter_2002"
"Calluna_vulgaris",200,1954,"fitter_2002"
"Chenopodium_album",195,1954,"fitter_2002"
"Cichorium_intybus",203,1954,"fitter_2002"
"Deschampsia_cespitosa",166,1954,"fitter_2002"
"Digitalis_purpurea",165,1954,"fitter_2002"
"Epilobium_parviflorum",193,1954,"fitter_2002"
"Lactuca_serriola",203,1954,"fitter_2002"
"Lunaria_annua",119,1954,"fitter_2002"
"Pastinaca_sativa",173,1954,"fitter_2002"
"Plantago_lanceolata",118,1954,"fitter_2002"
"Ranunculus_ficaria",60,1954,"fitter_2002"
"Ribes_nigrum",119,1954,"fitter_2002"
"Ribes_rubrum",108,1954,"fitter_2002"
"Rubus_idaeus",166,1954,"fitter_2002"
"Silene_dioica",128,1954,"fitter_2002"
"Solidago_canadensis",226,1954,"fitter_2002"
"Sonchus_oleraceus",160,1954,"fitter_2002"
"Trifolium_pratense",136,1954,"fitter_2002"
"Ulmus_glabra",75,1954,"fitter_2002"
"Viola_odorata",81,1954,"fitter_2002"
"Anagallis_arvensis",158,1955,"fitter_2002"
"Arctium_lappa",201,1955,"fitter_2002"
"Briza_media",148,1955,"fitter_2002"
"Calluna_vulgaris",202,1955,"fitter_2002"
"Chenopodium_album",174,1955,"fitter_2002"
"Cichorium_intybus",196,1955,"fitter_2002"
"Deschampsia_cespitosa",165,1955,"fitter_2002"
"Deschampsia_flexuosa",150,1955,"fitter_2002"
"Digitalis_purpurea",155,1955,"fitter_2002"
"Epilobium_parviflorum",180,1955,"fitter_2002"
"Geum_urbanum",130,1955,"fitter_2002"
"Lunaria_annua",104,1955,"fitter_2002"
"Myosotis_scorpioides",162,1955,"fitter_2002"
"Papaver_somniferum",195,1955,"fitter_2002"
"Pastinaca_sativa",175,1955,"fitter_2002"
"Plantago_lanceolata",114,1955,"fitter_2002"
"Poa_trivialis",156,1955,"fitter_2002"
"Ranunculus_ficaria",64,1955,"fitter_2002"
"Ribes_rubrum",112,1955,"fitter_2002"
"Rubus_idaeus",163,1955,"fitter_2002"
"Silene_dioica",129,1955,"fitter_2002"
"Silene_latifolia",129,1955,"fitter_2002"
"Sinapis_alba",147,1955,"fitter_2002"
"Solidago_canadensis",222,1955,"fitter_2002"
"Sonchus_oleraceus",156,1955,"fitter_2002"
"Trifolium_pratense",134,1955,"fitter_2002"
"Trifolium_repens",144,1955,"fitter_2002"
"Viola_odorata",78,1955,"fitter_2002"
"Anagallis_arvensis",181.5027322,1956,"fitter_2002"
"Arctium_lappa",205.4371585,1956,"fitter_2002"
"Briza_media",149.5901639,1956,"fitter_2002"
"Calluna_vulgaris",207.431694,1956,"fitter_2002"
"Chenopodium_album",184.4945355,1956,"fitter_2002"
"Deschampsia_cespitosa",166.5437158,1956,"fitter_2002"
"Deschampsia_flexuosa",151.5846995,1956,"fitter_2002"
"Digitalis_purpurea",173.5245902,1956,"fitter_2002"
"Geum_urbanum",139.6174863,1956,"fitter_2002"
"Myosotis_scorpioides",165.5464481,1956,"fitter_2002"
"Papaver_somniferum",191.4754098,1956,"fitter_2002"
"Plantago_lanceolata",122.6639344,1956,"fitter_2002"
"Ranunculus_ficaria",70.80601093,1956,"fitter_2002"
"Ribes_rubrum",114.6857923,1956,"fitter_2002"
"Rubus_idaeus",146.5983607,1956,"fitter_2002"
"Rumex_acetosella",132.636612,1956,"fitter_2002"
"Silene_dioica",136.6256831,1956,"fitter_2002"
"Silene_latifolia",143.6065574,1956,"fitter_2002"
"Sinapis_alba",147.5956284,1956,"fitter_2002"
"Solidago_canadensis",212.4180328,1956,"fitter_2002"
"Sonchus_oleraceus",168.5382514,1956,"fitter_2002"
"Trifolium_pratense",136.6256831,1956,"fitter_2002"
"Trifolium_repens",150.5874317,1956,"fitter_2002"
"Ulmus_glabra",84.76775956,1956,"fitter_2002"
"Viola_odorata",70.80601093,1956,"fitter_2002"
"Anagallis_arvensis",145,1957,"fitter_2002"
"Antirrhinum_majus",134,1957,"fitter_2002"
"Arabidopsis_thaliana",75,1957,"fitter_2002"
"Briza_media",138,1957,"fitter_2002"
"Calluna_vulgaris",182,1957,"fitter_2002"
"Chenopodium_album",182,1957,"fitter_2002"
"Cichorium_intybus",183,1957,"fitter_2002"
"Deschampsia_cespitosa",133,1957,"fitter_2002"
"Deschampsia_flexuosa",137,1957,"fitter_2002"
"Digitalis_purpurea",157,1957,"fitter_2002"
"Epilobium_parviflorum",190,1957,"fitter_2002"
"Geum_urbanum",127,1957,"fitter_2002"
"Poa_trivialis",140,1957,"fitter_2002"
"Pyrus_communis",85,1957,"fitter_2002"
"Ranunculus_ficaria",40,1957,"fitter_2002"
"Ribes_nigrum",121,1957,"fitter_2002"
"Ribes_rubrum",84,1957,"fitter_2002"
"Rubus_idaeus",139,1957,"fitter_2002"
"Rumex_acetosella",115,1957,"fitter_2002"
"Scrophularia_vernalis",82,1957,"fitter_2002"
"Silene_dioica",104,1957,"fitter_2002"
"Silene_latifolia",98,1957,"fitter_2002"
"Sinapis_alba",133,1957,"fitter_2002"
"Solidago_canadensis",200,1957,"fitter_2002"
"Sonchus_oleraceus",97,1957,"fitter_2002"
"Trifolium_pratense",108,1957,"fitter_2002"
"Trifolium_repens",139,1957,"fitter_2002"
"Ulmus_glabra",57,1957,"fitter_2002"
"Viola_odorata",55,1957,"fitter_2002"
"Anagallis_arvensis",170,1958,"fitter_2002"
"Arctium_lappa",204,1958,"fitter_2002"
"Briza_media",150,1958,"fitter_2002"
"Calluna_vulgaris",187,1958,"fitter_2002"
"Chenopodium_album",187,1958,"fitter_2002"
"Cichorium_intybus",191,1958,"fitter_2002"
"Deschampsia_cespitosa",166,1958,"fitter_2002"
"Deschampsia_flexuosa",140,1958,"fitter_2002"
"Digitalis_purpurea",170,1958,"fitter_2002"
"Epilobium_parviflorum",187,1958,"fitter_2002"
"Lactuca_serriola",200,1958,"fitter_2002"
"Lunaria_annua",118,1958,"fitter_2002"
"Myosotis_scorpioides",167,1958,"fitter_2002"
"Papaver_somniferum",200,1958,"fitter_2002"
"Pastinaca_sativa",171,1958,"fitter_2002"
"Plantago_lanceolata",111,1958,"fitter_2002"
"Pyrus_communis",111,1958,"fitter_2002"
"Ranunculus_ficaria",59,1958,"fitter_2002"
"Ribes_nigrum",123,1958,"fitter_2002"
"Ribes_rubrum",119,1958,"fitter_2002"
"Rubus_idaeus",167,1958,"fitter_2002"
"Scrophularia_vernalis",119,1958,"fitter_2002"
"Silene_dioica",123,1958,"fitter_2002"
"Sinapis_alba",128,1958,"fitter_2002"
"Solidago_canadensis",200,1958,"fitter_2002"
"Sonchus_oleraceus",125,1958,"fitter_2002"
"Trifolium_repens",140,1958,"fitter_2002"
"Ulmus_glabra",76,1958,"fitter_2002"
"Viola_odorata",40,1958,"fitter_2002"
"Anagallis_arvensis",164,1959,"fitter_2002"
"Arctium_lappa",206,1959,"fitter_2002"
"Aster_novi-belgii",209,1959,"fitter_2002"
"Briza_media",137,1959,"fitter_2002"
"Calluna_vulgaris",196,1959,"fitter_2002"
"Chenopodium_album",166,1959,"fitter_2002"
"Cichorium_intybus",206,1959,"fitter_2002"
"Deschampsia_cespitosa",167,1959,"fitter_2002"
"Deschampsia_flexuosa",129,1959,"fitter_2002"
"Epilobium_parviflorum",178,1959,"fitter_2002"
"Geum_urbanum",137,1959,"fitter_2002"
"Lunaria_annua",108,1959,"fitter_2002"
"Pastinaca_sativa",171,1959,"fitter_2002"
"Plantago_lanceolata",106,1959,"fitter_2002"
"Poa_trivialis",143,1959,"fitter_2002"
"Ranunculus_ficaria",66,1959,"fitter_2002"
"Ribes_nigrum",103,1959,"fitter_2002"
"Ribes_rubrum",107,1959,"fitter_2002"
"Rubus_idaeus",132,1959,"fitter_2002"
"Silene_dioica",110,1959,"fitter_2002"
"Silene_latifolia",135,1959,"fitter_2002"
"Sinapis_alba",134,1959,"fitter_2002"
"Solidago_canadensis",191,1959,"fitter_2002"
"Sonchus_oleraceus",140,1959,"fitter_2002"
"Trifolium_repens",143,1959,"fitter_2002"
"Ulmus_glabra",67,1959,"fitter_2002"
"Viola_odorata",67,1959,"fitter_2002"
"Anagallis_arvensis",157.568306,1960,"fitter_2002"
"Antirrhinum_majus",143.6065574,1960,"fitter_2002"
"Briza_media",143.6065574,1960,"fitter_2002"
"Calluna_vulgaris",187.4863388,1960,"fitter_2002"
"Chenopodium_album",183.4972678,1960,"fitter_2002"
"Cichorium_intybus",186.489071,1960,"fitter_2002"
"Deschampsia_cespitosa",155.5737705,1960,"fitter_2002"
"Deschampsia_flexuosa",141.6120219,1960,"fitter_2002"
"Digitalis_purpurea",151.5846995,1960,"fitter_2002"
"Geum_urbanum",145.6010929,1960,"fitter_2002"
"Pastinaca_sativa",155.5737705,1960,"fitter_2002"
"Plantago_lanceolata",114.6857923,1960,"fitter_2002"
"Poa_trivialis",153.579235,1960,"fitter_2002"
"Pyrus_communis",105.7103825,1960,"fitter_2002"
"Ranunculus_ficaria",64.82240437,1960,"fitter_2002"
"Ribes_nigrum",122.6639344,1960,"fitter_2002"
"Ribes_rubrum",107.704918,1960,"fitter_2002"
"Rumex_acetosella",122.6639344,1960,"fitter_2002"
"Silene_dioica",128.647541,1960,"fitter_2002"
"Silene_latifolia",132.636612,1960,"fitter_2002"
"Sinapis_alba",121.6666667,1960,"fitter_2002"
"Solidago_canadensis",197.4590164,1960,"fitter_2002"
"Sonchus_oleraceus",128.647541,1960,"fitter_2002"
"Trifolium_pratense",132.636612,1960,"fitter_2002"
"Trifolium_repens",150.5874317,1960,"fitter_2002"
"Ulmus_glabra",80.77868852,1960,"fitter_2002"
"Viola_odorata",44.87704918,1960,"fitter_2002"
"Anagallis_arvensis",110,1961,"fitter_2002"
"Arabidopsis_thaliana",106,1961,"fitter_2002"
"Aster_novi-belgii",228,1961,"fitter_2002"
"Briza_media",140,1961,"fitter_2002"
"Calluna_vulgaris",200,1961,"fitter_2002"
"Cichorium_intybus",209,1961,"fitter_2002"
"Deschampsia_cespitosa",163,1961,"fitter_2002"
"Deschampsia_flexuosa",137,1961,"fitter_2002"
"Digitalis_purpurea",113,1961,"fitter_2002"
"Geum_urbanum",138,1961,"fitter_2002"
"Lunaria_annua",84,1961,"fitter_2002"
"Pastinaca_sativa",105,1961,"fitter_2002"
"Plantago_lanceolata",104,1961,"fitter_2002"
"Poa_trivialis",137,1961,"fitter_2002"
"Ranunculus_ficaria",50,1961,"fitter_2002"
"Ribes_nigrum",101,1961,"fitter_2002"
"Rubus_idaeus",137,1961,"fitter_2002"
"Silene_dioica",63,1961,"fitter_2002"
"Silene_latifolia",130,1961,"fitter_2002"
"Sinapis_alba",117,1961,"fitter_2002"
"Solidago_canadensis",202,1961,"fitter_2002"
"Sonchus_oleraceus",70,1961,"fitter_2002"
"Trifolium_repens",110,1961,"fitter_2002"
"Ulmus_glabra",58,1961,"fitter_2002"
"Viola_odorata",67,1961,"fitter_2002"
"Arctium_lappa",216,1962,"fitter_2002"
"Briza_media",143,1962,"fitter_2002"
"Chenopodium_album",196,1962,"fitter_2002"
"Cichorium_intybus",217,1962,"fitter_2002"
"Deschampsia_cespitosa",180,1962,"fitter_2002"
"Deschampsia_flexuosa",154,1962,"fitter_2002"
"Geum_urbanum",144,1962,"fitter_2002"
"Lunaria_annua",120,1962,"fitter_2002"
"Plantago_lanceolata",120,1962,"fitter_2002"
"Poa_trivialis",151,1962,"fitter_2002"
"Pyrus_communis",116,1962,"fitter_2002"
"Ranunculus_ficaria",43,1962,"fitter_2002"
"Silene_dioica",126,1962,"fitter_2002"
"Sinapis_alba",140,1962,"fitter_2002"
"Solidago_canadensis",219,1962,"fitter_2002"
"Sonchus_oleraceus",157,1962,"fitter_2002"
"Trifolium_pratense",145,1962,"fitter_2002"
"Trifolium_repens",151,1962,"fitter_2002"
"Ulmus_glabra",90,1962,"fitter_2002"
"Viola_odorata",85,1962,"fitter_2002"
"Anagallis_arvensis",172,1963,"fitter_2002"
"Aster_novi-belgii",225,1963,"fitter_2002"
"Briza_media",148,1963,"fitter_2002"
"Calluna_vulgaris",189,1963,"fitter_2002"
"Chenopodium_album",177,1963,"fitter_2002"
"Cichorium_intybus",202,1963,"fitter_2002"
"Deschampsia_cespitosa",176,1963,"fitter_2002"
"Deschampsia_flexuosa",158,1963,"fitter_2002"
"Digitalis_purpurea",158,1963,"fitter_2002"
"Geum_urbanum",156,1963,"fitter_2002"
"Lunaria_annua",116,1963,"fitter_2002"
"Myosotis_scorpioides",173,1963,"fitter_2002"
"Pastinaca_sativa",167,1963,"fitter_2002"
"Plantago_lanceolata",124,1963,"fitter_2002"
"Poa_trivialis",146,1963,"fitter_2002"
"Ranunculus_ficaria",81,1963,"fitter_2002"
"Ribes_nigrum",132,1963,"fitter_2002"
"Ribes_rubrum",118,1963,"fitter_2002"
"Rubus_idaeus",151,1963,"fitter_2002"
"Rumex_acetosella",138,1963,"fitter_2002"
"Scrophularia_vernalis",113,1963,"fitter_2002"
"Silene_dioica",144,1963,"fitter_2002"
"Silene_latifolia",150,1963,"fitter_2002"
"Sinapis_alba",145,1963,"fitter_2002"
"Solidago_canadensis",211,1963,"fitter_2002"
"Sonchus_oleraceus",172,1963,"fitter_2002"
"Trifolium_pratense",140,1963,"fitter_2002"
"Trifolium_repens",154,1963,"fitter_2002"
"Ulmus_glabra",100,1963,"fitter_2002"
"Viola_odorata",80,1963,"fitter_2002"
"Anagallis_arvensis",146.5983607,1964,"fitter_2002"
"Briza_media",140.6147541,1964,"fitter_2002"
"Calluna_vulgaris",193.4699454,1964,"fitter_2002"
"Chenopodium_album",188.4836066,1964,"fitter_2002"
"Cichorium_intybus",186.489071,1964,"fitter_2002"
"Deschampsia_cespitosa",165.5464481,1964,"fitter_2002"
"Digitalis_purpurea",145.6010929,1964,"fitter_2002"
"Lactuca_serriola",201.4480874,1964,"fitter_2002"
"Lunaria_annua",123.6612022,1964,"fitter_2002"
"Plantago_lanceolata",126.6530055,1964,"fitter_2002"
"Poa_trivialis",148.5928962,1964,"fitter_2002"
"Pyrus_communis",111.6939891,1964,"fitter_2002"
"Ranunculus_ficaria",65.81967213,1964,"fitter_2002"
"Ribes_nigrum",117.6775956,1964,"fitter_2002"
"Rumex_acetosella",138.6202186,1964,"fitter_2002"
"Scrophularia_vernalis",113.6885246,1964,"fitter_2002"
"Silene_dioica",115.6830601,1964,"fitter_2002"
"Silene_latifolia",134.6311475,1964,"fitter_2002"
"Sinapis_alba",133.6338798,1964,"fitter_2002"
"Solidago_canadensis",211.420765,1964,"fitter_2002"
"Sonchus_oleraceus",143.6065574,1964,"fitter_2002"
"Trifolium_pratense",138.6202186,1964,"fitter_2002"
"Trifolium_repens",142.6092896,1964,"fitter_2002"
"Ulmus_glabra",90.75136612,1964,"fitter_2002"
"Viola_odorata",89.75409836,1964,"fitter_2002"
"Anagallis_arvensis",163,1965,"fitter_2002"
"Antirrhinum_majus",156,1965,"fitter_2002"
"Arctium_lappa",226,1965,"fitter_2002"
"Briza_media",142,1965,"fitter_2002"
"Calluna_vulgaris",202,1965,"fitter_2002"
"Chenopodium_album",197,1965,"fitter_2002"
"Cichorium_intybus",199,1965,"fitter_2002"
"Deschampsia_flexuosa",141,1965,"fitter_2002"
"Geum_urbanum",143,1965,"fitter_2002"
"Lactuca_serriola",210,1965,"fitter_2002"
"Lunaria_annua",115,1965,"fitter_2002"
"Papaver_somniferum",199,1965,"fitter_2002"
"Plantago_lanceolata",113,1965,"fitter_2002"
"Poa_trivialis",139,1965,"fitter_2002"
"Pyrus_communis",110,1965,"fitter_2002"
"Ranunculus_ficaria",71,1965,"fitter_2002"
"Rubus_idaeus",154,1965,"fitter_2002"
"Silene_dioica",113,1965,"fitter_2002"
"Silene_latifolia",135,1965,"fitter_2002"
"Sinapis_alba",135,1965,"fitter_2002"
"Solidago_canadensis",214,1965,"fitter_2002"
"Trifolium_pratense",117,1965,"fitter_2002"
"Trifolium_repens",145,1965,"fitter_2002"
"Ulmus_glabra",85,1965,"fitter_2002"
"Viola_odorata",84,1965,"fitter_2002"
"Anagallis_arvensis",157,1966,"fitter_2002"
"Antirrhinum_majus",157,1966,"fitter_2002"
"Arctium_lappa",227,1966,"fitter_2002"
"Briza_media",142,1966,"fitter_2002"
"Calluna_vulgaris",192,1966,"fitter_2002"
"Deschampsia_cespitosa",163,1966,"fitter_2002"
"Deschampsia_flexuosa",138,1966,"fitter_2002"
"Digitalis_purpurea",160,1966,"fitter_2002"
"Geum_urbanum",148,1966,"fitter_2002"
"Lactuca_serriola",218,1966,"fitter_2002"
"Lunaria_annua",84,1966,"fitter_2002"
"Myosotis_scorpioides",164,1966,"fitter_2002"
"Papaver_somniferum",190,1966,"fitter_2002"
"Pastinaca_sativa",159,1966,"fitter_2002"
"Poa_trivialis",139,1966,"fitter_2002"
"Pyrus_communis",111,1966,"fitter_2002"
"Ranunculus_ficaria",58,1966,"fitter_2002"
"Ribes_nigrum",129,1966,"fitter_2002"
"Rubus_idaeus",160,1966,"fitter_2002"
"Scrophularia_vernalis",97,1966,"fitter_2002"
"Silene_dioica",105,1966,"fitter_2002"
"Sinapis_alba",147,1966,"fitter_2002"
"Solidago_canadensis",191,1966,"fitter_2002"
"Sonchus_oleraceus",163,1966,"fitter_2002"
"Trifolium_pratense",135,1966,"fitter_2002"
"Trifolium_repens",139,1966,"fitter_2002"
